gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
Usp7,1,-1,1.0768666e-21,4.0779976e-21,1.7152933e-17,1.0,1.0784975e-23,5.417813e-25,1.4853538e-37
Arhgap20os,-1,0,1.0582679e-14,1.6093389e-13,6.9269507e-10,3.9929744e-12,1.2712998e-15,2.6083348e-18,1.0
Fgf14,1,-1,2.7323555e-32,6.121292e-34,1.7379383e-31,1.0,1.9682867e-35,5.5354576e-37,0.0
Rpl34,-1,-1,1.1e-44,0.0,6.203e-41,1.0,0.0,0.0,0.0
Ralgds,1,1,9.606306e-07,1.5811213e-06,3.2977023e-05,1.2733329e-21,2.0898594e-09,9.55661e-12,0.9999645
Ulk2,1,-1,1.0422547e-21,9.275333e-25,4.8135777e-17,1.0,5.6278157e-24,2.860294e-26,3.321375e-14
Igf1r,1,-1,6e-45,0.0,8.918e-42,1.0,1e-45,0.0,0.0
Zdhhc23,-1,-1,2.62e-43,6.6e-44,8.8922e-41,0.0,3e-44,0.0,1.0
Klc2,1,1,5.466926e-07,6.8241457e-10,3.6092035e-10,0.9999324,1.8669464e-09,8.333153e-12,6.700972e-05
Cct3,1,1,2.837452e-10,7.960582e-09,1.18565605e-14,1.0,3.5633142e-11,3.1671968e-12,4.1990686e-25
Fmnl2,-1,-1,6.9738553e-32,8.050245e-27,8.441711e-25,6.703013e-23,1.5991963e-08,1.385317e-35,1.0
A330076H08Rik,1,0,1.4452824e-16,3.1620404e-13,3.4659545e-16,2.8868243e-24,8.6397847e-19,2.7645687e-21,1.0
Igsf9b,1,-1,2.845e-42,1e-45,7.64768e-40,1.0,1.7e-44,0.0,0.0
Ckap5,1,0,4.3560446e-24,1.1912665e-25,1.5122553e-20,7.064477e-28,0.9988943,3.0580353e-27,0.0011057494
Tlk1,-1,-1,1.132744e-10,2.589099e-08,3.528969e-05,0.9999647,7.593947e-13,1.5314737e-15,1.46673695e-08
Gm14412,1,1,6.59042e-10,1.3398471e-10,1.2704326e-05,0.99906975,1.3433119e-10,8.871271e-14,0.0009175208
D630045J12Rik,-1,-1,9.74814e-23,2.5705288e-21,4.1267193e-18,1.0,9.927283e-25,4.4698296e-27,3.56448e-39
Gng3,1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
Cntn4,1,-1,6.923004e-28,1.7644603e-29,3.335134e-24,1.0,1.5544787e-28,8.734141e-31,1e-45
Rpl13a,-1,-1,6.53e-43,2.078e-42,4.74356e-40,0.0,1.02e-43,1e-45,1.0
Usp50,-1,-1,1.4824119e-35,1.7129738e-30,1.1421056e-30,5.891e-42,2.180082e-36,8.36708e-39,1.0
Cnih2,-1,-1,5.9435334e-13,1.7222779e-15,2.6238484e-14,1.0,1.6851763e-14,4.286271e-16,3.3638733e-22
Dhx57,-1,-1,2.5563712e-27,3.435117e-22,3.2193617e-20,2.2721182e-31,3.4074903e-28,3.54101e-30,1.0
Stip1,1,1,3.2427233e-06,0.0006713712,0.017301908,3.2716963e-15,5.635121e-07,2.7501756e-09,0.98202294
Atp1b1,-1,0,5.99597e-26,3.5016708e-22,8.951656e-30,2.5291451e-06,1.1229324e-26,8.5789285e-29,0.9999975
Hdac9,-1,1,7.0993e-41,7.02094e-40,6.8451716e-35,0.0026627139,1.7778e-41,0.9973373,0.0
Kmt2e,1,-1,8.674478e-15,2.1254754e-12,3.698988e-12,1.0,3.0173087e-17,7.544149e-20,1.3179497e-30
Rps12,-1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
2900026A02Rik,-1,-1,3.7979106e-20,4.0836059e-19,4.590566e-20,1.0,7.06485e-22,3.0637515e-23,2.9377644e-36
Gigyf1,1,-1,5.6596588e-31,9.592514e-29,1.6185678e-28,0.0,8.384523e-32,5.91777e-34,1.0
Arhgap23,1,-1,6.7364133e-23,9.852679e-21,8.806732e-18,1.0,1.4282641e-24,2.4983642e-26,9.616571e-32
Cox7a2,-1,-1,0.0,0.0,3e-44,0.0,0.0,0.0,1.0
Rasl11b,-1,-1,4.68e-43,7.048944e-36,3.3012901e-37,2.8549053e-36,7e-44,1e-45,1.0
Xndc1,1,0,4.8985383e-28,1.0558238e-30,1.9156884e-24,1.9577003e-33,9.204322e-30,8.221035e-32,1.0
Rps15,-1,-1,4.124e-42,2.26e-43,3.362563e-38,1.0,1.3e-44,0.0,0.0
Acin1,-1,1,1.7351479e-38,7.495302e-39,2.7897392e-34,1.2593296e-05,2.1912e-41,0.99998736,0.0
Insr,-1,-1,9.340685e-36,5.3527435e-36,6.858383e-31,1.0,1.4206846e-38,4.806e-42,0.0
Clmp,1,-1,2.2571907e-23,1.2764894e-23,2.1272491e-22,1.0,4.715414e-26,1.8070417e-28,4.4230314e-35
Lpcat4,1,1,1.5357278e-38,1.338e-42,1.6329359e-37,2.0720312e-18,1.7623e-41,1.0,0.0
Prepl,1,1,9.949492e-19,1.0237893e-21,8.101085e-17,1.0,7.3425875e-21,4.4655974e-22,1.4e-43
Lpp,1,-1,7e-44,0.0,2.9112e-41,1.0,0.0,0.0,0.0
Olfm3,-1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
Cdon,1,-1,1.7790304e-05,0.00054716296,3.6851976e-08,0.9994349,1.1367132e-07,4.3467605e-10,3.3575276e-28
Lmo3,1,1,2.2282322e-15,2.3240765e-15,1.1319356e-13,1.0,4.7636905e-17,9.683074e-20,8.22033e-28
Rpl26,1,-1,9.455211e-39,2.664152e-36,3.3086672e-36,3.864044e-39,2.1682038e-15,3.2429e-41,1.0
Bbs4,-1,1,1.2070165e-08,1.2944619e-06,1.0355554e-12,4.8913084e-06,1.5369424e-09,2.722389e-12,0.9999938
Kbtbd11,-1,-1,7.152773e-35,1.8396969e-36,7.8866145e-29,1.0,1.0560265e-35,6.464345e-39,0.0
Map3k10,-1,-1,1.01809e-39,3.0107705e-37,1.0651945e-35,0.0,1.26967e-40,2.643e-42,1.0
Srrm4,1,1,9.165785e-14,1.5327902e-15,9.606724e-10,4.4083296e-11,1.4477282e-14,6.921828e-17,1.0
Ndufc2,-1,0,1.7331076e-21,1.1120529e-17,4.9448593e-19,2.4727105e-16,3.7030406e-23,9.00736e-26,1.0
Arap2,1,0,4.3608464e-24,7.065363e-20,3.6314817e-24,3.223684e-28,0.99999535,8.086521e-28,4.6501677e-06
Gnal,-1,-1,3.36962e-40,2.1548e-41,1.9143461e-37,1.2e-43,4.5199e-41,2.35e-43,1.0
Frmpd3,-1,-1,8.513628e-34,7.936422e-34,2.2322744e-29,1.0,1.3632987e-35,1.3119307e-37,0.0
Rpl10,1,0,4.3608665e-24,2.6222927e-25,9.245541e-20,5.922e-42,1.0,4.9376576e-27,5.259163e-25
Tuba4a,-1,-1,0.0,0.0,1.58e-43,0.0,1.5364419e-24,0.0,1.0
Skap2,-1,-1,4.0990026e-30,5.611282e-26,2.8828082e-31,1.0347255e-33,4.9720477e-31,2.0228517e-33,1.0
Ptpro,1,-1,2.444613e-22,2.5517471e-24,6.0937796e-18,1.0,6.3453895e-23,1.2822574e-24,0.0
Erbb4,-1,-1,5.029742e-36,1.9277338e-38,1.1470819e-32,1.0,7.9336205e-38,2.947582e-39,0.0
Eif2b3,1,-1,1.6727783e-12,1.9659514e-14,4.77191e-10,1.0,2.1959703e-13,3.5479306e-16,2.436442e-27
Ypel4,1,-1,3.2627823e-35,1.135948e-31,1.971621e-37,6.2296997e-27,4.670242e-36,7.72731e-39,1.0
1700007F19Rik,-1,1,1.186369e-39,5.1087093e-38,1.23594075e-33,6.555379e-25,8.315e-42,1.0,5.6565534e-15
Rnf217,1,1,7.1182e-41,9.23e-43,1.3163535e-35,1.1020006e-20,8.331e-42,1.0,0.0
Lin7a,1,-1,3.201199e-36,3.0550116e-37,7.946037e-31,1.0,7.411755e-37,5.166856e-39,0.0
Golga4,1,1,1.808887e-39,8.07e-43,2.6553337e-37,2.0364986e-36,1.0904e-41,1.0,0.0
Apbb2,1,-1,6.31143e-40,6.82e-43,7.200235e-37,1.0,1.0727e-41,7.8e-44,0.0
Rps8,-1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
Gm13963,1,1,1.6431516e-38,2.057e-42,1.8584515e-37,4.0534264e-08,1.7233e-41,1.0,0.0
St8sia3os,-1,-1,8.264002e-28,1.6210395e-28,2.8010403e-23,1.0,1.3287628e-30,2.2942557e-33,0.0
Kit,-1,-1,4.683093e-26,3.4674332e-25,3.4233847e-21,1.0,1.4108732e-28,8.632019e-32,2.4197493e-36
Nxf1,-1,-1,3.2463108e-18,8.607747e-18,1.3129206e-13,1.0,7.071325e-21,5.032536e-24,1.7248683e-30
Uqcr10,1,-1,1.39151e-39,1.045e-42,1.8455794e-37,1.0,1.324e-41,2.89e-43,0.0
Sertad2,1,-1,1.4803661e-35,1.1462998e-38,3.5111952e-34,1.0,1.6344566e-37,4.1925e-41,0.0
Atp2c1,-1,-1,1.1034715e-15,1.0650823e-17,1.1103057e-11,1.0,1.4166037e-16,1.0894581e-18,2.3517711e-20
Tnpo2,1,1,1.0151429e-16,5.1052135e-19,3.4557528e-14,1.0,3.7117617e-18,6.6011133e-21,2.3230884e-26
Ube3a,1,1,9.8252954e-08,1.2629471e-09,0.023324387,4.2009748e-19,1.4551002e-08,7.075251e-11,0.97667545
Pkp2,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Atp5k,1,1,1.33546e-12,1.7279814e-10,2.800969e-13,1.6055964e-23,1.87951e-13,2.4389292e-16,1.0
D430041D05Rik,-1,1,1.7835125e-08,9.1774755e-06,8.617691e-10,0.9999908,2.0583217e-09,6.269049e-12,1.06744225e-20
Clasrp,-1,-1,1.4361913e-17,1.6406405e-15,1.5153699e-10,1.0,1.9353944e-18,6.980069e-21,3.23394e-17
Capza2,-1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
Magi1,1,1,1.2354868e-09,2.2431735e-08,2.7325711e-12,1.3184073e-15,2.1526578e-10,6.637175e-12,1.0
Ift88,-1,0,1.4575536e-14,4.3924465e-17,2.2571769e-17,7.0243084e-05,2.0769523e-16,1.4749146e-18,0.9999298
Cebpd,1,-1,0.0,0.0,0.0,6.4968773e-32,0.0,0.0,1.0
Med24,1,-1,1.1370178e-18,1.5999555e-20,5.381531e-13,1.0,1.648479e-19,1.6977322e-22,5.0316878e-33
Jam3,-1,-1,0.0,0.0,1.98997e-40,0.0,0.0,0.0,1.0
Jakmip1,1,0,4.3608665e-24,1.8473825e-22,3.880846e-21,2.3979633e-20,1.0,6.7823193e-28,1.554778e-17
Hnrnpm,1,-1,6.1817605e-20,1.1586216e-17,4.9592405e-13,1.0,8.846991e-21,1.3695359e-23,8.736214e-22
Neto1,1,1,1.417171e-39,1.8500704e-36,8.323284e-37,2.435636e-10,1.797e-41,1.0,0.0
Nbas,1,1,3.3472867e-07,1.7080351e-08,0.8668725,3.410255e-10,4.0179756e-08,3.2036797e-11,0.13312721
Kifc2,1,-1,5.7392435e-27,1.1505288e-28,4.7547753e-25,1.0,8.456073e-28,8.1340454e-29,1.7839228e-24
Map4k2,1,-1,2.7027576e-33,1.050713e-30,2.4461784e-31,0.0,5.6263917e-34,9.823401e-37,1.0
Bbs9,1,0,5.5765746e-22,6.307332e-23,2.6326458e-18,7.3301146e-26,9.0043165e-23,1.577961e-25,1.0
Pou3f1,-1,-1,9.476277e-36,6.0746474e-28,9.8826014e-29,0.0,1.4314026e-36,3.300858e-39,1.0
Rc3h1,1,-1,1.3462992e-15,2.539541e-16,2.2712158e-17,1.0,1.9345327e-16,2.8765203e-19,1.0811118e-33
Ugdh,1,1,9.190895e-09,9.004096e-11,1.9051326e-05,4.9203264e-10,1.0237174e-09,7.0009007e-12,0.9999809
Pacsin1,1,1,5.0040144e-10,1.3858545e-09,7.163421e-05,0.99992836,1.8197932e-12,2.0014412e-15,1.5428808e-16
Hsp90aa1,-1,0,5.538147e-27,9.103087e-24,4.955111e-27,1.9370656e-31,8.2397e-28,3.4646344e-30,1.0
Rpl12,-1,-1,2.354756e-39,7.62756e-39,3.2134615e-34,0.0,3.51542e-40,3.868e-42,1.0
Mgat5,1,1,4.592232e-34,6.242201e-38,5.0562996e-32,1.0,8.5141675e-37,2.2265747e-38,0.0
Zbtb46,-1,-1,3.1682164e-28,8.674454e-28,2.718373e-24,1.0,4.6736936e-31,3.092728e-33,6.279449e-26
Cbx5,1,1,6.986196e-36,3.924294e-39,1.7141992e-34,1.0,4.0227111e-38,1.9037e-41,0.0
Phf1,1,1,0.022189416,2.9004948e-05,0.9740263,0.0032749972,0.00015803675,1.510253e-07,0.00032204986
Kdm5b,1,1,0.00035869083,9.015832e-06,0.48693365,0.5110497,4.894524e-05,7.7163907e-07,0.0015992897
Slc12a5,1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
Adra1a,1,-1,9.2015765e-24,1.4736099e-21,4.1433344e-23,1.0,1.964712e-24,2.3724603e-27,4.210337e-36
Sept4,1,1,1.2737466e-07,0.00011719212,0.014138927,0.7753355,1.3325943e-09,1.4975995e-12,0.21040829
Ythdc2,1,1,4.6037538e-20,5.021764e-22,2.5612354e-17,1.0,6.645683e-21,1.4379301e-23,9.486363e-37
Fxr2,1,1,3.691574e-07,1.9609663e-06,0.9999976,2.4282018e-08,6.7853962e-09,1.4028854e-11,8.896887e-14
Nemf,1,0,4.3601025e-24,1.4679877e-22,9.120065e-21,0.00017520814,0.9998248,1.2743568e-26,5.516005e-14
Dennd5b,1,0,5.1510055e-20,3.0762313e-18,3.446561e-23,1.3028423e-32,7.026312e-21,1.4671245e-23,1.0
Ppp1r14c,1,1,1.5665024e-05,0.00023443047,3.9638066e-06,2.9208302e-08,2.2943684e-06,3.877463e-09,0.99974364
Ptprn,1,-1,7.1512995e-20,1.7413343e-18,2.1191352e-13,1.0,1.3612149e-20,9.86922e-23,5.308733e-38
Tnpo3,1,0,1.3325499e-22,4.8481786e-20,4.0960006e-23,2.7793858e-19,2.1394796e-23,3.7139562e-26,1.0
Gm12339,1,1,0.00054332643,1.5787298e-05,0.99912125,0.00024344734,7.2617215e-05,3.6316778e-06,2.0030346e-09
Rpl10a,-1,0,4.0197281e-19,1.1196382e-17,3.483653e-22,3.2088344e-17,1.0810277e-21,9.738285e-24,1.0
Kif1a,-1,-1,1e-45,1.3047e-41,1.85567e-40,0.0,0.0,0.0,1.0
Kcnh1,1,1,6.944944e-17,1.0681513e-15,1.8079029e-10,1.0,1.3013869e-17,3.6420497e-20,5.392114e-28
Cmip,1,1,1.561299e-39,7.791e-42,2.56208e-40,2.1149734e-08,1.5454e-41,1.0,0.0
Acp1,-1,0,3.0596855e-26,2.0897253e-27,6.5786613e-24,6.5819634e-20,0.000826408,2.6824593e-29,0.9991736
Colgalt1,1,0,9.185524e-22,3.7199067e-21,1.0610163e-22,8.1889584e-38,4.158264e-24,5.3238743e-26,1.0
Frrs1l,-1,0,8.427192e-17,4.54712e-16,1.0750442e-11,1.3364485e-06,3.3835774e-19,7.462788e-21,0.9999987
Arhgap33,1,0,2.573751e-18,5.2711267e-20,4.702399e-15,3.890819e-30,3.309516e-19,2.318535e-21,1.0
Ptn,-1,-1,2.9304185e-31,3.888632e-33,1.0247054e-25,1.0,5.4205224e-32,3.5634696e-34,4.05568e-40
Ncam1,1,1,2.664213e-36,5.221686e-38,4.981383e-33,1.0,8.805102e-37,3.1306445e-38,0.0
1700111E14Rik,-1,-1,1.6773129e-22,1.0798514e-24,1.0020921e-16,1.0,1.6183426e-24,1.5298549e-26,1.6975853e-27
Fam13b,1,-1,5.755124e-17,9.192863e-19,1.8178967e-13,1.0,8.681449e-18,6.73671e-19,7.9816355e-25
Tsc1,1,-1,0.0,0.0,0.0,0.0,0.0,2.1309592e-31,1.0
Gpr22,-1,-1,2.5545754e-36,1.4080225e-37,1.4776159e-31,1.1177264e-32,3.4296831e-37,4.9726937e-38,1.0
Dpy19l1,1,1,3.0734946e-11,5.7266685e-14,3.3624215e-10,0.9690438,5.422338e-13,1.1005152e-15,0.030956242
E130307A14Rik,1,-1,1.9921877e-27,2.979058e-28,6.867201e-25,1.0,2.4514414e-28,1.5705173e-29,5.87e-43
Tiam1,1,-1,1.6290179e-35,1.211025e-39,1.052765e-34,1.0,6.684981e-39,2.2688e-41,0.0
Lrrtm4,1,-1,0.0,0.0,0.0,8.574015e-28,0.0,0.0,1.0
Hexdc,1,1,6.689727e-24,5.1870717e-27,4.916713e-22,1.0,1.9308955e-26,3.561155e-29,0.0
Ctxn1,1,-1,1.1e-44,0.0,1.254e-42,0.9999949,0.0,5.177236e-06,0.0
Gm17171,1,0,4.359255e-24,8.504818e-23,6.3334037e-21,1.26095685e-08,0.99963045,6.0987273e-28,0.00036948797
Ift172,-1,-1,5.89e-43,4.818502e-39,5.360643e-39,0.0,9.4e-44,0.0,1.0
Hook2,-1,0,4.409563e-31,6.9916714e-33,1.5744668e-26,8.074776e-30,5.7153493e-32,8.33216e-34,1.0
Gm17231,1,1,0.0010315422,0.00315413,0.8267932,0.1689984,2.0312435e-05,2.4332478e-06,9.5031364e-14
Inhba,1,1,1.1560136e-15,9.348155e-13,2.0391832e-11,8.5159646e-27,1.7914723e-16,1.1162813e-18,1.0
Rbm25,-1,1,1.329614e-39,8.68827e-40,5.9026195e-34,6.917299e-29,1.1961e-41,1.0,0.0
Plekhm3,-1,-1,2.0491739e-32,2.637531e-33,7.8233385e-27,6.178793e-19,2.724131e-34,3.490359e-36,1.0
Sgcd,1,1,7.1182e-41,1.1251e-41,7e-45,0.0,8.789e-42,1.0,0.0
Pcbp3,1,-1,8.600719e-34,1.02960584e-35,7.4291995e-35,1.0,2.0678452e-34,9.810785e-36,0.0
Tmem241,1,-1,1.4516521e-25,4.6714217e-27,1.4455599e-21,1.0,3.9742316e-26,4.3892627e-28,0.0
Kif26b,0,1,0.99824595,2.5005389e-05,1.8499564e-13,1.7775675e-19,0.0017109085,1.7982507e-07,1.798033e-05
Dpy30,0,1,0.999046,1.9517945e-24,7.306724e-16,0.00093776704,1.6211005e-05,1.6197133e-08,2.5981003e-10
4930452B06Rik,0,1,2.814128e-23,1.0,3.5206025e-31,5.5568e-40,5.5966017e-24,4.3690876e-26,2.8265235e-22
Rpe,0,1,4.6632298e-08,0.999111,5.0757333e-19,0.00088894845,4.3952502e-13,3.578178e-12,8.9077915e-13
Mpp1,0,1,7.185608e-15,1.0,6.841174e-28,3.0065759e-33,1.3076793e-21,1.4535715e-22,3.6029706e-20
Atg16l2,0,1,1.1690885e-05,0.951818,6.1911205e-15,0.048170302,2.904377e-08,1.626353e-10,1.5941055e-10
Anapc4,0,0,3.7194894e-24,2.3969617e-24,4.3105114e-36,1.0,2.3521132e-34,2.0386745e-29,3.2198275e-28
Ctr9,0,0,0.008958602,0.0012990088,8.2769106e-16,0.9897138,2.8443768e-05,2.4040338e-07,1.6336333e-08
Alpk1,0,1,1.5672547e-05,0.99998343,2.434653e-10,9.920783e-07,8.6302485e-09,1.0348454e-09,1.2933958e-08
Llgl1,0,0,0.9310612,2.5656384e-15,0.00016278989,0.06719616,0.0011076735,0.00035332673,0.00011883143
Tmem191c,0,1,1.8677209e-09,1.0,3.0129066e-15,1.1086542e-20,3.0587774e-15,6.517512e-11,2.8348632e-12
Dhrs7b,0,0,0.059552256,0.013539987,1.8295188e-11,0.92690736,3.7659394e-12,3.91116e-07,3.560097e-08
Bbs12,0,0,0.012769823,1.3773856e-28,6.412608e-12,0.9872301,2.295623e-16,7.373549e-12,6.73872e-13
Slx4,0,1,1.265538e-21,1.0,1.333397e-25,4.974501e-21,1.0593606e-25,8.1786757e-26,9.177545e-28
Ndufb10,0,1,1.1419571e-08,0.9698527,1.7215494e-18,0.030147314,2.8530945e-12,1.1763954e-14,2.3779528e-14
Atp5d,0,1,7.938589e-11,1.0,3.0752194e-20,1.195336e-10,5.668229e-11,1.515955e-16,1.2683879e-16
Slc4a3,0,-1,7.608073e-36,0.0,6e-44,5.5316652e-27,1.534468e-39,3.6812774e-32,1.0
Plscr4,0,0,1.5225647e-05,5.969917e-20,1.2963159e-13,0.99998474,9.628322e-16,3.1285145e-11,1.4307062e-14
Tmem231,0,0,0.27054733,3.9457177e-06,2.104315e-13,0.7291617,0.00028578407,1.1978502e-06,7.639696e-09
Supt16,0,-1,4.154114e-21,8.064315e-05,0.9999193,4.5607564e-25,1.5596008e-24,9.1508547e-23,4.43693e-23
Strn4,0,0,0.9388928,6.968473e-05,1.8974535e-09,0.059658054,0.0013744927,4.276734e-06,6.652293e-07
Shprh,0,-1,8.302601e-39,0.0,1.0,1.2721643e-36,1.033554e-39,1.81e-43,1.2e-43
Ankrd44,0,0,0.68178487,6.0663766e-11,0.0010041056,0.3169057,0.00029671457,8.543879e-06,1.14833924e-07
Foxn2,0,-1,3.350101e-18,7.33218e-27,1.0,4.007653e-24,2.118521e-28,1.6209954e-14,5.663664e-20
Tbkbp1,0,-1,8.093437e-29,1.4860418e-34,1.0,5.217368e-37,4.3827034e-36,3.137069e-35,1.4320329e-33
Slc25a25,0,-1,7.608073e-36,0.0,4e-44,1.9861753e-37,0.0,3.6812774e-32,1.0
Soat1,0,1,6.147206e-12,1.0,4.7132473e-22,3.911456e-17,4.6123368e-18,2.6253736e-19,3.173373e-18
1110065P20Rik,0,0,0.02118147,7.5151183e-31,1.8820702e-16,0.97881854,1.4960445e-09,2.2409986e-12,6.232599e-14
Rdh11,0,0,4.2207426e-05,9.144605e-17,1.108065e-11,0.9999578,4.205508e-08,6.3812583e-10,7.162086e-11
E130102H24Rik,0,0,0.0015396668,0.0014809648,4.8839092e-12,0.9969789,4.8630534e-07,1.159349e-08,8.344412e-09
Nr2f1,0,1,5.7095642e-28,1.0,1e-45,3.6543259e-34,2.5406975e-36,6.0401406e-38,1.6702886e-38
Etaa1,0,0,1.937663e-06,5.691513e-10,2.966189e-16,0.9999981,3.240524e-12,2.76106e-09,3.9457188e-11
Tcp11l2,0,1,0.25796,1.151364e-19,2.428679e-09,4.3183522e-18,4.1282467e-05,0.73619586,0.0058028926
Nucb2,0,1,0.0016720431,0.9983279,8.936586e-20,2.1446071e-14,2.7840444e-10,6.5293717e-09,5.044728e-09
Fam193a,0,-1,1.04207484e-23,2.148e-41,1.0,8.515486e-25,1.5266338e-30,2.1139404e-31,7.865061e-32
Sgip1,0,1,0.99828374,1.922918e-11,4.6004827e-09,1.2103225e-14,0.0017155458,6.521454e-07,1.7723e-07
Malt1,0,1,4.557764e-07,0.9999995,2.5615514e-21,2.9141762e-15,1.03718814e-16,1.4466007e-15,4.7582995e-15
Trmt2a,0,1,0.00094623026,0.9990158,9.77286e-15,1.2453908e-06,1.3758799e-07,1.09569456e-07,3.6540925e-05
Hrh2,0,1,0.67520064,2.8423683e-05,2.7237675e-05,7.156682e-12,0.32326007,0.0011766396,0.0003069572
Gabrg3,0,1,3.638254e-15,1.0,6.010914e-27,3.5891792e-30,9.583695e-15,4.1594843e-17,1.4514331e-14
Fam207a,0,0,0.121493734,8.528188e-09,1.6380945e-13,0.5106499,7.682993e-12,0.0034772987,0.36437905
Tsen2,0,0,3.217515e-08,3.348456e-31,5.308165e-16,1.0,1.2313451e-11,1.2893473e-13,3.444748e-15
Ttc21b,0,1,9.063874e-14,1.0,5.1320628e-26,2.1065173e-17,1.0082656e-16,3.4904044e-18,1.1575923e-17
Cr1l,0,1,1.9867381e-35,1.0,0.0,0.0,1.74318e-35,1.3473072e-36,7.809259e-36
Gcnt2,0,1,0.99999416,1.7865602e-14,1.9720841e-14,6.1457325e-07,5.2795754e-06,2.0067856e-09,1.4128336e-09
Tmem131,0,1,6.63955e-10,1.0,2.1340825e-24,2.4035504e-12,1.8556872e-16,1.5608513e-17,5.0729126e-18
Tbcb,0,1,3.4487113e-09,0.99934655,1.7711933e-12,0.0006534069,2.1808798e-19,1.0667624e-13,5.185074e-13
Mrpl1,0,1,3.4111137e-31,1.0,8e-45,4.956e-42,8.089787e-31,3.2626364e-33,4.8709294e-33
5430416N02Rik,0,0,0.0003153046,2.8912194e-13,1.3976004e-14,0.9996847,1.0356941e-11,5.3839203e-13,2.0223115e-13
Msl1,0,1,8.174532e-06,0.9999914,9.092495e-16,3.8041337e-13,5.752028e-08,9.056705e-08,1.8998254e-07
Gltp,0,0,0.0001490133,1.2787102e-10,2.1862748e-16,0.999851,7.737629e-10,5.987453e-09,7.100204e-10
Prmt7,0,0,1.1849296e-05,1.1322804e-21,2.1653949e-13,0.9999882,2.7705045e-11,3.1716345e-11,5.280764e-13
Limd1,0,-1,6.894132e-32,0.0,1.0,1.0363e-41,1.3899904e-36,8.688e-42,5.72e-41
Tbck,0,0,0.99822253,1.8234244e-11,2.1685702e-10,4.1658097e-08,6.3125366e-11,0.0007684725,0.0010090317
Vps11,0,1,8.7908366e-15,1.0,4.5077577e-27,1.7646313e-26,7.8597267e-16,7.561674e-18,1.5955398e-16
4833422C13Rik,0,-1,7.608015e-36,7.7651893e-25,1.68e-43,1.621279e-30,0.0,3.6812774e-32,1.0
Nap1l2,0,1,1.4937487e-19,1.0,2.4839147e-30,4.09837e-26,9.4859236e-23,3.1634058e-23,9.961277e-24
Anp32b,0,-1,7.608015e-36,3.5293357e-35,0.0,2.0454539e-12,0.0,3.6812774e-32,1.0
D16Ertd472e,0,0,0.9251259,5.895742e-20,5.232544e-06,0.073492706,0.001183497,0.00014988317,4.295515e-05
Fbxl12,0,0,0.9956695,0.0039870916,9.893477e-14,4.057611e-05,0.00013413103,3.84602e-05,0.00013017582
Fem1a,0,0,0.45714837,4.778684e-12,8.870218e-08,0.5428494,2.8909e-11,1.4402393e-06,6.361792e-07
Tm2d2,0,0,9.132922e-06,5.8355745e-28,7.1222916e-13,0.9999908,1.44334384e-08,7.656869e-11,1.0502081e-12
Wnk2,0,0,3.154789e-08,2.2330228e-15,1.0017988e-14,1.0,2.0704246e-13,1.7551435e-13,8.9148456e-14
Bcan,0,-1,3.2163624e-30,0.0,1.0,3.957686e-31,2.03396e-40,2.0006406e-35,9.290012e-36
Setd5,0,1,0.9149284,1.654608e-12,8.737273e-08,7.481747e-22,0.08503644,3.128389e-05,3.7274017e-06
Drosha,0,1,0.9993299,1.1408289e-11,3.9294694e-08,2.8732287e-11,0.00066948694,5.3460025e-07,1.2233919e-07
Ube2z,0,1,1.1377977e-05,0.9999887,1.650962e-15,1.0805991e-21,1.0310332e-19,4.0943973e-13,2.6202454e-12
Pop7,0,1,0.5221256,4.2408402e-07,1.6194644e-08,0.0073048784,0.47053078,3.6543097e-05,1.8347173e-06
Tnip1,0,1,0.9999616,1.7423503e-05,2.5505597e-16,3.829063e-16,1.5317151e-14,2.0259438e-07,2.0774738e-05
Decr2,0,0,6.011348e-05,1.2094877e-17,2.2929417e-10,0.9999399,3.8014318e-15,3.0338845e-10,6.444626e-10
Mrpl30,0,0,2.2024713e-10,1.0823327e-19,1.1094612e-22,1.0,2.2806057e-13,8.4256e-16,4.1239834e-17
Fkbp2,0,1,3.4675962e-30,1.0,1e-45,4.5088962e-33,2.4288833e-31,8.382404e-34,2.2313748e-34
Lysmd2,0,1,2.1260248e-06,0.8208823,8.0912305e-19,0.17911047,5.098284e-06,7.350817e-10,1.2444138e-12
Zfp831,0,0,0.014929014,5.014695e-09,3.1127104e-12,0.9849979,7.267568e-05,4.0399135e-07,2.667256e-08
Mfsd10,0,-1,7.445299e-09,1.1448874e-32,6.6689007e-19,1.0,8.4639916e-14,7.25235e-14,3.1585094e-16
Rbbp5,0,0,0.7765687,1.7570028e-06,1.576085e-06,0.2234256,4.9108474e-11,2.2553584e-06,1.2542951e-07
AU022252,0,1,3.6089972e-34,1.0,0.0,1e-44,4.31386e-40,3.64799e-40,2.0389e-41
