gene,stats,fdr,log2(old/young),DEG
Rbpms,48.5193294993508,2.065437990481034e-10,1.6362579,1
Dctn6,7.711728522369657,0.043570366486554095,-0.21930575,0
Leprotl1,43.35436792736615,2.4562645232205717e-09,-0.59909123,-1
Saraf,241.1716813406656,1.4347761790353326e-51,-1.0038605,-1
Tnks,13.67305587645734,0.0029883936945006963,0.08829087,0
Eri1,6.424543022393729,0.0761251677030937,-0.12600297,0
Mfhas1,0.2820344379510058,0.9024237172141855,0.1252528,0
Lonrf1,20.316304396679374,0.0001404582123655642,0.296349,0
Dlc1,20.909914858386955,0.00010658373669096244,-0.43414775,-1
AI429214,31.127037651574707,8.537036296016712e-07,-1.9491986,-1
Sgcz,537.4529119535084,1.9000727666877284e-115,1.0178154,1
Tusc3,196.62651481907537,5.3981114667365904e-42,-0.72035927,-1
Fgf20,2.2187706390761988,0.4325505279656221,0.61792105,0
Micu3,44.177310818271664,1.6543971170061786e-09,0.13591701,0
Zdhhc2,197.14264766876954,4.1765872064112777e-42,-1.0583,-1
Cnot7,47.71007174455766,3.031479377994398e-10,-0.23065497,0
Vps37a,60.555597642648884,6.097946356703037e-13,-0.28961098,0
Mtmr7,17.35691818568743,0.0005542758498338117,-0.20698546,0
Pdgfrl,3.337505513521983,0.2768003502814666,-0.7505769,0
Mtus1,32.658010198058854,4.1100217629520275e-07,0.14303173,0
B430010I23Rik,10.407201125840563,0.013187868479247838,-0.31472775,0
Gm16192,6.1180091950774,0.08683252889616407,0.3922476,0
Pcm1,30.033955153914473,1.4350106994857795e-06,0.125809,0
Asah1,31.63410170168446,6.702826283617821e-07,-0.08620409,0
Frg1,13.54344416193935,0.0031745617778248815,-0.26659474,0
Fat1,12.343900412201538,0.005514187391030213,-0.08838218,0
Sorbs2,10.076083598302567,0.015300214950665579,0.33573094,0
Gm16351,1.1999983602612811,0.6413145831379006,0.42783278,0
Sorbs2os,4.066253306136528,0.2055304162071218,-0.5504834,0
1700029J07Rik,5.466567812803424,0.11437540496298816,0.21246003,0
Ufsp2,5.563077551374334,0.10983497537476469,-0.050696995,0
Ankrd37,2.1953130343209724,0.43656352511922863,0.05791936,0
Lrp2bp,1.1879205025194475,0.6443946132856637,-0.3037113,0
Snx25,0.7696310283589783,0.7551435846809204,0.24904573,0
Cfap97,3.701871436672294,0.23866154163476921,-0.114458054,0
Slc25a4,253.15556641107355,3.831484313443291e-54,-0.93116546,-1
Acsl1,15.86929050741478,0.0010976266789713305,0.046528045,0
Cenpu,7.3288465942869445,0.05154804677805259,-0.06673618,0
Primpol,8.633372512667766,0.029023589603997278,-0.08229295,0
Casp3,99.26472275459926,3.6996767598375815e-21,-1.8847346,-1
Gm16675,7.404396652600217,0.04992100551833717,0.04120477,0
Irf2,29.740101362618343,1.64841780272189e-06,0.08823474,0
Enpp6,30.07293258607273,1.4092054733214842e-06,-0.043241184,0
Stox2,10.525923890764084,0.012491844339767223,0.075350694,0
Trappc11,7.138536219212802,0.05602215277190386,-0.06877303,0
Rwdd4a,0.9141419898590722,0.7160421409144824,0.085373744,0
Ing2,10.815654934678944,0.01096328569083384,-0.22713274,0
AA386476,2.583355638059536,0.37456381254866117,0.17982984,0
Cdkn2aip,7.788950653705838,0.042097707217637295,-0.2770292,0
Wwc2,61.14118089859963,4.587883979970926e-13,-0.38979247,-1
Tenm3,17.68363660149884,0.0004762327414602288,0.37474912,1
4930555F03Rik,0.7158065937325823,0.7702155078207131,0.12501311,0
Aga,16.786120577340498,0.0007224009267625098,-0.34881425,-1
Vegfc,4.488505132000586,0.17250347046641704,-0.5096509,0
Spcs3,9.281104451462259,0.021757893557963537,-0.3648845,0
Asb5,7.676233944699097,0.04423996337265332,-0.26635322,0
Wdr17,17.63354473869672,0.00048731800637890374,0.42464685,1
Gpm6a,1.6131211130207805,0.5480645518349128,0.11479733,0
Glra3,40.656005393785996,8.95649628139477e-09,1.1621932,1
Cep44,46.93945145910097,4.386239081627156e-10,-0.36123323,-1
Fbxo8,19.531488140949335,0.0002016720672894326,-0.01955078,0
Scrg1,386.10741223380353,8.75916887425849e-83,-3.0657296,-1
Hmgb2,1.263749356849009,0.6261868326603363,-0.19934455,0
Galnt7,300.1677941019654,2.882718979667313e-64,0.46709827,1
Galntl6,566.666997345741,9.430196335568602e-122,0.8454646,1
Mfap3l,45.462688412729186,8.904527088862686e-10,-0.6670208,-1
Clcn3,56.653576669863845,4.071732975136155e-12,-0.15233481,0
B230317F23Rik,0.911098716280109,0.7166767410949281,0.2452122,0
Nek1,38.040400810654305,3.13055669248416e-08,0.18206468,0
Gm16178,5.976198262690521,0.09216777878081772,-1.1718807,0
Sh3rf1,482.6032561810486,1.354628410445559e-103,-1.276113,-1
Cbr4,6.076507307939947,0.08839571195327912,-0.11395852,0
Palld,7.890496150836043,0.0402854008093833,-1.0104499,0
Ddx60,5.455135790789045,0.11497416959820543,-1.2623153,0
Anxa10,1.0428550308894666,0.682038727694604,0.34743646,0
Spock3,5704.291157968859,0.0,1.2380991,1
Tll1,0.3569239209034403,0.8788112111686461,-0.3322054,0
Cpe,66.11964754179634,4.092185376186814e-14,-0.572022,-1
Msmo1,387.9812457428322,3.479809638457102e-83,-0.7129812,-1
Klhl2,120.6959639223425,1.0023117952356688e-25,-0.07323638,0
Tmem192,14.140094613183066,0.0024109360765390414,-0.37473774,0
March1,4135.300573241408,0.0,0.8616967,1
Gm15354,5.827505148163731,0.09833045754444909,0.6154231,0
Tma16,80.62068810200496,3.4150274087013974e-17,-0.74364257,-1
Naf1,7.094706531361339,0.05712928463801669,-0.034589645,0
Psd3,1177.4899829357598,5.355438952749905e-254,-0.75138617,-1
Gm15991,3.871286943680788,0.2228957600897528,0.2536604,0
Csgalnact1,319.55613221701907,1.944149457583627e-68,-2.1384506,-1
Ints10,4.739039926621392,0.15582928365793275,0.083015196,0
Atp6v1b2,2.5018193521876526,0.3872409423946525,0.053691436,0
Lzts1,6.154333853809382,0.08553665165178634,0.47042614,0
Zfp930,1.6836709915646255,0.5344187086058853,0.23802754,0
D130040H23Rik,13.263532237888588,0.0036109452280020356,-1.7026383e-05,0
Zfp868,5.625910189758074,0.10698198538778234,0.030399242,0
Zfp964,2.9987094989534735,0.3179694697621417,0.2042956,0
Zfp869,5.1357090209525715,0.13177341332218673,0.16731247,0
Zfp963,4.466267018529861,0.17412949879625098,0.054969244,0
Zfp866,0.3104919039492837,0.8939051138348617,0.039458435,0
Atp13a1,21.35729304798165,8.660808877485748e-05,-0.1949762,0
Gmip,0.5503464154680182,0.8217299465445955,0.27403557,0
Pbx4,3.545574857875018,0.25423786605609083,-0.71513003,0
Yjefn3,16.362643880722455,0.0008751755975482358,-1.0929962,-1
Ndufa13,241.282582742527,1.3599532327464072e-51,-1.0891038,-1
Gatad2a,6.314220945719985,0.07983120174436474,-0.054240413,0
Mau2,14.74930492401774,0.0018267990972755416,-0.0623628,0
Sugp1,9.351096899107258,0.02108981879160339,-0.0742184,0
Tm6sf2,5.3851833303888546,0.1183876427678988,-0.42011717,0
Ncan,5.594315453754991,0.10839213476237661,-0.13911498,0
Rfxank,15.947525850730504,0.0010586208094128006,-0.16236196,0
Nr2c2ap,17.82461879874243,0.0004462988092954928,-0.5007607,-1
Mef2b,0.6643775091373055,0.786186919481757,0.15379632,0
Tmem161a,1.5016296054963356,0.5716441636634193,-0.12594433,0
Slc25a42,2.955416558246487,0.3235025293136054,0.030294832,0
Armc6,8.074102472298401,0.03716958642283306,0.26889277,0
Sugp2,10.320269449087561,0.013705314865726721,-0.0014223956,0
Homer3,6.332900520219212,0.07922280398062785,0.23787092,0
Ddx49,5.569156627999873,0.10958427675383857,-0.27347663,0
Cope,64.09641049083528,1.0949398552242056e-13,-0.66273147,-1
Cers1,8.504131544888782,0.030705653424388638,0.2997125,0
Upf1,17.821471321247355,0.00044691846393080114,-0.42532182,-1
Crtc1,31.902162726617618,5.90321246039961e-07,-0.27508277,0
Klhl26,0.0009797748477154162,0.9996788788223533,0.166767,0
Tmem59l,32.76159975773243,3.9137324331071403e-07,0.24269962,0
Uba52,5.359512616802918,0.11971686753722396,-0.39362845,0
Kxd1,7.367749072000456,0.05073877343817876,-0.18419525,0
Fkbp8,60.401303866833146,6.561610439049514e-13,-0.5903707,-1
Ell,11.689794785126749,0.007399056441972708,-0.15984023,0
Ssbp4,9.366356193864046,0.020942847305132038,-0.8798496,0
Pgpep1,7.101913900943946,0.05693012948003228,-0.22287644,0
Lsm4,61.584914013457734,3.6966359824665167e-13,-0.87042266,-1
Jund,212.37021299481174,2.2486744853598772e-45,-0.91942006,-1
Rab3a,68.3859659215634,1.3561439457854733e-14,-0.7985207,-1
Mpv17l2,39.399182757997096,1.6330341262212255e-08,-1.0123459,-1
Pik3r2,30.091425185843907,1.3969862553254325e-06,-0.5144504,-1
2010320M18Rik,4.195159899987946,0.19464280425751057,-0.5361187,0
Mast3,481.27700898532925,2.616663874327559e-103,-0.45882395,-1
Arrdc2,106.31576320558204,1.1647321135920303e-22,-0.6502239,-1
Kcnn1,3.1915062049239267,0.29397520985758724,-0.1109601,0
Ccdc124,55.014926931448066,8.99496442534503e-12,-1.2687539,-1
Slc5a5,4.16467792931465,0.19694719321825904,-0.18741705,0
Rpl18a,355.82959818047186,2.956011870254227e-76,-1.1497205,-1
Map1s,3.3396428440430865,0.27657322227333864,-0.2514684,0
Haus8,1.9336125296309215,0.48388650532877,0.20671704,0
Myo9b,28.113477616721926,3.562323379176312e-06,-0.102243155,0
Use1,17.826090260567288,0.0004460713579444629,-0.47925857,-1
Ocel1,9.241893311749402,0.022138166828539523,-0.4313348,0
Nr2f6,4.314819891561146,0.18547224105947124,-0.32059443,0
Babam1,4.60008369848406,0.1647789156194255,0.12533636,0
Abhd8,3.0165042663245742,0.3157155848861669,-0.28698033,0
Mrpl34,27.013191285787393,5.997893594112442e-06,-0.8102026,-1
Dda1,25.96707494285865,9.836936249678053e-06,-0.50765854,-1
Ano8,29.477156379727127,1.8715649081121982e-06,-0.7006698,-1
Gtpbp3,7.990280005611757,0.03855050580264818,-0.19248588,0
Plvap,5.369331868090266,0.11924760163476206,0.88815653,0
Mvb12a,10.568885729756586,0.012257953661763807,-0.3588772,0
Slc27a1,8.243763735325354,0.0344896034374885,0.17193832,0
Pgls,28.205409066525302,3.4101102639261884e-06,-0.46040347,-1
Fam129c,3.890874325842795,0.2212807281150077,0.43636283,0
Colgalt1,15.19688985814471,0.001491529117150516,-0.13497323,0
Unc13a,13.630740077271666,0.00304752624630728,-0.12918444,0
Fcho1,5.899780613877252,0.09524803991247327,0.91913986,0
Zfp709,2.0430334972071793,0.46456539468743163,-0.0039419774,0
Zfp882,3.241283197003339,0.2879699024021501,-0.30900553,0
Zfp617,2.2611144546003694,0.4254706016142928,-0.038676698,0
Zfp961,7.566386831996417,0.0464373188772378,0.2522651,0
Tpm4,1.7522220211968478,0.5199287940008401,0.23007983,0
Gm16091,15.96781279802294,0.0010485302398298294,0.31419033,0
Rab8a,6.7640071272745255,0.0658733927596795,-0.3300849,0
Fam32a,12.363252427520647,0.0054684151122075825,-0.6446273,0
Ap1m1,0.5865815738331511,0.8100815148310312,-0.100864016,0
Eps15l1,21.67334002298294,7.467494003082782e-05,-0.09393139,0
Calr3,1.5572667499707493,0.5596450168207764,-0.42695105,0
1700030K09Rik,2.702970900107683,0.3568946046426916,0.08043062,0
Cherp,1.636173454286778,0.5434833745230777,-0.12510727,0
Slc35e1,11.188246179293289,0.009275937272723661,-0.5974195,0
Gm17435,0.4212406299359465,0.860333852979595,0.09162085,0
Med26,9.836755033497575,0.0170372446381515,-0.12760796,0
Smim7,31.163574378342638,8.401024493858643e-07,-0.60740703,-1
Tmem38a,13.046654983416984,0.003992540730941958,-0.37298474,0
Nwd1,4.416074491134186,0.17798573547854263,-0.34101748,0
Sin3b,6.350503469153293,0.07865327417922587,-0.23286645,0
Hmgxb4,21.831784764671244,6.932777865373271e-05,0.30493644,1
Tom1,4.318555666749828,0.18520965624682667,0.03729408,0
Rasd2,21.83200601487816,6.932777865373271e-05,0.2492978,0
Gm10649,4.477617295825311,0.17323904007807428,0.20387176,0
Nr3c2,445.296219160909,1.5214147715220548e-95,0.7914774,1
Arhgap10,12.650408793480008,0.004799132436679244,0.14209583,0
Tmem184c,11.908012753162938,0.0067192283020097695,-0.08566396,0
Ednra,91.56103802942671,1.606244395596388e-19,-3.7756786,-1
Rbmxl1,12.74102416891877,0.004596245264523853,-0.33283895,0
Slc10a7,18.52771528721032,0.0003218083278016004,0.08841656,0
Lsm6,14.698002275231161,0.0018690588017777332,-0.58369714,0
Zfp827,320.6176926821922,1.1496243083440442e-68,-0.66502464,-1
1700011L22Rik,0.6145268585330435,0.8011411264001866,0.045744,0
Mmaa,5.998836869454236,0.09132767867695527,-0.17091498,0
Gm4890,10.215256980851285,0.014378527562338914,0.40192074,0
Smad1,13.087384390974426,0.003918045189006796,0.114340946,0
Otud4,14.145748987326819,0.002405280203700983,0.1721447,0
Abce1,10.08084135141081,0.015267911267129725,0.14471425,0
Anapc10,31.947735089017222,5.778337363647995e-07,0.20755567,0
Hhip,47.25124253288846,3.7781847034937504e-10,-0.1868824,0
Smarca5,11.970035573053392,0.006533998150443952,0.015885284,0
Gab1,34.02102868019197,2.1477151104243583e-07,0.10243615,0
Usp38,9.417343400461059,0.020491348795283432,0.07944393,0
Gm9725,5.708589844620046,0.10330177298785345,0.65415734,0
Inpp4b,142.4612353636489,2.222926548724502e-30,0.8510681,1
Zfp330,15.750829337229547,0.0011584143233663831,-0.18175039,0
Rnf150,6.906967283064459,0.06190244760794465,-0.12490247,0
Tbc1d9,0.3165058214759725,0.8920067551400614,0.014763212,0
Elmod2,16.14478795527509,0.0009682298326506432,-0.11728196,0
Clgn,79.74121798814721,5.2589833428289624e-17,-1.3650163,-1
Scoc,11.644854895702565,0.007554164748083351,-0.015566504,0
Ndufb7,118.72629620634241,2.652127508025814e-25,-0.93944323,-1
Tecr,1041.9486527244856,1.2320827837957106e-224,-1.2551845,-1
Dnajb1,21.94724272304555,6.580604577522024e-05,-0.6920375,-1
Gipc1,35.60814164511716,1.0084309827700316e-07,-0.37701562,-1
Pkn1,3.374521495562164,0.2727380101691195,-0.09345836,0
Ptger1,57.52841225664638,2.659653135185796e-12,-1.2935796,-1
Ddx39,0.1435759431074156,0.9501477187941663,-0.22945344,0
Gm10644,3.947643439404117,0.21610406269683746,0.80914104,0
Asf1b,3.0542468425225104,0.31118021172043187,-0.6496289,0
Prkaca,5.0999065568218755,0.13384011008844987,-0.18847685,0
Samd1,2.3185109677309,0.41669388503730365,-0.15544632,0
C330011M18Rik,1.0316258374636502,0.6850822117449373,0.061391138,0
Rfx1,0.19676018537384848,0.9318229885137544,-0.042575363,0
Dcaf15,4.71406514880086,0.15730102360284878,-0.43573406,0
Cc2d1a,3.5578731585480954,0.253114696349115,-0.18772465,0
4930432K21Rik,0.7532609286053922,0.7601827388687845,0.32968357,0
Zswim4,0.39003972298236783,0.8687784948398549,0.11917307,0
D8Ertd738e,75.33988299926682,4.570502204038747e-16,-0.99008036,-1
Mri1,9.628753320465153,0.018663675682591245,-0.27568808,0
Ccdc130,1.5060072691851003,0.5709072140166015,-0.0010205619,0
Cacna1a,212.89813468085902,1.7355821171239802e-45,0.8120753,1
Gm16183,9.663648282697807,0.018375304135975414,0.92393404,0
Nacc1,9.619200600364406,0.01872997989929578,-0.23057324,0
Trmt1,15.456937735624255,0.0013267687977722529,-0.21201587,0
Nfix,74.7894994839499,5.96221233932328e-16,-0.13363661,0
Dand5,1.1344260237978143,0.657847748281444,-0.039074935,0
Gadd45gip1,27.8695863686101,3.993781548319083e-06,-0.82670623,-1
Rad23a,6.624174536197672,0.06983010139437454,-0.25595406,0
Calr,268.22381047537436,2.1569832285402788e-57,-1.0172997,-1
Farsa,0.97818118415303,0.6991246437649357,-0.0051298067,0
Syce2,1.2952429431916097,0.6186854260359926,0.18864603,0
Gcdh,2.0388016860010874,0.4650843028787278,0.14519954,0
Dnase2a,6.923075647993021,0.06144644405648719,-0.45099342,0
Mast1,6.4253671616640835,0.07610998858003751,-0.16178198,0
Rnaseh2a,1.5531280337538158,0.560650571541012,-0.08655303,0
Prdx2,108.91750956979772,3.270767301265177e-23,-0.96903306,-1
Junb,15.33280235827608,0.0014026103663887888,0.76051116,0
Hook2,3.1758397031480365,0.2958287588711259,0.38429275,0
Asna1,33.81646809596754,2.3692322689012187e-07,-0.906403,-1
Tnpo2,3.083437679483814,0.30763818244739294,0.23540118,0
Fbxw9,14.213153447728004,0.0023348803872696574,-0.549778,0
Dhps,41.48425768285205,6.0257952704311425e-09,-0.52450615,-1
Wdr83,6.818019351683617,0.06441286178112061,-0.29699436,0
Wdr83os,111.44583938459355,9.489230892443262e-24,-1.5293784,-1
Man2b1,28.759820993917035,2.624082827062321e-06,-0.5078774,-1
Zfp791,3.8361473706441513,0.22621794103379736,0.7037137,0
Vps35,16.78143739824471,0.0007238347569979673,-0.14257392,0
Orc6,8.536493164824407,0.030301021725591844,-0.22195506,0
4921524J17Rik,2.86699693620733,0.3347384293978382,-0.18901365,0
Gpt2,37.96598682182571,3.246107076319608e-08,-0.3400237,-1
Dnaja2,30.457349921430946,1.174961958122984e-06,-0.21268815,0
Neto2,6.529182268253732,0.07280980156583061,-0.23654091,0
Itfg1,65.66554269689603,5.100495603626038e-14,-0.023425302,0
Phkb,21.043327744578082,0.00010029015970523492,0.023014365,0
Hm629797,0.6094999100528462,0.8027639155322606,-0.84802717,0
Lonp2,31.913563425387046,5.872957228519739e-07,0.19806895,0
Siah1a,9.531418987130158,0.019487265455308087,-0.037222583,0
Gm10638,6.916726494610395,0.06162146542863667,-0.60535675,0
N4bp1,13.703619336375768,0.00294814809935615,0.23853637,0
Gm2694,10.456120558725807,0.01288833731289735,0.72250485,0
Zfp423,34.78656046624903,1.4950959318161964e-07,-1.0502013,-1
Cnep1r1,3.8830161072467884,0.22186213645537534,0.10034329,0
Heatr3,28.61511723027401,2.8064134690916676e-06,-0.14569049,0
Adcy7,0.8444526505394432,0.7343798148446123,-0.26547745,0
Brd7,1.2828868523787205,0.6215277903855245,0.030771015,0
Nkd1,18.56082849379632,0.0003168265706541486,-0.12663774,0
Cyld,72.34226110489801,1.9738914659453488e-15,-0.16189742,0
Sall1,29.985349179342027,1.4675566395712192e-06,-0.019857632,0
Tox3,39.206989217692495,1.7906616867578336e-08,-0.7583818,-1
Chd9,26.413979740899805,7.953276183851628e-06,0.100614704,0
Rbl2,4.104508991093399,0.20217183604908703,0.06812633,0
Aktip,4.105681250046883,0.2020712574754236,-0.1314584,0
Rpgrip1l,34.491379367957585,1.7189069006274587e-07,-0.15045975,0
Fto,13.062684161185457,0.003962487143168119,0.071143,0
Gm3235,11.200827081812047,0.009220356573187047,-0.7259212,0
Crnde,56.93585218946189,3.5471699027850425e-12,0.81399524,1
Lpcat2,78.01085720952885,1.2230554579087797e-16,0.10757995,0
Gm26843,48.94691389733984,1.6867130141166343e-10,0.95459545,1
Gnao1,364.1154052103636,4.857577642510556e-78,0.28870317,0
Amfr,5.209009207737221,0.1276931367727413,-0.13542455,0
Nudt21,8.470555995320247,0.03116877247088969,0.031184936,0
Ogfod1,0.19638559114498264,0.9319436505825066,0.06705435,0
Bbs2,14.976778017955947,0.0016487762733156037,0.17874432,0
Mt3,94.63547465073586,3.568588632148627e-20,-0.834713,-1
Mt2,48.61329129217448,1.9769545939191347e-10,-0.9103636,-1
Mt1,246.92047090482575,8.384653828533093e-53,-0.8585673,-1
Nup93,7.553270578824359,0.046710691593438894,0.096893825,0
Herpud1,27.590588705475877,4.557047539164114e-06,-0.42571136,-1
Nlrc5,0.7142233646342158,0.770634499194673,0.17842916,0
Cpne2,10.156450061052192,0.014764176326979142,-0.4527323,0
Fam192a,2.6645749890600787,0.36218376744903685,-0.03791322,0
Rspry1,15.839534754002168,0.0011125451025770462,0.056835145,0
Arl2bp,36.642746386748236,6.125904635718703e-08,-0.18165207,0
Pllp,907.0793173538458,2.118319340423845e-195,-0.9076393,-1
Cx3cl1,6.6374877110607535,0.06945553486069292,0.0125735635,0
Ciapin1,6.131395340682241,0.08635211465919142,0.0038579113,0
Coq9,13.033368544259707,0.00401608289015336,-0.19190751,0
Polr2c,51.73778277583259,4.4040366893611993e-11,-0.9259247,-1
Katnb1,0.6542681625911645,0.7895869558277464,-0.06495323,0
Kifc3,4.278518806655753,0.18813965003747862,0.2511784,0
Zfp319,3.8174271619622706,0.2278591772238738,-0.06057861,0
Usb1,1.235003823565635,0.6328072044675132,-0.39568025,0
Mmp15,2.7470433531185203,0.35047465398510363,-0.05312147,0
Cfap20,1.9640548429397797,0.4784254883435579,0.1572012,0
Csnk2a2,7.0285216193387985,0.05878262935898433,0.050456334,0
Gins3,2.274296004820478,0.42333445422631166,0.26702482,0
Ndrg4,32.605967320740234,4.209963754031114e-07,0.35078153,1
Setd6,0.11114099884934513,0.9611876950872729,-0.29114807,0
Cnot1,38.27066601284724,2.8008783148827828e-08,0.17416833,0
Slc38a7,1.8265463421829835,0.5045754548228786,-0.120611385,0
Got2,8.538493062289078,0.03027442042075408,-0.07461489,0
Cdh8,4591.120887747633,0.0,3.4395537,1
Gm15680,9.174173200326452,0.022822669116063572,1.9334507,0
A330008L17Rik,186.0778553743539,9.813920397571167e-40,1.759251,1
Cdh11,85.95595217680543,2.5164239834032176e-18,0.39200276,1
Tk2,1.1926136556402733,0.643221980570873,0.07603642,0
Cklf,0.4582533131961204,0.8489336102195143,-0.19820304,0
Cmtm3,2.2372737560226073,0.4292367119524505,-0.51441693,0
Cmtm4,10.179969396876814,0.014609090623103881,0.51014334,0
Dync1li2,14.900307097562255,0.0017082268095664076,-0.074273445,0
Nae1,4.054050685772916,0.20655121641396607,0.113062836,0
Car7,4.9533299811211435,0.14250649374762733,0.3401526,0
Pdp2,0.49133267851258045,0.8387339138250437,-0.03748944,0
Cbfb,52.94398546969594,2.460768284627314e-11,0.40117484,1
D230025D16Rik,2.7407222742301496,0.35147466975740954,0.11579696,0
B3gnt9,17.192148934487886,0.0005976055633381698,-0.51314336,-1
Tradd,1.395502823132088,0.5948313934497477,-0.101775885,0
Fbxl8,1.0670145425611834,0.6753328132944539,0.32001576,0
Nol3,4.1943004003345,0.19470910845545178,-0.32575178,0
4931428F04Rik,11.020882747006553,0.01001394833318809,-0.43856707,0
E2f4,2.283178317734789,0.421928277098966,-0.29518712,0
Elmo3,3.1979513035005773,0.29334030425364793,-0.39537507,0
Lrrc29,2.7528042527381227,0.3498205410224378,-0.012098575,0
Tmem208,78.80153062216598,8.306340664333419e-17,-0.7729085,-1
Tppp3,109.55462808986765,2.388325438581749e-23,-0.85670835,-1
Zdhhc1,6.954087698194672,0.06068810563884481,-0.061457556,0
Atp6v0d1,1.9735720921413666,0.4765992852832369,-0.044514596,0
Agrp,14.179502279621163,0.0023693402394672097,-0.8045503,0
Gm5914,5.1061542596954235,0.1334612570315034,-1.1672392,0
Ctcf,7.290017309363114,0.05243741686833022,0.0527027,0
Acd,10.201946306431395,0.014462944016281596,-0.73291916,0
Pard6a,6.173896872865015,0.08481912775526525,-0.46364263,0
Enkd1,1.065502620680446,0.6757128899546286,0.012642951,0
Gfod2,9.232051927660336,0.022236121559719275,-0.290234,0
Ranbp10,6.866520698377886,0.06301451919696809,0.024294257,0
Tsnaxip1,5.938007451335641,0.09370368851782866,-0.46587014,0
Cenpt,5.487590310282751,0.11338139892280354,-0.29210863,0
Thap11,16.040029317981425,0.0010155124607942438,-0.7053383,0
Nutf2,0.9273552072225202,0.7126868664278944,0.1859168,0
Edc4,0.14218486468829858,0.9506202050074853,-0.05268179,0
Pskh1,15.82013990008311,0.0011224204704340965,0.115201175,0
Gm16156,0.293150501359869,0.8989452103389898,0.08724382,0
Psmb10,11.244860470787774,0.009041793949643117,-0.54808915,0
Lcat,3.307328791126663,0.2802909140484837,-0.1985095,0
Slc12a4,30.97218884933575,9.193854322572662e-07,-0.7655509,-1
Dus2,10.602880246821607,0.012069413555943308,0.21153246,0
Ddx28,12.748963356433778,0.004579419504679379,-0.95113087,0
Nfatc3,32.54769171058091,4.327042948694533e-07,0.13992304,0
Pla2g15,1.233592969434093,0.6330497486905937,-0.07497335,0
Slc7a6,28.86074377233141,2.5007933301687523e-06,-0.2956464,0
Slc7a6os,2.609774833883808,0.3704719715923938,0.15446492,0
Prmt7,5.242250199007536,0.12589539670702338,-0.12310091,0
Smpd3,1.6774929412683226,0.5356611674522236,0.14491539,0
Zfp90,19.647220425541235,0.00019101280375941247,0.4119092,1
Tango6,26.877612951658982,6.385376084734458e-06,0.49324527,1
Sntb2,35.6105541180843,1.0075237040242441e-07,0.6314532,1
Vps4a,20.21955267370026,0.0001468556110302199,-0.460589,-1
Cog8,4.235856998817351,0.19154408817542168,-0.17890951,0
Nip7,17.179297116129593,0.0006011301979416635,-0.60386693,-1
Terf2,1.1298790410229924,0.6588678068164416,0.06322044,0
Cyb5b,19.942345923712317,0.00016675879408905496,0.2072567,0
Nfat5,120.46009054709381,1.126746924415903e-25,0.19482988,0
Nqo1,6.063946416294089,0.0888512371623177,0.6407896,0
Nob1,5.170500341991982,0.12977375390771476,-0.088153906,0
Wwp2,14.794586528998039,0.001790892157629008,0.19317867,0
Psmd7,39.47091102234286,1.5781078438145877e-08,-0.40231442,-1
Zfhx3,73.45105371123638,1.1468657917858123e-15,0.3185024,1
D030068K23Rik,2.2410098986864986,0.4285305913933629,-0.48305073,0
Dhx38,8.969931428612451,0.02499299183021249,-0.44130918,0
Txnl4b,0.342014892382266,0.8839743107474327,0.053749263,0
Dhodh,1.1159975389787773,0.6628995217849208,-0.08256518,0
Pkd1l3,1.8654254104753802,0.49675856441680094,-0.6424268,0
Ist1,5.226502147984039,0.12670558762813244,-0.12155977,0
Zfp821,6.650032914979082,0.06908086104042274,0.24258538,0
Atxn1l,6.33359269548761,0.07922280398062785,-0.0032080307,0
Ap1g1,20.957715679635967,0.00010426178922620946,0.18595202,0
Gm17344,2.1500726875174907,0.4448817919237842,0.37660566,0
Phlpp2,10.692114974845293,0.011593260085854524,0.1875916,0
Zfp612,19.483067018298676,0.00020620672313492383,0.33479905,1
Gm17720,1.309020246744275,0.6155021255170344,-0.8509868,0
Calb2,2.2173754595973683,0.4327612591661069,-0.27537125,0
Cmtr2,1.6983720804069276,0.5316914051632702,-0.10603946,0
Vac14,6.216407329604171,0.0832615333086,-0.18698254,0
Il34,0.2972849944169038,0.8975405783021262,0.37171498,0
Sf3b3,9.674238393408599,0.01828774468550289,-0.0019206041,0
Cog4,6.347213038149456,0.07876610690102713,-0.057977665,0
St3gal2,49.55259051040055,1.2602404233652896e-10,0.65943044,1
Ddx19a,4.747755575684388,0.15523895457970116,0.15343823,0
Ddx19b,2.3239399163604357,0.4158712686815981,0.105589174,0
Aars,3.0290601209454366,0.3141498596157607,0.1370313,0
Pdpr,4.751515662345523,0.15502003616880008,0.008869343,0
9430091E24Rik,5.91911166124171,0.09447685952188352,0.15528396,0
Glg1,15.88276090340118,0.001091010947904635,-0.040039442,0
Rfwd3,18.420573277202156,0.00033784110118317183,0.2385683,0
Fa2h,9.00829618893582,0.02458247173551664,0.013792054,0
Wdr59,5.627928651813915,0.10689549655051245,0.020226317,0
Znrf1,93.52365818167576,6.16487762028251e-20,-0.27665684,0
Ldhd,34.55136984433192,1.6716063763709774e-07,-0.7399007,-1
Zfp1,4.781020092157995,0.15319535183723632,0.17592594,0
Bcar1,285.01533951873375,5.287160895151471e-61,-0.61126226,-1
Cfdp1,10.011675088227632,0.015746660836125442,0.15049787,0
Tmem170,1.332944937074758,0.6093441651864716,0.103704646,0
Tmem231,1.2658456370973592,0.6257247657515488,0.17095149,0
