cell_type,gene,DEG,pred,atac
Oligo_NN,Idh3g,0,0,1.0
Oligo_NN,Tbc1d5,0,1,1.0
Oligo_NN,Klhl11,0,-1,1.0
Oligo_NN,Stx8,0,1,1.0
Oligo_NN,Trappc2,0,0,1.0
Oligo_NN,Shcbp1l,0,0,1.0
Oligo_NN,Dda1,0,-1,1.0
Oligo_NN,Snhg5,0,-1,1.0
Oligo_NN,Mcts1,0,0,1.0
Oligo_NN,Mipep,0,1,1.0
Oligo_NN,Nfatc3,0,0,1.0
Oligo_NN,Vcl,0,0,1.0
Oligo_NN,Gabpb2,0,0,1.0
Oligo_NN,Spata2,0,-1,1.0
Oligo_NN,Wrn,0,1,1.0
Oligo_NN,Trnt1,0,-1,1.0
Oligo_NN,Tspan14,0,0,1.0
Oligo_NN,Ndufa5,0,-1,1.0
Oligo_NN,Tmem123,0,-1,1.0
Oligo_NN,Mkrn2,0,-1,1.0
Oligo_NN,Magi3,0,1,1.0
Oligo_NN,Dgkq,0,-1,1.0
Oligo_NN,Ppp2r3d,0,1,1.0
Oligo_NN,Gpr37,0,-1,1.0
Oligo_NN,Ifnar2,0,1,1.0
Oligo_NN,Rnf219,0,0,1.0
Oligo_NN,Phc1,0,-1,1.0
Oligo_NN,Csad,0,-1,1.0
Oligo_NN,Phf7,0,-1,1.0
Oligo_NN,Nipa1,0,0,1.0
Oligo_NN,Babam1,0,-1,1.0
Oligo_NN,Galnt12,0,1,1.0
Oligo_NN,Hagh,0,0,1.0
Oligo_NN,Ctdnep1,0,-1,1.0
Oligo_NN,Zfp651,0,-1,1.0
Oligo_NN,Sec22b,0,0,1.0
Oligo_NN,Dapk3,0,-1,1.0
Oligo_NN,Mrps30,0,-1,1.0
Oligo_NN,Fam173a,0,-1,1.0
Oligo_NN,Apaf1,0,0,1.0
Oligo_NN,Blzf1,0,0,1.0
Oligo_NN,Akr7a5,0,-1,1.0
Oligo_NN,Atg7,0,1,1.0
Oligo_NN,Bet1,0,-1,1.0
Oligo_NN,Brd8,0,0,1.0
Oligo_NN,Gemin8,0,0,1.0
Oligo_NN,Haus6,0,0,1.0
Oligo_NN,Rims2,0,0,1.0
Oligo_NN,Cand1,0,0,1.0
Oligo_NN,Ostf1,0,-1,1.0
Oligo_NN,Ndrg4,0,1,1.0
Oligo_NN,Hsd17b12,0,1,1.0
Oligo_NN,Ttll4,0,0,1.0
Oligo_NN,Foxp1,0,1,1.0
Oligo_NN,Zfp146,0,-1,1.0
Oligo_NN,Ncapg2,0,1,1.0
Oligo_NN,Por,0,0,1.0
Oligo_NN,Cept1,0,-1,1.0
Oligo_NN,Styx,0,-1,1.0
Oligo_NN,Ttll5,0,1,1.0
Oligo_NN,AW146154,0,0,1.0
Oligo_NN,Zfp53,0,0,1.0
Oligo_NN,Tmco3,0,0,1.0
Oligo_NN,Gm26749,0,0,1.0
Oligo_NN,Tmem259,0,-1,1.0
Oligo_NN,Atp6v1h,0,0,1.0
Oligo_NN,Tbc1d31,0,0,1.0
Oligo_NN,Zfp536,0,1,1.0
Oligo_NN,Avl9,0,0,1.0
Oligo_NN,Asf1a,0,0,1.0
Oligo_NN,Pcyox1,0,-1,1.0
Oligo_NN,Gdap2,0,1,1.0
Oligo_NN,Gnb1,0,0,1.0
Oligo_NN,Zdhhc4,0,-1,1.0
Oligo_NN,Pde3a,0,1,1.0
Oligo_NN,Rbck1,0,-1,1.0
Oligo_NN,Bicd1,0,0,1.0
Oligo_NN,Itgb1,0,0,1.0
Oligo_NN,Zfpm2,0,0,1.0
Oligo_NN,Gigyf1,0,-1,1.0
Oligo_NN,Gm15246,0,0,1.0
Oligo_NN,Pde4b,0,1,1.0
Oligo_NN,Scaf4,0,0,1.0
Oligo_NN,Armcx3,0,0,1.0
Oligo_NN,Rbm34,0,0,1.0
Oligo_NN,Snx7,0,1,1.0
Oligo_NN,Mios,0,0,1.0
Oligo_NN,1700029J07Rik,0,0,1.0
Oligo_NN,Ifrd1,0,0,1.0
Oligo_NN,Aamp,0,-1,1.0
Oligo_NN,Lancl2,0,0,1.0
Oligo_NN,Pyroxd1,0,0,1.0
Oligo_NN,Zfp942,0,-1,1.0
Oligo_NN,Tab1,0,-1,1.0
Oligo_NN,Rps14,-1,-1,1.0
Oligo_NN,P2rx7,1,0,1.0
Oligo_NN,Pcca,1,1,1.0
Oligo_NN,Fut9,1,1,1.0
Oligo_NN,Stxbp4,1,1,1.0
Oligo_NN,Dennd1b,1,1,1.0
Oligo_NN,Uqcrfs1,-1,-1,1.0
Oligo_NN,Mink1,-1,0,1.0
Oligo_NN,Eef1g,-1,-1,1.0
Oligo_NN,Xylt1,1,1,1.0
Oligo_NN,Ankhd1,1,1,1.0
Oligo_NN,Klhl5,-1,-1,1.0
Oligo_NN,Emc10,-1,-1,1.0
Oligo_NN,Fam13c,-1,0,1.0
Oligo_NN,Fasn,-1,-1,1.0
Oligo_NN,Mdh1,-1,-1,1.0
Oligo_NN,Sc5d,-1,-1,1.0
Oligo_NN,Lrch2,1,0,1.0
Oligo_NN,Tuba1b,-1,-1,1.0
Oligo_NN,Rps29,-1,-1,1.0
Oligo_NN,Zkscan1,1,0,1.0
Oligo_NN,Pcolce2,1,1,1.0
Oligo_NN,Atp6v0e,-1,-1,1.0
Oligo_NN,Sh3rf1,-1,-1,1.0
Oligo_NN,Ceacam2,1,1,1.0
Oligo_NN,Samm50,-1,0,1.0
Oligo_NN,Rps26,-1,-1,1.0
Oligo_NN,Thrb,1,1,1.0
Oligo_NN,Rpl11,-1,0,1.0
Oligo_NN,Ubb,-1,-1,1.0
Oligo_NN,Disc1,1,1,1.0
Oligo_NN,Rer1,-1,-1,1.0
Oligo_NN,Fbxl4,1,1,1.0
Oligo_NN,Mrpl20,-1,-1,1.0
Oligo_NN,1810058I24Rik,-1,-1,1.0
Oligo_NN,Bod1,-1,-1,1.0
Oligo_NN,Ripk2,1,-1,1.0
Oligo_NN,Rpl19,-1,-1,1.0
Oligo_NN,Cpeb4,1,0,1.0
Oligo_NN,Sdhb,-1,-1,1.0
Oligo_NN,Rnf43,1,1,1.0
Oligo_NN,Rpl27,-1,-1,1.0
Oligo_NN,Tep1,1,1,1.0
Oligo_NN,Rps20,-1,-1,1.0
Oligo_NN,Crlf3,1,1,1.0
Oligo_NN,Prmt3,1,0,1.0
Oligo_NN,Sfr1,-1,-1,1.0
Oligo_NN,Cope,-1,-1,1.0
Oligo_NN,Pcbp1,-1,-1,1.0
Oligo_NN,Fkbp1a,-1,-1,1.0
Oligo_NN,A330032B11Rik,1,0,1.0
Oligo_NN,Phka1,1,1,1.0
Oligo_NN,Sntb2,1,1,1.0
Oligo_NN,Tmem134,-1,-1,1.0
Oligo_NN,Gsn,-1,-1,1.0
Oligo_NN,Uchl1,-1,-1,1.0
Oligo_NN,Faah,-1,-1,1.0
Oligo_NN,Sh3bgrl,1,0,1.0
Oligo_NN,Nrgn,-1,-1,1.0
Oligo_NN,Ncor2,-1,-1,1.0
Oligo_NN,Plekhj1,-1,-1,1.0
Oligo_NN,Hcn2,-1,-1,1.0
Oligo_NN,Pde1c,1,1,1.0
Oligo_NN,Prkcsh,-1,-1,1.0
Oligo_NN,Tsc22d4,-1,-1,1.0
Oligo_NN,Sh3gl3,-1,-1,1.0
Oligo_NN,Adprh,-1,-1,1.0
Oligo_NN,Asap2,1,1,1.0
Oligo_NN,Rmst,1,0,1.0
Oligo_NN,Rab4b,-1,-1,1.0
Oligo_NN,Slc22a5,1,0,1.0
Oligo_NN,Ptgds,-1,-1,1.0
Oligo_NN,Omg,-1,-1,1.0
Oligo_NN,Emc1,-1,0,1.0
Oligo_NN,Atp5j2,-1,-1,1.0
Oligo_NN,Mal,-1,-1,1.0
Oligo_NN,Tmem108,1,1,1.0
Oligo_NN,Nsmce2,1,1,1.0
Oligo_NN,Cox8a,-1,-1,1.0
Oligo_NN,Cdc16,1,0,1.0
Oligo_NN,Kdm6a,1,1,1.0
Oligo_NN,Plekha1,-1,0,1.0
Oligo_NN,Cep112,1,1,1.0
Oligo_NN,Rplp0,-1,-1,1.0
Oligo_NN,Gstm5,-1,-1,1.0
Oligo_NN,Fdft1,-1,0,1.0
Oligo_NN,Cd59a,-1,1,1.0
Oligo_NN,Tubgcp4,1,0,1.0
Oligo_NN,Tspan31,-1,-1,1.0
Oligo_NN,3222401L13Rik,1,-1,1.0
Oligo_NN,Ndufb11,-1,0,1.0
Oligo_NN,Atp6ap1,-1,0,1.0
Oligo_NN,Mbnl1,1,1,1.0
Oligo_NN,Grcc10,-1,-1,1.0
Oligo_NN,Ndufc1,-1,-1,1.0
Oligo_NN,Map1a,-1,-1,1.0
Oligo_NN,Dusp7,-1,-1,1.0
Oligo_NN,Myef2,1,0,1.0
Oligo_NN,Sub1,-1,-1,1.0
Oligo_NN,Lta4h,1,0,1.0
Oligo_NN,Emc6,-1,-1,1.0
Oligo_NN,Cntnap5b,1,0,1.0
Oligo_NN,Tmem258,-1,-1,1.0
Oligo_NN,Pnkd,-1,0,1.0
Oligo_NN,Rps12,-1,-1,1.0
Oligo_NN,Nup205,1,0,1.0
Oligo_NN,Pcsk1n,-1,0,1.0
Oligo_NN,Atraid,-1,-1,1.0
Oligo_NN,Vps29,-1,-1,1.0
Oligo_NN,1110038F14Rik,-1,-1,1.0
Oligo_NN,Tmem147,-1,-1,1.0
Oligo_NN,Gabbr1,-1,-1,1.0
Oligo_NN,Rpl23,-1,-1,1.0
Oligo_NN,Tmem229a,-1,-1,1.0
Oligo_NN,B3galt1,1,1,1.0
Oligo_NN,Ptov1,-1,-1,1.0
Oligo_NN,Dbndd2,-1,-1,1.0
Oligo_NN,Cpe,-1,0,1.0
Oligo_NN,Kcnj10,-1,-1,1.0
Oligo_NN,Parp12,1,1,1.0
Oligo_NN,Rasgrp3,1,1,1.0
Oligo_NN,Bsg,-1,-1,1.0
Oligo_NN,Drap1,-1,-1,1.0
Oligo_NN,Nme2,-1,-1,1.0
Oligo_NN,Lin54,1,0,1.0
Oligo_NN,Zfp821,1,0,1.0
Oligo_NN,Tmc7,1,0,1.0
Oligo_NN,Foxo1,1,1,1.0
Oligo_NN,Npc1,-1,0,1.0
Oligo_NN,Sf3b5,-1,-1,1.0
Oligo_NN,Abcg2,-1,-1,1.0
Oligo_NN,Prpf4b,-1,0,1.0
Oligo_NN,Eif3c,-1,0,1.0
Oligo_NN,Pdss2,1,0,1.0
Oligo_NN,Gpr155,-1,0,1.0
Oligo_NN,Gm816,1,1,1.0
Oligo_NN,Reep3,-1,0,1.0
Oligo_NN,Psmb1,-1,0,1.0
Oligo_NN,Slc38a2,-1,-1,1.0
Oligo_NN,Adam15,-1,-1,1.0
Oligo_NN,Cdc14a,1,1,1.0
Oligo_NN,Rps7,-1,-1,1.0
Oligo_NN,Ttc17,1,1,1.0
Oligo_NN,Slmap,1,0,1.0
Oligo_NN,Wdr36,1,0,1.0
Oligo_NN,Sox2,1,-1,1.0
Oligo_NN,Serinc1,-1,-1,1.0
Oligo_NN,Ncoa7,1,1,1.0
Oligo_NN,Tmod1,-1,0,1.0
Oligo_NN,Plag1,1,0,1.0
Oligo_NN,Robo1,1,1,1.0
Oligo_NN,Foxn2,1,0,1.0
Oligo_NN,Hnrnpll,1,0,1.0
Oligo_NN,Rps25,-1,-1,1.0
Oligo_NN,Mid1ip1,-1,0,1.0
Oligo_NN,Cyp4f17,1,1,1.0
Oligo_NN,Ptpn12,1,0,1.0
Oligo_NN,Ubl5,-1,-1,1.0
Oligo_NN,Zfp329,-1,-1,1.0
Oligo_NN,Man1a,-1,-1,1.0
Oligo_NN,Efnb3,-1,-1,1.0
Oligo_NN,Xrcc6,-1,-1,1.0
Oligo_NN,Ptpn11,-1,0,1.0
Oligo_NN,Fmn1,1,1,1.0
Oligo_NN,Gabarap,-1,-1,1.0
Oligo_NN,5430402O13Rik,1,0,1.0
Oligo_NN,Slc16a6,1,1,1.0
Oligo_NN,Ralyl,1,0,1.0
Oligo_NN,Cmtm5,-1,-1,1.0
Oligo_NN,Eef1b2,-1,-1,1.0
Oligo_NN,Qser1,1,1,1.0
Oligo_NN,Ppp1r14a,-1,-1,1.0
Oligo_NN,Plp1,-1,-1,1.0
Oligo_NN,Ndufab1,-1,0,1.0
Oligo_NN,Rps21,-1,-1,1.0
Oligo_NN,Ran,-1,-1,1.0
Oligo_NN,Fzd3,-1,0,1.0
Oligo_NN,Arpc1a,-1,-1,1.0
Oligo_NN,Stmn3,-1,-1,1.0
Oligo_NN,Asap1,1,1,1.0
Oligo_NN,Psenen,-1,-1,1.0
Oligo_NN,Tomm6,-1,-1,1.0
Oligo_NN,Pdxk,-1,-1,1.0
Oligo_NN,Mcm9,1,1,1.0
Oligo_NN,Hmgb1,-1,-1,1.0
Oligo_NN,Nmd3,1,0,1.0
Oligo_NN,Stat5b,1,0,1.0
Oligo_NN,Inpp5j,-1,-1,1.0
Oligo_NN,Vmp1,-1,0,1.0
Oligo_NN,Bri3,-1,1,1.0
Oligo_NN,Rpl34,-1,-1,1.0
Oligo_NN,Cuta,-1,-1,1.0
Oligo_NN,Pkp4,1,1,1.0
Oligo_NN,Brk1,-1,-1,1.0
Oligo_NN,Aup1,-1,-1,1.0
Oligo_NN,Cyc1,-1,-1,1.0
Oligo_NN,Uqcrb,-1,-1,1.0
Oligo_NN,St8sia4,1,1,1.0
Oligo_NN,Tmem14c,-1,-1,1.0
Oligo_NN,Nacad,-1,-1,1.0
Oligo_NN,Ythdf2,1,-1,1.0
Oligo_NN,Ftl1,-1,-1,1.0
Oligo_NN,Tbc1d23,1,1,1.0
Oligo_NN,Slc16a7,1,1,1.0
Oligo_NN,Serpinb6a,1,1,1.0
Oligo_NN,C2cd5,1,1,1.0
Oligo_NN,Gpc6,1,1,1.0
Oligo_NN,Ilvbl,-1,-1,1.0
Oligo_NN,Crem,1,0,1.0
Oligo_NN,Cuedc2,-1,-1,1.0
Oligo_NN,E2f3,-1,-1,1.0
Oligo_NN,Agrn,-1,0,1.0
Oligo_NN,Eya4,1,1,1.0
Oligo_NN,Fmnl2,1,1,1.0
Oligo_NN,Ctsl,-1,-1,1.0
Oligo_NN,Camk4,1,1,1.0
Oligo_NN,Rpl7a,-1,-1,1.0
Oligo_NN,Unc5d,1,1,1.0
Oligo_NN,Cox7b,-1,0,1.0
Oligo_NN,Naa38,-1,-1,1.0
Oligo_NN,Ddit4,-1,-1,1.0
Oligo_NN,Grn,-1,-1,1.0
Oligo_NN,7630403G23Rik,1,-1,1.0
Oligo_NN,Ttc28,1,1,1.0
Oligo_NN,Aldoa,-1,-1,1.0
Oligo_NN,Gm4221,-1,-1,1.0
Oligo_NN,Ppdpf,-1,-1,1.0
Oligo_NN,Cdr2l,-1,-1,1.0
Oligo_NN,Rps13,-1,-1,1.0
Oligo_NN,Rsrc1,1,1,1.0
Oligo_NN,Sp4,1,0,1.0
Oligo_NN,Tmod2,-1,-1,1.0
Oligo_NN,B4galt6,1,1,1.0
Oligo_NN,Rps8,-1,-1,1.0
Oligo_NN,Tmem106b,-1,0,1.0
Oligo_NN,Lgmn,-1,-1,1.0
Oligo_NN,Chic2,1,0,1.0
Oligo_NN,Dvl1,-1,-1,1.0
Oligo_NN,Rpl18,-1,-1,1.0
Oligo_NN,Rps5,-1,-1,1.0
Oligo_NN,Pigyl,-1,-1,1.0
Oligo_NN,Rpl13a,-1,-1,1.0
Oligo_NN,Atp5o,-1,0,1.0
Oligo_NN,Nipal4,1,-1,1.0
Oligo_NN,Trank1,1,1,1.0
Oligo_NN,Rpl24,-1,-1,1.0
Oligo_NN,Ptpn4,1,1,1.0
Oligo_NN,Prdm5,1,1,1.0
Oligo_NN,Nfxl1,1,0,1.0
Oligo_NN,Optn,1,1,1.0
Oligo_NN,Lrpap1,-1,-1,1.0
Oligo_NN,A730081D07Rik,1,0,1.0
Oligo_NN,Pfdn5,-1,-1,1.0
Oligo_NN,Trmt1l,1,0,1.0
Oligo_NN,Pkm,-1,-1,1.0
Oligo_NN,Rpl36a,-1,0,1.0
Oligo_NN,Plat,-1,-1,1.0
Oligo_NN,Sytl5,-1,0,1.0
Oligo_NN,Cdh8,1,1,1.0
Oligo_NN,Zfp612,1,-1,1.0
Oligo_NN,Hspa8,-1,-1,1.0
Oligo_NN,Nup160,1,1,1.0
Oligo_NN,Abca8a,1,1,1.0
Oligo_NN,Rpl22,-1,-1,1.0
Oligo_NN,Timm8b,-1,-1,1.0
Oligo_NN,Cep44,-1,-1,1.0
Oligo_NN,Atp6v0e2,-1,-1,1.0
Oligo_NN,Cyp2j12,1,0,1.0
Oligo_NN,Psd3,-1,-1,1.0
Oligo_NN,Ptpn21,1,1,1.0
Oligo_NN,Prdx2,-1,-1,1.0
Oligo_NN,Gmeb2,1,0,1.0
Oligo_NN,Psmd4,-1,-1,1.0
Oligo_NN,Gpt2,-1,0,1.0
Oligo_NN,Cfl2,-1,-1,1.0
Oligo_NN,Commd3,-1,-1,1.0
Oligo_NN,Pter,1,1,1.0
Oligo_NN,Ctnna2,1,1,1.0
Oligo_NN,Irak3,1,1,1.0
Oligo_NN,Lama2,1,1,1.0
Oligo_NN,Uba1,-1,0,1.0
Oligo_NN,Grid2,1,1,1.0
Oligo_NN,Rpsa,-1,-1,1.0
Oligo_NN,Farp1,1,1,1.0
Oligo_NN,Zfp949,1,0,1.0
Oligo_NN,Nav3,1,1,1.0
Oligo_NN,Sik2,1,1,1.0
Oligo_NN,Zfp110,1,-1,1.0
Oligo_NN,2010315B03Rik,-1,-1,1.0
Oligo_NN,Cd46,1,1,1.0
Oligo_NN,Cox7a2,-1,-1,1.0
Oligo_NN,Slc3a2,-1,-1,1.0
Oligo_NN,Tomm5,-1,-1,1.0
Oligo_NN,1700111E14Rik,1,1,1.0
Oligo_NN,Col27a1,-1,-1,1.0
Oligo_NN,Map3k12,-1,-1,1.0
Oligo_NN,Ago4,1,1,1.0
Oligo_NN,Smarcd1,-1,-1,1.0
Oligo_NN,Rbms1,1,1,1.0
Oligo_NN,Mettl15,1,1,1.0
Oligo_NN,Pycr2,0,-1,1.0
Oligo_NN,Trmt2b,0,0,1.0
Oligo_NN,Pum2,0,1,1.0
Oligo_NN,Adrm1,0,-1,1.0
Oligo_NN,Dhx8,0,0,1.0
Oligo_NN,Mrpl36,0,-1,1.0
Oligo_NN,Gfpt1,0,1,1.0
Oligo_NN,Gm19705,0,0,1.0
Oligo_NN,Gtpbp4,0,0,1.0
Oligo_NN,Rbm12b1,0,-1,1.0
Oligo_NN,Txndc16,0,0,1.0
Oligo_NN,Col9a3,0,-1,1.0
Oligo_NN,Bub3,0,-1,1.0
Oligo_NN,Pcx,0,0,1.0
Oligo_NN,Micu2,0,0,1.0
Oligo_NN,Me1,0,0,1.0
Oligo_NN,Txn1,0,-1,1.0
Oligo_NN,Zmat1,0,0,1.0
Oligo_NN,Ssu72,0,0,1.0
Oligo_NN,Arfgef2,0,1,1.0
Oligo_NN,Ccdc59,0,-1,1.0
Oligo_NN,Mtrr,0,0,1.0
Oligo_NN,Fig4,0,1,1.0
Oligo_NN,Wrnip1,0,0,1.0
Oligo_NN,Pcp4,0,1,1.0
Oligo_NN,Rsrc2,0,0,1.0
Oligo_NN,Zfp157,0,0,1.0
Oligo_NN,Slc25a40,0,0,1.0
Oligo_NN,Eif4enif1,0,1,1.0
Oligo_NN,Limk2,0,0,1.0
Oligo_NN,Zfp287,0,0,1.0
Oligo_NN,Fam228b,0,0,1.0
Oligo_NN,Tmtc3,0,0,1.0
Oligo_NN,Zfp605,0,-1,1.0
Oligo_NN,Smim8,0,-1,1.0
Oligo_NN,Dbnl,0,-1,1.0
Oligo_NN,Kifc3,0,1,1.0
Oligo_NN,Zfp790,0,-1,1.0
Oligo_NN,Pdpk1,0,0,1.0
Oligo_NN,Heg1,0,1,1.0
Oligo_NN,Slc25a38,0,-1,1.0
Oligo_NN,Elmo2,0,0,1.0
Oligo_NN,Trmt10a,0,-1,1.0
Oligo_NN,Zfp37,0,0,1.0
Oligo_NN,Sdhd,0,-1,1.0
Oligo_NN,Sipa1l2,0,1,1.0
Oligo_NN,Tnrc6b,0,0,1.0
Oligo_NN,Klhl9,0,-1,1.0
Oligo_NN,G6pdx,0,0,1.0
Oligo_NN,Arid2,0,1,1.0
Oligo_NN,Frg1,0,0,1.0
Oligo_NN,Golph3l,0,0,1.0
Oligo_NN,Elmsan1,0,0,1.0
Oligo_NN,Armc10,0,-1,1.0
Oligo_NN,Nxpe3,0,0,1.0
Oligo_NN,Tmem175,0,0,1.0
Oligo_NN,Nelfa,0,0,1.0
Oligo_NN,Cfap97,0,0,1.0
Oligo_NN,Gjc3,0,-1,1.0
Oligo_NN,Rab9,0,0,1.0
Oligo_NN,Cxxc5,0,-1,1.0
Oligo_NN,Sos2,0,1,1.0
Oligo_NN,Abce1,0,0,1.0
Oligo_NN,Ppp6r3,0,0,1.0
Oligo_NN,Adnp2,0,0,1.0
Oligo_NN,Prima1,0,-1,1.0
Oligo_NN,Nr2c1,0,0,1.0
Oligo_NN,Smim13,0,0,1.0
Oligo_NN,Sharpin,0,-1,1.0
Oligo_NN,Tspan5,0,1,1.0
Oligo_NN,Xpo7,0,1,1.0
Oligo_NN,Ypel2,0,0,1.0
Oligo_NN,Herpud1,0,-1,1.0
Oligo_NN,Dhx29,0,1,1.0
Oligo_NN,Adsl,0,-1,1.0
Oligo_NN,Lrrtm2,0,-1,1.0
Oligo_NN,Extl2,0,0,1.0
Oligo_NN,Psmf1,0,0,1.0
Oligo_NN,Tlk2,0,0,1.0
Oligo_NN,Pdzd8,0,0,1.0
Oligo_NN,Ube4a,0,0,1.0
Oligo_NN,Fam214b,0,-1,1.0
Oligo_NN,Ddx3x,0,0,1.0
Oligo_NN,Ranbp10,0,0,1.0
Oligo_NN,Elp2,0,1,1.0
Oligo_NN,3110009E18Rik,0,1,1.0
Oligo_NN,Actr6,0,0,1.0
Oligo_NN,Bhlhe41,0,-1,1.0
Oligo_NN,Mamld1,0,0,1.0
Oligo_NN,Greb1l,0,0,1.0
Oligo_NN,Ick,0,-1,1.0
Oligo_NN,Mfsd1,0,-1,1.0
Oligo_NN,Sf3a1,0,0,1.0
Oligo_NN,Wdr7,0,1,1.0
Oligo_NN,Rnaseh2c,0,-1,1.0
Oligo_NN,Crtc1,0,0,1.0
Oligo_NN,Mrpl13,0,0,1.0
Oligo_NN,AI987944,0,-1,1.0
Oligo_NN,Rab11fip2,0,1,1.0
Oligo_NN,Smim20,0,0,1.0
Oligo_NN,Dmxl2,0,1,1.0
Oligo_NN,Ywhah,0,-1,1.0
Oligo_NN,Wdr91,0,-1,1.0
Oligo_NN,Cyfip1,0,1,1.0
Oligo_NN,Nars2,0,1,1.0
Oligo_NN,Cerk,0,1,1.0
Oligo_NN,Irs2,0,0,1.0
Oligo_NN,Anxa5,0,1,1.0
Oligo_NN,Rnps1,0,-1,1.0
Oligo_NN,Mtrf1l,0,-1,1.0
Oligo_NN,Snx13,0,1,1.0
Oligo_NN,Yes1,0,1,1.0
Oligo_NN,Cacng7,0,0,1.0
Oligo_NN,Fcf1,0,-1,1.0
Oligo_NN,Trerf1,0,-1,1.0
Oligo_NN,Hnrnpl,0,-1,1.0
Oligo_NN,Srsf10,0,-1,1.0
Oligo_NN,Tmx2,0,-1,1.0
Oligo_NN,Rfx7,0,1,1.0
Oligo_NN,Tmem38b,0,1,1.0
Oligo_NN,Pibf1,0,1,1.0
Oligo_NN,Irak2,0,1,1.0
Oligo_NN,Nop9,0,-1,1.0
Oligo_NN,St6galnac5,0,1,1.0
Oligo_NN,Lrch3,0,0,1.0
Oligo_NN,Gstm1,0,0,1.0
Oligo_NN,Usp15,0,0,1.0
Oligo_NN,Eny2,0,-1,1.0
Oligo_NN,Urgcp,0,0,1.0
Oligo_NN,Strip1,0,0,1.0
Oligo_NN,Xxylt1,0,0,1.0
Oligo_NN,Srgap3,0,1,1.0
Oligo_NN,Zfyve28,0,1,1.0
Oligo_NN,Spryd7,0,0,1.0
Oligo_NN,Dynll2,0,-1,1.0
Oligo_NN,Gm28791,0,-1,1.0
Oligo_NN,Gipc1,0,-1,1.0
Oligo_NN,Nipsnap3b,0,-1,1.0
Oligo_NN,Eif3m,0,0,1.0
Oligo_NN,Zscan21,0,0,1.0
Oligo_NN,Vps37c,0,-1,1.0
Oligo_NN,Tnks,0,0,1.0
Oligo_NN,Kremen1,0,1,1.0
Oligo_NN,Ralgapa2,0,0,1.0
Oligo_NN,Pcdhgb4,0,0,1.0
Oligo_NN,Limd1,0,0,1.0
Oligo_NN,Dock1,0,1,1.0
Oligo_NN,Ankrd13b,0,-1,1.0
Oligo_NN,Ndufb10,-1,-1,1.0
Oligo_NN,Usp31,1,1,1.0
