,DEG,pred
Cmss1,0,0
Lztr1,2,2
Cnksr2,1,1
Ssbp2,2,2
Cdh18,2,2
Zc3h7b,2,2
Slc25a23,2,2
Rnpepl1,2,2
Samd12,2,2
Srcap,2,2
Ptms,2,2
Dctn1,2,2
Syt14,0,0
Ank3,1,1
Sorbs2os,0,0
Psmd13,2,2
Cacna1a,1,1
Lzts3,2,2
Dock10,2,2
Ambra1,2,2
Hpca,0,0
Sema6d,0,0
Focad,1,0
Srsf1,2,2
Nsmf,2,2
Gpcpd1,0,0
Gria4,2,2
Crat,2,2
Atp2c1,0,0
Nipbl,1,1
Vwa8,2,2
Khsrp,2,2
L1cam,2,2
Ckap5,2,2
Slc12a5,2,2
Abr,1,1
Ilf2,2,2
Plekhm2,2,2
2610507B11Rik,2,2
Agap1,2,2
Srrm2,2,2
Ppip5k1,2,2
Evi5l,2,2
Lrp1,2,2
Dkk3,0,0
Plxna4,1,0
Npepps,2,2
Ncam1,2,2
Spag6,2,2
Rnf214,2,2
Tnrc6a,2,2
Ddx42,2,2
Lcor,1,1
Ckb,2,2
E130307A14Rik,2,2
Mmp16,1,0
Atxn1,1,1
Pck2,2,2
Csnk1g2,2,2
Traf7,2,2
Taok1,1,2
Nsf,1,2
Arhgef1,2,2
Itch,2,2
Hsp90ab1,0,0
Mtmr12,0,0
Tsc1,2,2
Frrs1l,0,0
Gm15414,0,0
Hdac3,2,2
Ube3c,2,2
Prrc2a,2,2
Tcf12,2,2
Rgs7,1,2
Ash1l,1,1
Tmem191c,2,2
Ube3b,2,2
Ap3b2,2,2
Ralgds,2,2
Kirrel3,2,2
Ywhaz,0,0
Celf1,1,1
Lmtk3,2,2
Numa1,2,2
Med24,2,2
Exosc10,2,2
Caskin1,2,2
9530059O14Rik,1,0
Rapgef5,2,2
Snrnp40,2,2
Cyp7b1,0,0
Kansl1,1,1
Lrfn1,2,2
Acaca,2,2
Chd5,2,2
Srrm1,2,2
Safb,2,2
Ppt1,2,2
Zdhhc1,2,2
Grip1,1,1
Pou6f2,0,0
5730522E02Rik,2,1
Aco2,2,2
Hnrnpu,0,0
Stx5a,2,2
Kmt2e,1,1
Hdac7,2,2
1110051M20Rik,2,2
Setx,2,2
Jph4,2,2
Stim2,1,1
Cntnap5c,1,0
Reep2,2,2
Ulk2,2,2
Shkbp1,2,2
Trerf1,2,2
Asb7,2,2
Fam120b,2,2
Gm9968,0,0
Gramd1a,2,2
1700109K24Rik,0,0
Dgki,1,0
Pfkm,2,2
Brwd1,1,1
Ttn,0,0
Setd1a,2,2
Tbc1d17,2,2
Nup214,2,2
Mir99ahg,1,0
Magi3,0,0
Luc7l3,2,2
Tbc1d9b,2,2
Ppp3cb,0,0
Clk3,2,2
Brd3,2,2
Olfm1,0,0
Tspan9,2,2
Fbxo11,2,0
Sntb2,2,2
Arhgap32,2,2
Usp7,2,2
Nsd1,1,1
Pnn,2,1
Dhdds,2,2
Galnt18,1,1
Cntnap2,1,2
Iyd,0,0
Gm14330,0,0
Pkd1,2,2
Chka,0,0
4930473D10Rik,0,0
Galnt3,0,0
Ankhd1,2,2
Kif17,2,2
Car10,2,2
Exoc6b,1,1
Trpm2,2,2
Lrrn2,0,0
Vps33b,2,2
Stk25,2,2
Kndc1,2,2
Gas2l1,2,2
Usp24,2,2
Golga2,2,2
Actr1a,2,2
Gdi1,2,2
Prkcz,2,2
B4galnt4,2,2
Eif4enif1,2,2
Ttc17,2,2
Mecp2,2,2
Izumo4,2,2
Ldlr,2,2
Unc45a,2,2
Ccz1,2,2
Flnb,1,1
Brsk1,2,2
Cnot1,2,2
Gprasp2,2,2
Usp2,2,2
Armc9,2,2
Fchsd2,2,2
Rbm10,2,2
Ttbk1,2,2
Ttc14,1,1
Prkca,1,0
Rbm6,1,2
Cit,2,2
Atad3a,2,2
Mettl24,2,2
Pus7,2,2
Ppm1l,0,0
Apbb1,2,2
Elavl2,1,1
Setdb1,2,2
Rps6kl1,2,2
Nup160,2,2
Cwf19l2,2,2
Chst1,2,2
Rab6b,0,0
Rnf157,1,1
Pou2f2,2,2
Wipf2,2,2
Smoc2,0,0
Hexdc,2,2
Arnt2,2,2
Tomm40,2,2
Kcnj6,1,1
Gas7,2,2
Mast1,2,2
Ikbkb,2,2
Rbm3,2,2
Pabpc4,2,2
Wdfy3,1,1
Phldb1,2,2
Nckipsd,2,2
Eif4g1,2,2
Kif1a,2,2
Arhgef12,1,1
Celsr3,2,2
Myrip,0,0
Kcnd3,2,2
Rfwd3,2,2
Iqce,2,2
Sptan1,1,2
Map2k2,2,2
Dazap1,2,2
Bicc1,0,0
Senp2,2,2
Fam110b,2,2
Nfasc,1,0
Dst,1,1
Cadps2,2,2
Rabl6,2,2
Slc26a4,2,2
Tmem120b,2,2
Sv2b,1,1
Srsf11,1,1
Xrn1,2,2
Erc2,1,0
Sash1,0,0
Actr3b,0,0
Zdhhc8,2,2
Dnajc11,2,2
Cnot10,2,2
Col25a1,2,2
Gm15738,0,0
Eml2,2,2
Rhot2,2,2
Ddx46,2,2
Ipo9,2,2
Pid1,0,0
Copa,2,1
Rabep1,1,1
Ypel4,2,2
Mms19,2,2
Amd1,2,2
Colgalt1,2,2
Gm28791,2,1
Brd8,2,2
Setd1b,2,2
Chrm1,2,2
Rgs6,0,0
Rtca,2,2
Rnps1,2,2
Cry2,2,2
Rsrc2,2,2
Dync1li2,2,2
Ywhaq,2,2
Csmd2,1,2
Copb1,2,2
Tenm2,2,2
Lingo1,0,0
Dffb,2,2
Ing4,2,2
Camk2g,2,2
Rfx7,2,2
Cdk6,2,2
Zkscan16,2,2
Spag9,1,1
Agbl4,2,2
Fam168a,1,1
Itpka,2,2
Pi4ka,1,1
Supt5,2,2
Eftud2,2,2
Neto2,0,0
Kmt2a,1,2
Kansl1l,0,0
Ccnl1,2,2
Ptprn,2,2
Atrx,1,1
Chd6,1,1
Clasp1,2,1
Taf8,2,2
Fsd1,2,2
Zdhhc20,2,2
Wdr13,2,2
Aacs,2,2
Nup88,2,2
Bod1l,2,1
Cmtr1,2,2
Nr6a1,2,2
Fbxl16,2,2
Arhgef25,2,2
Gab2,2,2
Cul5,2,2
Gcc2,2,1
A830018L16Rik,2,2
Ubn2,1,1
Hnrnpm,2,2
Ehmt2,2,2
Thrb,2,2
Hid1,2,2
Gm13944,0,0
Dock4,1,0
Phkg2,2,2
Tmem19,2,2
Marf1,2,2
Limk2,2,2
Scrib,2,2
Sp1,2,2
Pgbd5,0,0
Rnf130,2,2
Sidt2,2,2
Ildr2,2,2
Recql5,2,2
Far1os,0,0
Gm12296,0,0
Usp19,2,2
Senp1,2,2
Nprl3,2,2
Cpsf6,1,1
Nlgn2,2,2
Enpp2,2,1
Zmym5,2,2
Mtus2,2,2
Dus3l,2,2
Ncor1,1,1
Fxr2,2,2
Ddx17,1,2
Miat,1,1
Gm17066,2,2
Bin1,1,2
Hdgf,2,2
Nbr1,2,2
Rnf4,2,2
Abcc5,1,2
Hmgn1,2,2
Gabbr1,2,2
Tnip2,2,2
Ep400,2,2
Sumf2,2,2
Msmo1,2,1
Ptpn5,2,2
Arhgap33,2,2
Gclc,2,2
Ampd2,2,2
Dennd2a,2,2
Zfpm2,1,2
Gtf3c2,2,2
Hook2,2,2
Daam1,1,1
Gpatch1,2,2
Lrrc45,2,2
Prpf40b,2,2
Rock2,1,1
Rab31,2,2
Gm12122,2,2
Gm15577,0,0
Ppp1r16a,2,2
Golga5,2,2
Prepl,0,0
Arf3,2,2
Gpn1,2,1
Cbx7,2,2
4933413L06Rik,0,0
Osbpl7,2,2
4930517O19Rik,0,0
Ap3d1,2,2
Brd2,2,2
Zdhhc23,0,0
Hnrnpl,2,2
Vps11,2,1
Gapvd1,1,1
Odf2,2,2
Usp4,2,2
Mvd,2,2
Hnrnph3,2,2
Tnk2,2,2
Sec24c,2,2
Ccnl2,2,2
Unc5a,2,2
Gnb2,2,2
Megf8,2,2
Mgll,0,0
Smc3,2,2
Sgsm2,2,2
Ugdh,2,2
Dock11,2,2
Tns3,2,2
Enox2,0,0
Cnot3,2,2
Ube2r2,2,2
Got2,2,2
Zfp651,2,2
Zmiz2,2,2
Zfp444,2,2
Agl,2,2
Pnisr,1,1
Rbm5,1,2
Pip5k1a,2,2
Map3k10,2,2
Ankrd11,1,1
Insr,2,2
Dennd1a,1,1
Lmo4,2,1
Chst11,1,0
Dlgap2,1,0
Tacc1,2,2
Fbxo21,2,2
Yars,2,2
Nos1ap,1,2
Sbno1,2,2
Dync1h1,2,2
Stard3,2,2
Ubb,0,0
Pafah1b1,1,0
Adam15,2,2
Fam114a2,2,2
Itsn1,1,1
Suz12,2,2
Arid1b,1,1
Nyap1,2,2
Glb1,2,2
Gm20319,0,0
Naa40,2,2
Tctn2,2,2
Fbxl5,0,0
Dzank1,2,2
Epha10,2,2
Rps6ka5,2,2
Gle1,2,2
Rasgef1b,2,2
Plod3,2,2
Spg7,2,2
Ipo8,2,2
Rgl2,2,2
Kctd17,2,1
Dact3,2,2
Dbn1,2,2
Capns1,2,2
Mapkbp1,2,2
Xndc1,2,2
Por,2,2
Dnajc7,2,2
Numb,2,2
Fbn1,2,2
Sltm,1,1
Kif5a,2,2
Ubr4,2,2
Trmt1,2,2
Smarcal1,2,2
Sfswap,1,1
Grik5,1,2
Pak3,2,2
Cmip,1,2
Sphkap,1,0
Vwa5b2,2,2
Mpped2,1,0
Bcl11a,1,0
Extl1,2,2
Chuk,2,2
Stx1a,2,2
Tead1,2,2
Pcsk2,1,0
Bsdc1,2,2
Commd7,2,2
Wipi2,2,2
Ppp2r2c,0,0
Ccar1,2,2
Trpm7,1,1
Bclaf1,1,1
Clk2,2,2
Plekhg5,1,2
Zpr1,2,2
Cys1,2,2
Mbtd1,1,1
Abca2,2,2
Slc35f3,1,0
Plekhn1,2,2
Smg9,2,2
Ryr2,1,0
Ssb,2,1
Pdzd2,2,2
Rora,1,1
Dtnb,1,1
Trank1,2,2
Kdm2a,2,2
Ehmt1,1,1
Gga1,2,2
Ank,2,2
Kdm6b,2,2
Rsf1,2,2
Bub3,2,2
Ltbp4,2,2
Leng8,2,2
Tmem39b,2,2
Taf1,2,2
Dock7,2,2
Ywhah,0,0
Wwox,2,2
Dhx30,2,2
Nova2,2,2
Polr3c,2,2
Trak1,0,0
4930467D21Rik,2,2
Eif4a1,2,2
Osbp2,0,0
Cers4,2,2
Kctd8,1,1
Thsd4,1,1
Usp32,1,1
Esyt2,1,1
Pan2,2,2
Chd1,2,2
Dvl3,2,2
Luzp2,1,0
Uqcrc2,2,2
Galnt11,0,0
Ncapd2,2,2
Slc35c2,2,2
Plekha1,0,0
Rnf123,2,2
Mettl17,2,1
Cpsf7,2,2
Atl3,2,2
Actl6b,2,2
Fam171a2,2,2
Setd2,2,2
Cdc14b,2,2
Fbrs,2,2
Taok2,2,2
Swt1,2,2
Bcan,2,2
Rapgef4os1,0,0
Atraid,2,2
Mrps15,2,2
Ube4b,1,1
Nab2,2,2
Ptprd,2,2
Tnpo2,2,2
Klhl7,0,0
Kcnip2,2,2
Nabp2,2,2
Dmtn,2,2
Pcbp4,2,2
Ncln,2,2
Dlg4,2,2
Cyp26b1,0,0
Myo18a,2,2
Cntnap1,2,2
Arhgap26,2,2
Psd3,1,1
Smoc1,2,2
Acvr1,1,0
Pbx3,2,2
Trp53bp1,2,2
Setd5,1,2
Tlk2,2,2
Rbm39,1,1
Cntnap5b,2,2
Tcf20,1,1
Myo9b,2,2
Kif5b,2,2
Sppl2b,2,2
Tarsl2,2,2
Rreb1,2,2
Ctns,2,2
Rusc1,2,2
Cacna1d,1,1
Meaf6,2,2
Smu1,2,2
Sap130,2,2
Anapc2,2,2
Pcnx,1,1
Ap1s1,2,2
Gdi2,2,2
Trim46,2,2
Mink1,2,2
Foxo1,2,2
Habp4,2,2
Cdk10,2,2
Zzef1,2,2
Smg1,1,1
Ubr2,2,2
Cnnm1,2,2
Dennd6b,2,2
Ankrd12,1,1
Zgpat,2,2
Apba2,1,1
Rhobtb2,2,2
Trim41,2,2
Smarcd2,2,1
Ranbp10,2,2
Cntn3,0,0
Erc1,1,1
Pgap2,2,2
Mbnl2,1,1
Man1b1,2,2
Mndal,0,0
Zfp598,2,2
Kri1,2,2
Acap3,2,2
Mirg,2,2
Slc24a5,0,0
Nvl,1,1
Ric8b,2,2
Tbc1d13,2,2
Tmem259,2,2
Nbas,2,2
Irak1,2,2
Me1,1,1
Kat7,2,2
Cables2,2,2
Ecd,2,2
Irf2bp2,2,2
Vps13c,0,0
Cdkl5,1,1
Ppp6r2,1,2
Lrig2,1,1
Mphosph8,2,2
Acvr2a,2,2
Tom1,2,2
Prrc2c,1,1
Me2,2,2
Txndc16,2,2
Drg2,2,2
Med13l,1,1
Rnpep,2,2
Cebpz,2,2
Prkdc,2,2
Usp20,2,2
Sike1,2,2
Usp21,2,2
D430041D05Rik,1,1
Mccc2,2,1
Mier2,2,2
Pccb,2,2
Phf12,2,2
Mecr,2,2
Gm6994,0,0
Tshz3,2,2
Fmo1,0,0
Gps1,2,2
Mtf1,2,2
Pcm1,2,2
Zc3h7a,2,2
Jazf1,1,0
B4galnt1,2,2
Psmc3,2,2
Macrod2os1,0,0
Glt1d1,2,2
Rimbp2,1,0
Sfxn1,2,2
Nap1l1,2,2
Clasrp,2,2
Skap2,2,2
Srrt,2,2
Fance,2,2
Prtg,2,2
Osbpl9,2,2
Ppt2,2,2
Myrf,2,2
Fibp,2,2
Tcf4,1,0
Anapc5,2,2
Arl3,2,2
St8sia6,0,0
Sema3c,0,0
Ivd,2,2
Dnm2,2,2
Snx21,2,2
Smc5,2,2
Ncoa2,2,2
Igdcc4,2,2
Slit3,1,2
Dag1,2,2
Slc27a1,2,2
Myo5a,1,1
Psap,2,2
Capn1,2,2
Gm17276,2,2
Bptf,1,1
Copz1,2,2
Zfp287,2,2
Srsf7,2,2
Rasal1,1,2
Tfcp2,2,2
Nisch,2,2
D7Ertd443e,2,2
Trim23,2,2
Bcr,2,2
Slc4a1ap,2,2
Rapgefl1,2,2
Limch1,2,2
Usp40,2,1
Plekha6,2,2
Cog4,2,2
Trpc4,2,2
Edc4,2,2
Cep89,2,2
Dpf1,2,2
Spryd3,2,2
Phf21a,1,1
Gaa,2,2
Zmynd8,1,0
Snx27,2,2
Abcd4,2,2
Kcnh3,2,2
Actr10,2,1
C2cd2l,2,2
Nol10,2,2
Uba2,2,2
Angel2,2,2
Pitpnm1,2,2
Atf7,2,2
Snrpn,2,1
Nr4a3,0,0
Ftx,1,1
Gls2,2,2
Cdc16,2,2
Extl3,2,2
Pisd,2,2
Mccc1,2,2
Dapk1,2,2
Pias4,2,2
Dapk3,2,2
Rab12,2,2
Dlg1,2,2
Dnajc17,2,2
Ppp2r5d,2,2
Svop,1,1
Zfp169,2,2
Pknox2,2,2
Nwd2,1,0
Nfkb1,2,1
Snapc4,2,2
Clip3,2,2
Dscaml1,1,0
Sema4d,2,2
Sec61a1,2,2
Phf14,1,1
Ccs,2,2
Kif21b,2,2
Sgpl1,2,2
Pfkfb3,0,0
Erlin1,2,2
Cadps,1,0
Fam76a,2,2
Anxa6,2,2
Gm26954,0,0
Arrb2,2,2
Peak1,1,2
Sytl2,2,2
Bcl2l2,2,2
Csnk1g1,1,1
Dhx57,2,2
Wnk1,1,1
Nek9,2,2
Ldb2,2,2
Acap2,1,0
Git2,2,2
Fnip2,2,2
Map7d1,2,2
Tdrd5,0,0
Ctsa,2,2
Dcaf15,2,2
Lpcat4,2,2
Bdp1,1,1
Carm1,2,2
Xylt1,1,2
Trim8,2,2
Nob1,2,2
B3glct,2,2
Abcb8,2,2
Ppp6r3,1,2
Ei24,2,2
Ift172,2,2
B830012L14Rik,1,1
Cnot2,1,1
Spock2,2,1
Phf2os1,2,1
Hnrnpc,1,1
Mau2,2,2
Cd38,0,0
Fam160b2,2,2
Plekha5,1,1
Sez6l2,2,2
Txlna,2,2
Gmppa,2,2
Vgll3,2,2
Cd109,0,0
Macf1,1,2
Apba1,1,2
Mfap1b,2,1
Arcn1,2,2
Stmn3,2,2
Nit1,2,2
Cars2,2,2
Fktn,2,2
Rad17,2,2
Prdm2,2,2
Fbxo44,2,2
Vcp,2,2
Golga1,2,2
Car11,2,2
Slc9a2,0,0
Abhd4,2,2
Cpox,2,1
Gm29237,0,0
Cinp,2,2
Gpr22,0,0
Tti1,2,2
Nol11,2,2
Herc4,1,1
Jag2,1,1
Rela,1,1
B130046B21Rik,1,1
Zfr2,1,2
4932438A13Rik,1,1
Atf1,1,1
Pdlim7,1,2
Cdc37l1,1,1
Bdnf,1,0
Snhg1,1,1
Terf2,1,2
Heatr5b,1,1
Negr1,1,2
Ufl1,1,1
Adam17,1,1
Prpf39,1,1
Aak1,1,1
Pde11a,1,2
Rnf34,1,1
Ppp2r2b,1,1
Ccdc73,1,1
Tfe3,1,1
Dtx1,1,2
Slc25a12,1,1
Idh3g,1,1
Slc15a2,1,1
Dync1i1,1,0
Ralgapa2,1,0
Chd9,1,1
Hspa14,1,2
Tia1,1,2
Fkbp8,1,1
Pik3r2,1,2
Wdr61,1,1
Clptm1,1,1
Tbc1d12,1,2
Ophn1,1,1
Spns1,1,2
Gm11290,1,1
Rars,1,1
Cdkl3,1,1
Rnf170,1,1
Tspyl2,1,2
Ccm2,1,2
Csnk1e,1,2
Arhgef17,1,0
Ciz1,1,2
Chkb,1,1
Ccser2,1,1
Plp1,1,1
Hsf1,1,2
Sdf2,1,1
Sema4a,1,1
Rerg,1,1
AY036118,1,1
Aars,1,2
Arhgef18,1,2
Pmm2,1,1
Xpnpep3,1,1
Ints3,1,1
Cdk7,1,1
Setbp1,1,1
Ppp5c,1,2
Pdcd2l,1,2
Cnot11,1,1
Trmt1l,1,1
Phc2,1,1
Pcsk1n,1,1
Fam45a,1,1
Pigu,1,2
Emc1,1,2
Lrtm1,1,0
Zcchc18,1,1
Pip4k2b,1,2
Farsa,1,1
Chd3,1,2
Chchd6,1,1
Rufy3,1,1
E2f3,1,0
Bbs1,1,1
Ift88,1,1
Gtpbp4,1,1
Ppp1r12c,1,2
Dus2,1,2
Fan1,1,1
Slc2a13,1,1
Sart1,1,1
Slc25a22,1,2
Rfng,1,1
Zbtb18,1,0
Rnf126,1,2
Rtn4,1,1
Rccd1,1,1
Map3k12,1,2
Tmsb4x,1,1
Strada,1,1
Rpl13,1,1
A230006K03Rik,1,1
Spop,1,1
Speg,1,2
Vstm5,1,1
Mylk,1,2
Ablim2,1,0
Zbtb4,1,2
Kcnmb2,1,1
Rplp1,1,1
Srp72,1,1
Adamts17,1,1
B4galt2,1,1
Herc2,1,1
Itm2b,1,1
Slc17a5,1,1
Gas6,1,2
Trpc5,1,0
Cramp1l,1,2
Pbx2,1,1
Syn1,1,1
Eno2,1,1
Camta2,1,0
Rad51d,1,1
Abcg4,1,2
Fbxl2,1,1
Sgce,1,1
Ndufs1,1,1
Ckmt1,1,1
Usp50,1,1
Pcgf2,1,2
Ing3,1,1
Yipf1,1,1
Mat2a,1,1
Fbrsl1,1,1
Abca8b,1,1
Ssh2,1,2
Gm15283,1,1
Akap8,1,1
Zfp532,1,2
Echs1,1,1
Fbxw5,1,1
Phf20l1,1,1
Trpc4ap,1,2
Josd2,1,1
Mpc1,1,1
Cnbp,1,1
Aqr,1,1
Polr1a,1,2
Osbpl8,1,1
Med1,1,2
Sbds,1,1
Ifi203,1,1
Baz2b,1,0
Acrbp,1,1
Cep350,1,1
Phb,1,1
Amt,1,1
Gramd4,1,2
Ctdspl,1,1
Smurf2,1,1
Fgd1,1,1
Gga3,1,2
Lsm1,1,1
Med20,1,2
Cse1l,1,2
Lypla2,1,1
Clcn7,1,2
Grk6,1,2
Hipk2,1,1
Taf15,1,1
Plxna4os3,1,1
Mybbp1a,1,1
Esrrg,1,1
Coq5,1,2
Kin,1,1
Ccdc57,1,2
Cdc25b,1,1
Zfp458,1,1
Slc45a1,1,2
Fbxo42,1,2
Pcca,1,1
Tnrc18,1,2
Elp4,1,1
Mier3,1,1
Kcnb1,1,2
Pogz,1,1
Bfar,1,1
Lpin1,1,1
Ntng1,1,1
Mllt6,1,2
Thsd7a,1,1
Sart3,1,1
Prkacb,1,1
Mxd4,1,1
Fbxw8,1,2
Slc4a3,1,2
Dcdc2b,1,1
G2e3,1,1
Lcorl,1,1
Nnat,1,1
Cs,1,2
Zfp131,1,1
Map3k5,1,0
Edc3,1,2
Dnajc8,1,2
Tyk2,1,2
Clpb,1,2
Usp5,1,1
Klhl29,1,0
Dvl1,1,1
Cep164,1,2
Fh1,1,1
Fnta,1,1
Rnf216,1,1
Ptpn23,1,1
Zfp462,1,1
Ncald,1,1
Ankrd28,1,1
Nop58,1,2
Krt222,1,2
Ppp1r12b,1,1
Nrxn2,1,1
Tcf25,1,2
A330023F24Rik,1,1
Sfxn3,1,1
Slc12a9,1,2
Mlf2,1,1
Galns,1,1
Ttc26,1,1
Uchl1,1,1
Rpn2,1,1
Cdk11b,1,1
Helz,1,1
Ece2,1,2
Catsper2,1,1
Alg9,1,1
Prkaca,1,2
Uvssa,1,2
Sec16a,1,1
Akt1s1,1,1
Ift20,1,1
Zfc3h1,1,1
Usp39,1,1
Atf6b,1,2
Acsl1,1,0
Mapk8ip3,1,2
Mxi1,1,1
Dcaf11,1,2
Mpi,1,1
Actr8,1,1
Iffo1,1,1
Grm8,1,1
Atp6v0a2,1,2
Syt16,1,1
Pnkd,1,2
Ercc6l2,1,1
Trip11,1,1
Dcaf8,1,2
Gpkow,1,1
Usp11,1,1
Bach2,1,0
Slc7a4,1,2
Pibf1,1,1
Sfi1,1,2
Atn1,1,1
Clcn6,1,2
Inpp5f,1,1
Hmgxb3,1,1
Wdtc1,1,2
Kif16b,1,1
Elf2,1,1
Akr7a5,1,1
Cmtm4,1,1
Gnaq,1,0
Morf4l1,1,1
Tmem214,1,1
Tmem189,1,2
Tsen2,1,1
Unc13a,1,1
Rnf8,1,1
Rab11fip3,1,2
Twf2,1,2
Pdia6,1,1
Etv1,1,1
R3hdm2,1,1
Phc1,1,1
Tm9sf4,1,1
Zfp719,1,2
Abcb9,1,2
Otub1,1,2
Ablim1,1,0
Tbkbp1,1,1
Cabp1,1,2
Unk,1,2
Egfem1,1,1
Taf6,1,1
Ddx55,1,1
Gm27241,1,1
Cul2,1,1
Fermt2,1,1
Sept4,1,2
Axin1,1,2
Tmem231,1,1
Mtor,1,2
Rilpl2,1,2
Sprn,1,1
Cers2,1,1
Grb2,1,1
Cpsf3,1,1
Scn3a,1,2
Trim2,1,0
Dgkb,1,2
Phrf1,1,2
Grina,1,1
Slx1b,1,1
Nae1,1,1
Dmd,1,1
Tmcc1,1,1
Scn1a,1,1
Scaf8,1,1
Fmnl2,1,2
Gm16054,1,1
Dhx8,1,1
Celf6,1,2
Ddx3x,1,1
Qtrt1,1,2
Phax,1,1
Nrip3,1,1
Tdrd7,1,1
Gm16351,1,0
Lig3,1,1
Prpsap1,1,2
Zbtb9,1,2
Ndufv3,1,1
Gabra5,1,1
Nupl2,1,2
Gstz1,1,1
Lrsam1,1,2
