,DEG,pred
C1ql3,0,0
Mllt3,1,1
Rapgef4,1,2
Rpl41,0,0
Atp6v0c,0,0
Elavl2,0,0
Pabpn1,0,0
Prkcb,1,1
Manf,0,0
Nrcam,1,1
Dpyd,1,0
Cntn6,1,1
Megf10,2,2
Gabrb1,1,1
Zbtb16,0,0
Usp24,1,1
Tnc,2,2
Atp13a4,2,2
Atp2b1,1,1
Cacnb4,1,1
Akap13,1,0
Rps16,0,0
Unc13c,1,0
Dock1,1,2
Herc1,1,2
Nedd4l,1,2
Cdh20,1,1
Arhgef12,2,2
Cacna1d,1,0
Tle1,2,2
Gpcpd1,1,1
Btaf1,2,2
Kif21a,1,1
Phldb2,2,2
Kcnmb2,0,0
Scd2,0,0
Olig1,0,0
Sh3d19,1,2
Rabac1,0,0
Cspg5,1,1
Pde1a,1,1
Rims2,1,0
Abca8a,2,2
Cntn3,1,0
Lingo2,1,0
Atp6v0b,1,1
Gab2,1,1
Prr5l,2,2
Sema3a,2,2
Unc5c,1,1
Enox1,1,1
2610035D17Rik,1,2
Rin2,2,2
Csgalnact1,1,1
Pde4b,1,1
Fnip1,2,2
Tuba1a,0,0
Fam135b,0,0
Cmss1,0,0
Nfia,1,1
Sntg1,1,2
Pls1,2,2
Slc8a3,2,2
Rreb1,2,2
Tspan3,0,0
Gabra2,1,1
Prpf4b,1,1
Sptbn1,1,2
Dcaf6,2,2
Pld5,0,0
E130307A14Rik,1,1
Gpm6b,1,1
Lrba,1,1
Ubb,0,0
Specc1,1,1
Cspg4,0,0
Scrg1,0,0
Gsg1l,2,2
Gmds,1,0
Gm21860,0,0
Tbc1d5,1,0
Tmsb4x,0,0
Upp2,1,1
St18,2,2
Luzp2,1,1
Enah,1,1
Tnik,1,0
Hecw2,1,0
Mbnl2,1,1
Lrfn5,1,2
Dclk1,1,0
Smg6,1,1
Ptpn4,1,1
Mcc,2,2
Sox5,1,1
Trim2,1,2
Tpk1,2,2
Ncam2,1,1
Phyhipl,2,2
Crebrf,2,2
Magi2,1,1
Fryl,1,1
Pde10a,1,0
Ptprg,1,0
Ccser1,1,1
Plekhg1,2,2
Mbd5,1,1
Nrg3,1,1
Gm15398,0,0
4732471J01Rik,2,2
2210408F21Rik,2,2
Ahi1,1,1
Nxph1,1,1
Cobll1,1,1
Ppfia2,1,1
Kcnh5,1,1
Rabgap1l,1,0
Fgd4,2,2
Mmp16,1,1
Nmnat2,1,1
St6gal1,2,2
Zdhhc2,1,1
Robo1,1,2
Scaper,1,2
Arhgap21,1,1
Cacna1a,1,2
Megf11,1,1
Fam193a,1,2
Pou6f2,2,2
Tmeff2,1,1
Sash1,1,1
Ppfibp2,2,2
Sema6d,1,1
Rab11fip4,2,2
Unc13b,2,2
Ckb,1,1
Pias1,1,2
Cpeb3,1,2
Etv5,2,2
Peg3,2,2
Gm16759,2,2
Syn2,1,2
Sorcs1,1,0
Kcnh8,1,1
Glcci1,1,1
Adcy8,2,2
Xpr1,1,1
Car10,1,0
Nsf,1,1
9930021J03Rik,2,2
Prkca,1,2
Itm2b,0,0
Gabrg3,1,0
Wls,2,2
Fam222b,1,1
Rassf3,2,2
Efemp1,2,2
2610316D01Rik,2,2
Trim9,1,1
Tmem117,2,2
Shc4,1,1
Ttyh2,2,2
Serpine2,1,1
Pou2f1,1,2
Pard3b,2,2
Sfmbt2,0,0
9330111N05Rik,2,2
Dennd4a,1,1
Pak1,2,2
Apbb2,1,1
Gigyf2,1,1
Stk33,2,2
Lrrtm4,1,1
Lrch3,1,1
Lrp1,1,1
Sik2,2,2
Cnot2,1,1
Crtc3,1,1
Ptprm,1,1
Myo6,2,2
Nrxn2,1,1
Rnf13,1,2
Xrcc4,2,2
Plscr4,2,2
Map7,1,2
Arhgap35,1,1
Tmtc2,1,1
Rtn1,1,1
Kansl1l,2,2
Aak1,1,1
Lin52,2,2
Rpsa,0,0
Pkp4,1,1
Wwox,1,2
Camta1,1,1
Chd3,0,0
Tjp2,2,2
Ddhd1,1,1
Mpped1,2,2
Pdgfra,1,1
Col27a1,2,2
Chd2,1,1
St5,2,2
Bcas1,1,1
Ascc3,1,1
Acss1,1,1
Neat1,1,1
Map2k4,1,1
Anks3,1,1
Tspan5,1,1
Rpl18,1,1
Tmem47,1,1
Aig1,1,1
Fgf14,1,1
Rbm33,1,1
Ndn,1,1
Calcrl,1,1
Kcnk13,1,1
Pten,1,1
Dscaml1,1,2
Tubb3,1,1
Cox6a1,1,1
Nkain2,1,1
Sept7,1,1
Neo1,1,1
Spopl,1,1
D7Ertd443e,1,1
Fnbp1,1,1
Notch2,1,1
Vav3,1,1
Gab1,1,1
Stag2,1,1
Sparc,1,1
Tbl1xr1,1,1
Phf21a,1,1
Ano4,1,0
Ppp2r5e,1,2
Nf1,1,1
Fndc3b,1,2
Gm29514,1,1
Ly6h,1,1
Cox4i1,1,1
Basp1,1,1
Kiz,1,2
Sned1,1,1
Arl15,1,1
Cpeb4,1,1
Gabrb2,1,1
Bsg,1,1
Cntnap5b,1,2
Fli1,1,1
Gpnmb,1,1
Rps10,1,1
Tmem100,1,1
S100a16,1,1
Chl1,1,1
Rpl39,1,0
Uri1,1,1
Tns3,1,1
Ankrd28,1,1
Ndufc2,1,1
Immp2l,1,1
Prkd1,1,1
Ppp2r2a,1,1
Gm9750,1,1
Wac,1,1
Supt3,1,1
Dyrk1a,1,2
Gramd1b,1,1
Col15a1,1,1
Ndufa2,1,1
Rpl34,1,1
Asap2,1,1
Phlpp1,1,1
Chd6,1,1
Tnks,1,1
Gad2,1,1
Cdk5rap2,1,1
Map4k5,1,1
Hmbox1,1,1
Cox8a,1,1
Nyap2,1,1
Phc3,1,1
Adam18,1,1
Gm13483,1,1
Rasa2,1,1
Calr,1,1
Fau,1,1
Numb,1,2
Resp18,1,1
Mapre2,1,2
Rps3a1,1,1
Antxr1,1,1
Spdya,1,1
Son,1,1
Plekha7,1,2
Ric8b,1,1
Dennd5a,1,1
Pign,1,1
Dbi,1,1
Gprasp1,1,1
Gpam,1,1
Phf3,1,1
Opcml,1,1
Tmbim6,1,1
Slc22a17,1,1
Ston2,1,1
Gjc3,1,1
Ndufa13,1,1
Shisa9,1,1
Tjp1,1,1
Heg1,1,1
Myo1e,1,2
Hmgcll1,1,1
Six3os1,1,1
Sik3,1,1
Cdon,1,1
Tmcc3,1,1
Trim35,1,1
Psma3,1,1
Mapkap1,1,1
Rasgrf2,1,1
Jph1,1,1
Sesn3,1,1
Ankhd1,1,1
Fam110b,1,0
Map3k5,1,2
Hipk2,1,1
Asxl1,1,1
Pdzrn4,1,1
Neto1,1,1
Mageh1,1,0
Ugp2,1,1
Snx29,1,1
Tpt1,1,1
Serpini1,1,1
Tnrc6c,1,1
Prrx1,1,1
Amy1,1,1
Jarid2,1,1
St7,1,1
Ube2h,1,1
Arsb,1,2
Pld1,1,1
Gas7,1,2
Colgalt2,1,2
Brd9,1,1
Fbxl7,1,1
Fam135a,1,1
Rab8b,1,1
Dtna,1,1
Epha4,1,1
Pum2,1,1
Zfp532,1,1
Reep5,1,1
Gpld1,1,1
Cpt1c,1,1
Esyt2,1,1
Lpcat2,1,1
Tecr,1,1
Fmnl2,1,1
Gbf1,1,1
Thsd4,1,1
St6galnac5,1,2
Spop,1,1
Sec14l5,1,1
Zbtb38,1,1
Rybp,1,1
Rps27,1,1
Tm2d2,1,1
Abi1,1,1
Hmgb1,1,1
Rps27a,1,1
Rpl24,1,1
Hectd2,1,1
Ndufa4,1,1
Tmem196,1,1
B3galt1,1,0
Ptprn,1,1
Aff4,1,1
Olfm3,1,0
Rnf180,1,2
Pam,1,1
Ube2k,1,1
Pafah1b1,1,1
Fgf13,1,0
Gm9801,1,1
Camk2d,1,1
Aff2,1,0
Ntn4,1,1
Car2,1,1
Osbpl8,1,2
5031425E22Rik,1,1
Mecp2,1,1
Tmem147,1,1
Dleu2,1,1
Cpeb2,1,1
Mylk,1,1
Wdpcp,1,0
Sgce,1,1
Abcd3,1,1
Dis3l2,1,2
Micu3,1,1
Rnf216,1,1
BC031181,1,1
Rpl11,1,1
Helz,1,2
Rpl36,1,0
Itpkb,1,1
Prr16,1,1
Gm4924,1,1
Ftx,1,1
Thsd7b,1,1
Rps2,1,1
Rnf144a,1,1
Fam219a,1,1
Sgcz,1,1
Sgk1,1,1
1110038F14Rik,1,1
Stk39,1,1
St8sia4,1,1
Pllp,1,1
Ptbp3,1,1
Vmn2r29,1,1
Cog5,1,2
Htr1f,1,1
Zranb1,1,1
Zfp592,1,1
Arrdc3,1,1
Gprin3,1,1
Hbs1l,1,1
Farp1,1,1
Picalm,1,1
Gucy2f,1,1
Rpl15,1,1
Sulf1,1,2
Tlk1,1,1
Itsn2,1,1
Spata1,1,1
Maged1,1,0
Ints6,1,1
Rffl,1,1
9430091E24Rik,1,1
Ppp1r21,1,1
R3hdm2,1,1
Tead1,1,2
Ube2g1,1,1
Ntn1,1,2
Rps6ka5,1,2
Kcnt2,1,2
Chrm3,1,0
Asap1,1,0
Wipf1,1,1
Itch,1,1
Vwa8,1,1
Gucy1a2,1,1
Cdkl3,1,1
Scmh1,1,1
Jmy,1,1
Trps1,1,1
Rpl14,1,1
Ddost,1,1
Aqp4,1,1
Hspa5,1,1
D430041D05Rik,1,1
Fhit,1,1
Ano6,1,2
Rpl28,1,1
E230016M11Rik,1,1
Cnot1,1,1
Angpt2,1,1
Gm2a,1,1
Grin3a,1,1
Clybl,1,1
Cep350,1,1
Nfat5,1,1
Ppp1r16b,1,1
Megf9,1,1
Rnf144b,1,2
Calm1,1,1
Pcbp3,1,1
Nsmce2,1,1
Cdk12,1,1
Sp4,1,1
Taf15,1,1
Tox,1,1
Fyn,1,2
Jkamp,1,1
Caprin1,1,1
Ampd3,1,1
R3hcc1l,1,1
Tmem29,1,1
Tmem121,1,1
Emc10,1,1
Mib1,1,1
Tfdp2,1,1
Rps5,1,1
Tmem132d,1,2
Arnt2,1,1
Dad1,1,1
Nfe2l3,1,1
Senp6,1,1
Rps6,1,1
1700047M11Rik,1,1
Cacul1,1,1
Atp8b1,1,1
Tsga10,1,1
Ophn1,1,0
Trib2,1,1
Daam2,1,2
AW554918,1,1
Map4,1,2
Fut8,1,1
Cdkal1,1,1
A330102I10Rik,1,1
Fer,1,1
Gpr17,1,1
Chrm2,1,1
Txndc16,1,1
Kat6b,1,2
Tmem135,1,1
Hspa12a,1,2
Ap1g1,1,1
Mms19,1,1
Yes1,1,1
Rps26,1,1
Glul,1,1
Pacs1,1,1
Ssr2,1,1
Gtdc1,1,1
Elp4,1,1
Psenen,1,1
Zfp608,1,1
Cnot6l,1,1
Prkacb,1,1
Herc6,1,1
Ctnna3,1,1
Fgfr3,1,1
Kmt2e,1,1
Kcnk2,1,2
Sos2,1,1
Ngly1,1,1
9530036O11Rik,1,0
Rfx4,1,2
Gabbr2,1,1
Snx1,1,1
Nrf1,1,1
Galnt3,1,1
Sh3kbp1,1,1
1810026B05Rik,1,1
Gpatch8,1,1
Ank1,1,1
Rsrc1,1,2
AY036118,1,1
Reps2,1,0
Ocln,1,2
Tspan2,1,1
Ndfip1,1,1
Dnmt3a,1,1
Atf7,1,1
Tmem59,1,1
Erc1,1,1
Ramp2,1,1
Ppp3cb,1,1
Foxo1,1,1
Zfp40,1,1
4732463B04Rik,1,1
2010315B03Rik,1,1
Zfand6,1,1
Hace1,1,1
Ndufb8,1,1
Igf1r,1,1
Grik4,1,1
Tsg101,1,1
Laptm4a,1,1
Syt11,1,1
Jak1,1,1
Aspa,1,1
4833422C13Rik,1,1
Atn1,1,1
Trim44,1,1
Spcs1,1,1
Ckap5,1,1
Bfsp2,1,1
Add3,1,1
Igsf11,1,1
Eid2,1,1
Ppib,1,1
Shprh,1,1
Wrn,1,1
Myo1d,1,1
Kdm4c,1,1
Cnpy2,1,1
Tmem50a,1,1
Ttc14,1,1
Rps6ka3,1,0
Lifr,1,1
Hnmt,1,1
Kdm2a,1,1
Slc24a3,1,0
Araf,1,1
Tbl1x,1,1
Ptpn21,1,1
Atp8a2,1,1
Napb,1,1
Rplp1,1,1
Rps12,1,1
Snx25,1,1
Brd4,1,1
Sesn1,1,1
Cnot6,1,1
Rpl29,1,1
Cdk13,1,1
Dip2b,1,2
Atg10,1,1
Afap1l2,1,1
Gm26618,1,1
Wdr44,1,1
Cbfa2t2,1,1
Stx8,1,2
Etfa,1,1
Ahcyl1,1,1
Tubb5,1,1
Mga,1,1
Itga3,1,1
Brwd3,1,1
Stambpl1,1,1
Pitpnc1,1,1
Pik3ca,1,1
Klhl13,1,1
Rbms3,1,1
Nek7,1,1
Pus10,1,1
Brcc3,1,1
Parvb,1,2
Gria2,1,1
Rnf25,1,1
Nisch,1,1
Hip1r,1,1
Pde7a,1,1
Cryab,1,1
Stxbp6,1,2
Vwc2,1,2
Fdft1,1,1
Col4a3bp,1,1
Copg2,1,2
Hnrnpc,1,1
Rps14,1,1
Cox6c,1,1
Htr2c,1,1
Slc27a1,1,1
Mysm1,1,1
Rpl13a,1,1
Eif1,1,1
Ube2d3,1,1
Actb,1,1
Dach1,1,1
Runx1t1,1,1
Dock5,1,1
Kat6a,1,1
Gpbp1,1,1
Mthfd1l,1,1
Rnasek,1,1
Ezh2,1,1
4921504A21Rik,1,1
Epc2,1,1
Srgap2,1,1
Taldo1,1,1
Tex10,1,1
Stard13,1,1
4930555F03Rik,1,1
Asb3,1,2
Ptcd3,1,1
Gpr156,1,1
Mpzl1,1,1
Vps8,1,2
Osbpl3,1,2
Mobp,1,1
Herc3,1,1
Zfp280c,1,1
Klhl32,1,1
Etv6,1,1
Rapgef6,1,2
Cpne1,1,1
Cyb5r4,1,1
Slc35b2,1,1
Prkd3,1,1
Desi2,1,1
Vldlr,1,1
Osbpl1a,1,1
Ppp1r13b,1,1
Bcas3,1,0
Cox5a,1,1
Phkb,1,1
Colec12,1,2
Pde1c,1,2
Tanc1,1,1
Cep128,1,0
Stk3,1,0
Fxr1,1,1
Peli2,1,1
Galnt2,1,1
Rapgef5,1,1
Gdap2,1,1
Slc7a14,1,1
Creb5,1,1
Cuta,1,1
Stox2,1,1
Gm26691,1,1
Nr3c1,1,1
Mpdz,1,2
Rpl30,1,1
Phldb1,1,1
Tshz2,1,1
Mical3,1,2
Gucd1,1,2
N4bp2l2,1,1
Cfdp1,1,1
Nek1,1,1
Clic4,1,1
Ythdf3,1,1
Hebp1,1,1
Lcorl,1,1
Hsbp1,1,1
Baz2a,1,1
Ntsr2,1,1
Hmg20a,1,1
Cfap20,1,1
St3gal3,1,1
Zc3h6,1,1
Wnk1,1,1
Nt5c2,1,1
Nwd1,1,1
Cpne8,1,1
Ccnd1,1,1
Gm14399,1,1
Dlc1,1,1
Chic2,1,1
Arhgef4,1,2
Cntnap4,1,1
Atraid,1,1
Sparcl1,1,1
Neu4,1,1
Pgbd5,1,1
Rps21,1,1
Fth1,1,1
Rps15,1,1
Btrc,1,2
Adcy1,1,1
Ep300,1,1
Hmgxb4,1,1
Tnks2,1,1
Map2k6,1,2
Cyp27a1,1,1
Calm2,1,1
Rnf182,1,1
Dph6,1,2
Bcl9,1,1
Ube2d1,1,1
Mrpl1,1,1
Lypd6b,1,2
Tns1,1,2
Dynll1,1,1
Pcca,1,1
Grm8,1,1
Parp4,1,1
Usp31,1,1
Acaca,1,1
Gas5,1,1
Rimbp2,1,2
Sec24d,1,1
6030443J06Rik,1,1
Atxn7,1,2
Cd63,1,1
Atxn2,1,1
Mapk8,1,1
Oaz1,1,1
Gpr149,1,1
B830012L14Rik,1,1
Plek,1,1
Gmcl1,1,1
Vegfa,1,1
Fam173a,1,1
Sgk3,1,1
Usp4,1,1
Cyp7b1,1,2
Stk32b,1,1
Ctnnal1,1,1
Zmat1,1,1
Lrrc28,1,2
Rpl17,1,1
Ppp1r14b,1,0
Plekha8,1,1
Lrig2,1,1
Comtd1,1,1
Cast,1,1
Cs,1,1
Slc22a4,1,1
Cdc27,1,1
Gm21814,1,1
Ppp2r5a,1,1
Usp32,1,1
Clasp1,1,1
Ick,1,1
Zfhx3,1,1
Hpcal1,1,1
Slc22a15,1,1
Mbp,1,1
Pank1,1,1
Slc6a11,1,1
Rbbp6,1,1
Enox2,1,0
4930517O19Rik,1,1
Lama2,1,1
Ncoa7,1,1
Fcho2,1,1
Rpl10a,1,1
Pdxdc1,1,1
Kcnn2,1,2
Gm11867,1,0
Tatdn1,1,1
A330076H08Rik,1,1
Zfp2,1,1
Parm1,1,1
Hnrnpd,1,1
Phf20,1,1
Reps1,1,1
Npdc1,1,1
Sbf1,1,1
Atad2b,1,1
Car8,1,1
Dst,1,0
Hcfc2,1,1
Tmod2,1,1
Vkorc1,1,1
Fam228b,1,1
Mark2,1,1
Slc12a6,1,1
Fndc9,1,1
Smox,1,1
Pik3c2a,1,1
Crebbp,1,1
Ghr,1,1
Xkr6,1,2
Rusc2,1,1
Cers5,1,1
Chst11,1,1
Dennd5b,1,1
Cacna1g,1,1
Rap1gap,1,1
Sez6l,1,1
Rb1,1,1
Zdhhc23,1,1
Cox16,1,1
Afap1l1,1,1
Tsc22d3,1,1
Wdr41,1,1
Mthfs,1,2
Pam16,1,1
Ubp1,1,1
Cadps2,1,0
Tiparp,1,1
Actg1,1,1
Gca,1,1
Mpp5,1,1
Dpf3,1,2
Mettl15,1,1
St8sia1,1,2
March7,1,1
Zfp609,1,1
Senp7,1,1
Prpf18,1,1
Slc10a7,1,1
Olig2,1,1
Asrgl1,1,1
Acbd5,1,1
Rap1a,1,1
Cdip1,1,1
Pkn2,1,1
Pcdh17,1,1
Rnf19a,1,1
Ndufs1,1,1
Glis1,1,2
Stat3,1,1
Firre,1,2
Gpr176,1,1
Mb21d2,1,1
Ap2a1,1,1
Cep70,1,1
Srpk2,1,2
Smap1,1,1
Runx2,1,2
Arhgap12,1,1
Macrod1,1,2
Mif,1,1
AI480526,1,1
Trdmt1,1,1
Malt1,1,1
Sppl3,1,1
Emc4,1,1
2900076A07Rik,1,1
Pip5k1a,1,1
Hs2st1,1,1
Ppargc1a,1,1
Grcc10,1,0
Pdia6,1,1
Slc9a7,1,1
Myrf,1,1
Bcl6,1,1
Slc25a4,1,0
Wnk2,1,1
Gpr155,1,1
Ldb2,1,1
Tceal3,1,1
Gpr137c,1,1
Rab30,1,1
March6,1,1
Eef1a1,1,1
Rad18,1,2
Arid1b,1,1
Zfp407,1,0
Atf6,1,1
Pcdhga6,1,1
Zhx2,1,1
Jakmip2,1,1
Smurf2,1,1
Ptpdc1,1,1
Cox7c,1,1
Fip1l1,1,1
Rps19,1,1
Rgl1,1,2
Ubr1,1,1
Plekhh2,1,1
Rpl32,1,1
Mbnl1,1,1
Tfcp2,1,1
Prpf40a,1,1
Pcx,1,1
Fbxo11,1,1
Pmp22,1,1
Atp5o,1,2
Sec11c,1,1
Cit,1,2
Ubr2,1,1
Lonp2,1,1
Marcks,1,1
Nckap1,1,1
Usp37,1,1
Cnr1,1,1
Dcun1d1,1,1
Scn8a,1,1
Hibch,1,1
Pdss2,1,1
Cisd2,1,1
Nr1d2,1,1
Akap7,1,2
Glce,1,1
Osbpl10,1,1
D130040H23Rik,1,1
Pola1,1,1
Bin1,1,1
Dym,1,1
Rps7,1,1
Smoc1,1,1
Sema5a,1,1
Lrp12,1,1
Stau1,1,1
Tpm1,1,1
Tsc22d2,1,1
Apbb1ip,1,1
Pak7,1,1
Cep104,1,1
Sfxn5,1,2
Yif1b,1,1
Ola1,1,2
Tmem132c,1,1
Reep1,1,1
Rnf220,1,2
Slc38a2,1,1
Atg2b,1,1
Dab2,1,1
Galnt11,1,1
Atp5j,1,1
Kcnb1,1,1
Rpl37,1,1
Ago2,1,2
Acadl,1,1
Chmp2a,1,1
Pdcd6ip,1,1
Cherp,1,1
Zmym3,1,1
Tango6,1,2
Fbxl5,1,1
Ubap2l,1,1
Zfp438,1,1
Zfp423,1,2
Pxdn,1,1
Mtm1,1,1
Gmps,1,1
Cul3,1,1
8030462N17Rik,1,1
Mlxip,1,1
Gpc6,1,1
Wdfy2,1,1
Evi5,1,1
Itm2c,1,1
Mrfap1,1,1
Unc50,1,1
Parp6,1,1
Smchd1,1,2
Rmdn2,1,1
Hsp90b1,1,1
Rnf20,1,1
Btbd10,1,1
Sec63,1,1
Tmem164,1,2
Chtop,1,1
Rims3,1,1
March3,1,2
9430041J12Rik,1,1
Gramd3,1,1
Scai,1,2
Uimc1,1,1
Slc2a13,1,1
Tbc1d12,1,1
Baz2b,1,1
Atp13a5,1,2
Lars2,1,1
Rnf121,1,1
Aftph,1,1
Acer3,1,1
H2afz,1,1
Heatr5a,1,1
Hspa8,1,1
Sos1,1,1
Dera,1,1
Ccnl1,1,1
Depdc5,1,1
Camk2g,1,1
Vps41,1,1
Chsy1,1,1
Maoa,1,1
Myo10,1,2
Leng8,1,1
Ttyh1,1,1
Slmap,1,1
Clcn5,1,1
Myef2,1,1
Ppp6r3,1,1
Psmd11,1,1
Cep85l,1,1
Dtx4,1,1
Anapc1,1,1
Zmynd11,1,1
Scrn1,1,1
Plcxd3,1,2
Srr,1,1
Cep83,1,1
Flrt1,1,1
Yap1,1,1
Smarcal1,1,1
Mast3,1,1
Tgfbr3l,1,1
Mgat4a,1,1
Inhba,1,1
Nkain4,1,1
Lonrf3,1,1
Snrpn,1,1
Cdc123,1,1
Smc4,1,1
Gm15155,1,2
Cfl2,1,1
Glud1,1,1
Fkbp15,1,1
Tcf7l2,1,1
Rpl36al,1,1
Ssbp1,1,1
Rarb,1,0
Magi3,1,1
Nubpl,1,2
1700112D23Rik,1,1
Amph,1,1
Usp3,1,1
Atp1a1,1,1
Wipi2,1,1
Bmp2k,1,1
Timmdc1,1,1
Lhfp,1,1
Slc30a9,1,1
Sulf2,1,1
Acot9,1,1
Gng7,1,1
Acyp2,1,2
Rasa3,1,2
Tom1l2,1,1
Ppm1b,1,1
Gm12216,1,1
Angptl1,1,1
Mbd2,1,1
Mbip,1,1
Gatm,1,1
Nsg1,1,1
Tax1bp1,1,1
Nup98,1,1
Dtd1,1,1
Slain1,1,1
Smarcc2,1,1
Trp53bp2,1,1
Arglu1,1,1
Arid4b,1,1
Rnf213,1,1
Kcnd3,1,1
Thada,1,1
Gm11266,1,1
Psmd14,1,1
Kdm4d,1,1
Bin3,1,1
Rph3a,1,1
Tbcd,1,1
Jpx,1,1
Sugct,1,0
Lrch1,1,2
Specc1l,1,1
Usp16,1,1
Sf1,1,1
Tbck,1,2
Gatad2b,1,1
Wdr13,1,1
Hapln2,1,1
Atxn7l1,1,2
Mier1,1,1
Trf,1,1
Praf2,1,0
Lima1,1,1
Agrn,1,1
Slc23a2,1,1
Gpr37,1,1
9330182L06Rik,1,1
Fa2h,1,1
Cab39l,1,2
Sema6a,1,1
Sec62,1,1
Vti1a,1,1
Tmem9b,1,1
Dennd4c,1,1
Erp29,1,1
Tmem170b,1,1
Rnf38,1,1
Dennd6a,1,1
4930599N23Rik,1,1
Tasp1,1,1
Ubc,1,1
Chga,1,1
Nipal2,1,1
Rasa1,1,1
Tmc7,1,1
Smad2,1,1
Clstn1,1,1
Pja2,1,1
Tox3,1,1
Nktr,1,1
Peli1,1,1
Dbt,1,1
Gtf2a1,1,1
Degs1,1,1
Akap17b,1,1
Klhl2,1,1
Plec,1,1
1810013L24Rik,1,1
Tnfrsf21,1,1
Kat2b,1,1
Ptp4a2,1,1
Mrps26,1,1
Znrf2,1,1
Nmd3,1,1
Senp5,1,1
Suclg2,1,2
Rras2,1,1
Abhd5,1,1
Zfp945,1,1
Agmo,1,0
Nip7,1,1
Snx27,1,1
Gm2115,1,1
Npepps,1,1
A230072C01Rik,1,1
Golgb1,1,1
Polr2f,1,1
Col11a1,1,1
Map3k13,1,2
Mog,1,1
Adcy3,1,1
Prdm2,1,1
Lrch2,1,2
Kdm5a,1,1
Gigyf1,1,1
Slc30a7,1,1
Atp6v1f,1,1
Fancl,1,1
Agk,1,1
Wdr11,1,1
Mgat5,1,1
Bex2,1,1
Gm12089,1,1
Clk4,1,1
Kctd1,1,1
Rbms1,1,2
Cyp2j6,1,1
Gm16168,1,1
Cycs,1,1
Gpbp1l1,1,1
Frmd4b,1,0
Vps13c,1,2
Rpl31,1,1
Cipc,1,1
Stxbp4,1,1
Elfn2,1,1
Arid2,1,2
Arhgap17,1,1
Rsrp1,1,1
Rbpj,1,2
Kdm3a,1,1
Uvrag,1,1
Dhrs7,1,1
Pxylp1,1,1
Lamp1,1,1
Elovl7,1,1
Kras,1,1
Gm4221,1,1
Ppig,1,1
Zfp74,1,1
Ctnnbl1,1,2
Lnpep,1,1
Cox5b,1,1
