,DEG,pred
Ogdhl,2,2
Cd9,0,0
Tmem59,0,0
Qdpr,0,0
Josd2,0,0
Calm1,0,0
Zdhhc14,2,2
Npc2,0,0
Kdm6a,2,2
Fau,0,0
Cox6a1,0,0
Arhgap5,2,2
Npas3,1,2
Bsg,0,0
Pde1c,2,2
Gphn,1,1
Sorcs3,2,2
Prnp,0,0
Ano4,1,1
Fgf14,1,2
Dad1,0,0
Pdxk,0,0
Rps10,0,0
Thsd4,2,2
Cd63,0,0
Rps5,0,0
Nlgn1,1,2
Sytl5,0,0
Phactr1,1,1
Sept4,0,0
Atp1a1,0,0
Add1,0,0
Serinc5,0,0
Cfl1,0,0
AY036118,0,0
Sema3e,2,2
Kank1,0,0
Rnf220,1,1
Cobll1,2,2
Fdps,0,0
Rps15,0,0
Rpl6,0,0
Rbms1,2,2
Arl6ip1,0,0
Masp1,0,0
Rpl15,0,0
Nrxn3,1,2
Rpl17,0,0
Phlpp1,1,1
Ankrd28,1,1
Rpl18a,0,0
Gab2,2,2
Rpl24,0,0
Ptn,0,0
Slc35f1,2,2
Serf2,0,0
Tmem88b,0,0
Maml3,2,2
Nfia,2,2
Emc10,0,0
Mbnl1,2,2
Tmem178b,1,1
Tspan3,0,0
Sema3d,0,0
Rpl27a,0,0
Gpr158,1,1
S100a16,0,0
Pde4b,1,1
Eid1,0,0
Otud7a,1,2
Slc48a1,0,0
Cst3,0,0
Plekhh2,2,2
Rps3,0,0
A330023F24Rik,2,2
Rpl8,0,0
Tsix,2,2
Prdm5,2,2
Nudt4,0,0
Gjc3,1,0
Myo1d,2,2
Ctnnd2,1,2
Sept7,1,0
Psd2,2,2
Desi1,0,1
Abca1,2,2
Litaf,0,0
Mtmr2,0,0
Cpeb3,1,1
Cadm1,1,2
Slc25a4,0,0
Rpl11,0,0
Lars2,0,0
Plcl1,1,1
Tkt,0,0
Rpl19,0,0
Tmem132b,2,2
Lgi3,0,0
Gm5087,0,0
Ndufs7,0,0
Ctsb,0,0
Dbndd2,0,0
Ndufb11,0,0
Mgat4c,1,2
Tmem50a,0,0
Cox8a,0,0
Immp2l,2,2
Glul,0,0
Clmn,0,1
Rpl7,0,0
Tulp4,1,1
Alcam,1,2
Srsf2,0,0
Atp6ap1,0,0
Gpx4,0,0
Mycbp2,1,2
Cdh11,2,2
Rhob,0,0
Hmgcs1,0,0
Rpl29,0,0
Omg,0,0
Ap2a1,0,0
R3hdm1,1,1
Macrod2,1,2
Dock4,1,2
Nbea,1,1
Ankub1,2,2
Rplp0,0,0
1700047M11Rik,0,0
Rps9,0,0
Pvt1,2,2
Bach2,2,2
Cpeb1,2,2
Sorl1,0,1
Usp31,2,2
Gria4,1,1
Iqsec1,2,2
Igf1r,2,2
Vwa3b,2,2
Enox1,1,2
Prpf4b,0,1
Ppp3ca,1,1
Oaz1,0,0
Bcap31,0,1
Dennd1a,1,2
AW554918,2,2
Ccp110,1,0
Mkln1,2,2
Rpl21,0,0
Myl6,0,0
Phldb1,1,1
Mboat1,2,2
Rps3a1,0,0
Sned1,2,2
Pard3b,2,2
Rps7,0,0
Ppib,0,0
Galnt7,2,2
Sptbn1,1,1
Lama2,2,2
Ttr,0,0
Scn8a,1,0
Phgdh,0,0
Trim2,1,2
Rpl14,0,0
Pcyt2,0,0
Ctsa,0,0
Negr1,1,1
Kif1b,1,1
Grm8,2,2
Nrxn1,1,0
Pdgfc,0,0
Bin1,1,1
Dscaml1,1,2
Fkbp1a,0,0
Cisd1,0,0
Elovl1,0,0
Cfl2,0,0
Itpk1,0,0
Slc9b2,2,2
Rps27a,0,0
Mpzl1,2,2
Atxn1,1,2
Ndufc2,0,0
Cox7c,0,0
Slc22a17,0,0
Vkorc1,0,0
Sh3kbp1,2,2
Ndufb8,0,0
Atp8a1,1,2
Tmtc2,1,2
Sec11c,0,0
Rps14,0,1
Emc7,0,0
Rps6,0,0
Psenen,0,0
Fggy,2,2
Auts2,1,1
Agmo,2,2
Ndufa13,0,0
Ptma,0,0
Dock1,1,2
Nkx6-2,0,0
Anln,1,1
Dhcr24,0,0
Gm11149,0,1
Rev3l,1,1
Tmem150c,2,2
Slc8a1,1,1
Ncoa1,1,1
Megf10,2,2
Rpl23a,0,0
Adam23,2,2
Aatk,1,1
Rims2,1,0
Smad7,0,0
Ppp1r14a,0,0
Edf1,0,0
Bcl2l1,0,0
Phip,1,1
Tsc22d4,0,0
Ncam1,1,1
Itpr1,2,2
Gde1,0,0
Saraf,0,0
Rps11,0,0
Fryl,1,1
Gabarap,0,0
Map7d1,0,0
Mt1,0,0
Rpl9,0,0
Cox5b,0,0
Tmem196,2,2
Meis2,2,2
Smdt1,0,0
Rpl30,0,0
Dleu2,1,1
Slc8a3,2,2
Arpc1a,0,0
Rnf7,0,0
Nckap1,1,1
Faim2,0,0
Fis1,0,0
1500015L24Rik,2,2
Magi1,1,1
Mettl15,2,2
Mif,0,0
Fam13b,2,2
Peli2,2,2
Tjp1,1,1
Serinc1,0,0
4930419G24Rik,1,1
Anks1b,1,1
Rpl37,0,0
Lgmn,0,0
Klhl4,2,2
Hist3h2ba,0,0
Ndufa4,0,0
Bfsp2,2,2
Ttyh1,0,0
Ylpm1,1,1
Serpinb1a,0,0
Gm13052,2,2
Tmem30a,0,1
Ctsd,0,0
Rpl23,0,0
Rps4x,0,0
Cacna1a,1,2
Map7d2,0,2
Ncam2,1,1
Ptpn13,0,0
Agap1,1,2
Kif21a,1,2
Shisa4,0,0
Jph4,0,0
Hsbp1,0,0
Ddrgk1,0,0
Clasp2,1,1
St7,2,2
Pigyl,0,0
Cep85l,2,2
Rps29,0,0
Sik2,2,2
Rps21,0,0
Ctsl,0,0
Jund,0,0
C2cd5,2,2
Calr,0,0
Aldoa,0,0
Rpl7a,0,0
Ctnna3,1,2
Ssr2,0,0
Asap1,2,2
Galntl6,1,2
Aig1,2,2
Nrbp2,0,0
Ncoa2,1,1
Simc1,2,2
Tm2d2,0,0
Cox5a,0,0
Nfe2l3,2,2
Atxn7l3b,0,0
Adam10,2,2
Nrp2,2,2
Frmd4b,1,2
Btf3,0,0
Tspan5,1,2
Fbxl5,1,1
Atraid,0,0
Rpl13a,0,0
Klhl29,1,2
Kmt2e,1,1
Chchd2,0,0
Zcchc7,1,2
Scmh1,2,2
Pebp1,0,0
Wwox,2,2
Syne1,1,0
2210408F21Rik,2,2
Pou6f1,2,2
Trps1,1,2
Rps6ka5,1,1
Jph1,2,2
Asph,2,2
Ppfia2,1,1
Tsc22d3,0,0
Ephb1,1,1
Nipbl,1,2
Tmem135,2,2
Atp5b,0,0
Cuta,0,0
Tmem117,1,2
Elp4,2,2
Maob,2,2
Strn3,1,1
Gramd1b,2,2
Dock9,1,1
Setbp1,1,2
Schip1,1,2
Ndufs8,0,0
Dctn1,0,0
Atp5j,0,0
Rpl34,0,0
Klk6,0,0
H3f3b,0,0
Dynlrb1,0,0
Gm2115,2,2
Braf,1,1
Nfasc,1,1
Rpl10a,0,0
Tmtc1,0,0
Glcci1,2,2
Plekhh1,1,1
Brd9,0,0
Tanc1,2,2
Xist,1,2
Gtdc1,2,2
Ndrg1,0,0
Timp2,0,0
Srp14,0,0
Arnt2,2,2
Ap2s1,0,0
Cox6c,0,0
Mob3b,2,2
Usp24,2,2
Lrch2,2,2
Rbm25,1,1
Rps13,0,0
Rps17,0,0
Slco3a1,1,2
Ralgps1,0,1
Glt8d1,0,0
Smyd3,1,1
Pacrg,1,2
Sgms1,2,2
Fut8,2,2
Gm16233,2,2
Mrfap1,0,0
Pbx3,2,2
Ppfibp2,2,2
Apc,1,2
Sez6l2,0,0
Sh3bgrl3,0,0
Syt9,2,2
1700063D05Rik,2,2
Slc16a7,2,2
Hmgb1,0,1
Il1rapl1,1,2
Sec62,0,1
Tubb4b,0,0
Pik3r1,1,1
Pnisr,1,1
Htr2c,2,2
Tnfaip6,1,1
Nf1,1,1
Slc15a2,0,1
Imp3,0,0
Ppp1r21,2,2
4932438A13Rik,1,2
Psmb4,0,0
Rsrc1,2,2
Phf21a,1,1
Klf9,0,0
Dennd1b,2,2
Cyp51,0,0
C130071C03Rik,2,2
Csmd2,1,1
Itm2c,0,0
Adssl1,0,0
Rpl35a,0,0
Setd5,1,1
Pard3,1,1
Prrg1,2,2
Lgr4,2,2
Tmem258,0,0
Smg1,1,1
Plekhg1,1,1
Gabbr1,0,0
Rpl37a,0,0
Nfat5,1,1
Endod1,0,0
Grik2,1,2
Bicc1,2,2
Hspa5,0,0
Dclk3,2,2
Sh3rf1,0,0
Aff2,2,2
Exoc6b,1,1
Glt1d1,2,2
Nsd1,1,1
Inpp4b,2,2
Msmo1,0,0
Tln2,2,2
Wdfy3,1,2
Ptpdc1,0,0
Krtcap2,0,0
Rps26,0,0
Hebp1,0,1
Amy1,2,2
Atp5g1,0,0
Dock5,2,2
Vwa8,2,2
Hecw2,1,1
Cttnbp2,1,2
Fam214a,0,0
Vps13a,2,2
Gnaq,1,1
Thada,2,2
Zc3h6,2,2
Sirt2,0,0
Cers2,0,0
Gnai1,1,2
Pcca,2,2
Flnb,2,2
Tmem147,0,0
Eef2,0,0
Mecp2,2,2
Rps24,0,0
Arhgef10,1,1
Rapgef6,1,1
Mgat5,0,0
Osbp2,2,2
Nav1,2,2
Higd2a,0,0
Sertad2,2,2
Zswim6,1,1
Psmb6,0,0
A330008L17Rik,2,2
M6pr,0,0
Cpq,0,0
Kmt2c,1,1
Rps27,0,0
Myef2,2,2
Sh3gl3,0,0
Sc5d,0,0
Rps19,0,0
Gnai2,0,0
Rftn1,1,1
Cdh18,1,2
Cdk5rap2,2,2
Ndufb5,0,0
Cntn2,1,1
Rpl5,0,0
Tmem229a,0,0
Rps23,0,0
Pacsin1,2,2
Slc25a5,0,0
Rac1,0,0
Tbc1d4,2,2
Ankhd1,2,2
0610012G03Rik,0,0
Sema5a,0,0
Cacnb4,1,1
Cdk5,0,0
Iqcb1,2,2
Gm15564,0,0
Rps12,0,0
Dtnb,1,1
Tomm20,0,0
Cyc1,0,0
5330434G04Rik,1,1
Pan3,1,1
Plat,0,0
Yif1b,0,0
Plcb4,2,2
Hipk2,1,1
Tcf20,1,1
Nfib,1,2
Phactr2,2,2
Aplp2,0,0
Gria1,1,2
Cdh12,2,2
Atp6v1f,0,0
Rpl3,0,0
Foxn3,1,1
Megf9,2,2
Snrpd2,0,0
Fam49b,1,2
Rock2,1,1
Folh1,2,2
Kirrel3,1,1
Asap2,2,2
Ptbp2,1,1
Cox6b1,0,0
B4galt6,2,2
Kcnk13,1,1
Sys1,0,0
1810037I17Rik,0,0
Efna5,2,2
Yipf3,0,0
1700025G04Rik,2,2
Rpl32,0,0
Arpc1b,0,0
Herc4,1,2
Gas5,0,0
Nfkbia,0,0
Tgoln1,0,0
Zfp280d,1,1
Rpl10,0,0
Ppp1cc,1,1
Nsmce2,2,2
Prtg,2,2
Nr6a1,2,2
Stxbp5,1,1
Pafah1b1,1,1
Hint1,0,0
Xrcc6,0,0
Prox1,1,1
Plekha5,1,2
Ndufb9,0,0
Neo1,1,1
Atp5h,0,0
Acaca,1,1
Atp5d,0,0
Ypel3,0,0
Cep112,2,2
Ptpn11,0,0
Tmem33,0,0
Acvr2a,2,2
Slc12a2,1,1
Tmod1,0,0
Ank3,1,1
Ptprj,2,2
Frmd5,1,2
Kctd3,1,2
Pir,2,2
Cdyl2,0,0
Rapgef4,1,2
Nova1,2,2
Gng11,0,0
Kif5b,2,2
Map1lc3a,0,0
Ankrd12,1,1
Ebp,0,0
Smurf1,0,0
Exoc4,1,1
Nktr,1,1
Pabpn1,1,0
Eml6,1,1
Actg1,0,0
Zfp462,2,2
Srgap3,1,1
E130307A14Rik,2,2
Ankrd11,1,1
Timm13,0,0
Prdx1,0,0
Sf3b5,0,0
Tmeff2,1,2
Cstb,0,0
Ehbp1,1,1
Secisbp2l,1,1
Pfn1,0,0
Rps25,0,0
Adprh,0,0
Myo5a,1,1
Acap2,1,0
Rplp2,0,0
Itch,1,1
Apba1,1,1
Ube3c,2,2
Atrx,1,2
Pgp,0,0
Dmxl1,1,2
Gsk3b,1,1
Vti1a,1,1
Smpd1,0,0
Tppp3,0,0
Zfp804a,1,1
Arf5,0,0
Specc1,1,1
Pcbp1,0,0
Rbm6,1,1
Cpeb2,1,2
Stag1,1,1
Ercc6l2,2,2
Ralgapa2,1,2
Aven,2,2
Glmp,0,0
Cpeb4,2,2
Atp5o,0,0
Arrdc3,1,1
Ptprt,1,2
Ddost,0,0
Efr3b,2,2
Csrp1,1,1
Gstp1,0,0
Enpp4,0,0
Slc50a1,0,0
A230009B12Rik,2,2
Ppp1r12a,1,1
Insr,2,2
Pak1,1,1
Fign,1,2
Sp4,2,2
Atp8b1,2,2
Ndufa3,0,0
Gabarapl2,0,0
Dctn4,1,1
Rps15a,0,0
Mrpl41,0,0
Rpl26,0,0
Cnot3,1,0
Usp9x,1,1
Map2k5,1,2
Wnt5b,2,2
Slc4a2,0,0
2810468N07Rik,0,0
Mink1,0,0
Smurf2,2,2
Add3,1,1
Ndufb7,0,0
Hmgn3,0,0
Tmem9b,0,0
Mef2a,1,1
H2afz,0,0
Akt3,1,1
Hook3,1,1
Nalcn,1,0
H3f3a,0,0
Per1,0,0
Depdc7,2,2
Ssbp1,0,0
Rapgef5,2,2
Grin2a,1,2
Rpl27,0,0
Pip4k2a,1,2
Slc25a3,0,0
Amph,1,2
Ssna1,0,0
Zfand6,2,2
Arrdc2,0,0
Npepps,1,1
Ndufa11,0,0
Kif6,2,2
Focad,1,2
Phldb2,2,2
Eef1b2,0,0
Tcf7l1,0,0
Ube2m,0,0
Nfkb1,2,2
Zfp804b,2,2
Gpd2,2,2
Olig2,0,0
Cdh6,2,2
Daam1,1,1
Slk,1,1
Cpt1c,0,0
Bcat1,0,0
Ctdspl,2,2
Fkbp5,0,1
Grhpr,0,0
Gnb2,0,0
Arl15,1,2
Slc35a2,0,1
Pxdn,2,2
Agrn,0,0
Camk4,2,2
Dalrd3,0,0
Mllt3,1,2
Pdgfa,0,0
Cox7b,0,0
Ftx,1,2
N4bp2l2,1,1
Gm12324,2,2
Pcsk6,2,2
Taf15,1,1
Rer1,0,0
Tubb5,0,0
Wasf3,2,2
Gnas,0,0
Slc20a2,1,1
Maged1,0,0
Ash1l,1,1
Dennd4a,1,1
Btrc,1,1
Pcgf5,2,2
Srsf5,1,0
P2rx7,2,2
BC031181,0,0
Son,1,1
Snapc3,2,2
Ddc,2,2
Ralgapa1,1,1
Txndc17,0,0
Bcl9,2,2
Mapk8ip1,0,0
Foxn2,2,2
Arhgap12,2,2
Slc25a13,1,2
Grcc10,0,0
Cntln,2,2
Spred1,2,2
Pls1,1,2
Ttc28,2,2
Bcar1,0,0
Abcg2,0,0
Rgma,2,2
Fam126a,1,1
Qser1,2,2
Lpgat1,1,1
Arhgap15,2,2
Sox2,2,0
Gas2,2,2
Srrm2,1,1
Atp5g3,0,0
Wdr83os,0,0
Tshz3,0,0
Psme4,1,1
Phc3,1,1
Il1rapl2,2,2
Rfx3,1,1
Zdhhc20,1,1
Tank,2,2
Chpt1,2,2
Herc6,2,2
Col4a3bp,2,2
Fez1,1,1
Cox16,1,1
Ddit4,0,0
Npdc1,0,0
Unc50,0,0
Spef2,2,2
Ubr5,1,1
Cyp2j12,2,2
Dclk1,1,2
Slc22a23,1,1
Fndc3a,2,2
Drap1,0,0
Nos1ap,2,2
Crebbp,1,1
Tomm6,0,0
Gm10754,2,2
Foxp1,1,2
Fto,1,1
Fbxl4,2,2
Agpat4,1,1
Ppp1r16b,1,1
Jakmip2,2,2
Srcin1,1,1
Atf7,1,1
Pdlim1,2,2
Xrn1,1,1
Abi2,1,1
Uqcc3,0,0
Ndn,0,0
Rpl38,0,0
Psmb1,0,0
3222401L13Rik,2,2
Zfp532,1,1
Fam172a,1,1
Srgap1,1,2
Pkia,2,2
Ccdc136,2,2
Kif13a,1,1
Scaper,1,2
Vbp1,0,0
Usp6nl,0,0
Tbc1d23,2,2
Heg1,1,2
Rnf43,2,2
Lrch3,1,1
Efnb3,0,0
2610035D17Rik,1,1
Tgfa,2,2
3110021N24Rik,0,0
Zfp438,2,2
A830018L16Rik,1,2
Pi4ka,1,1
S1pr5,0,0
Rpl4,0,0
Slc25a27,1,1
Celf1,1,1
Pde7b,2,2
Stau2,2,2
Tma7,0,0
Cnksr3,0,0
Trappc8,2,2
Sh3gl2,2,2
Atp6v0e2,0,0
Jam3,1,1
1500011B03Rik,0,0
Ncor1,1,1
Zfp827,0,0
Tnrc6a,1,1
Ssr4,0,0
Cntn1,1,0
Zmym4,1,1
B230219D22Rik,0,0
Eif3k,0,0
Fnip1,1,1
Cox7a2,0,0
Pnrc1,0,1
Nkain3,1,2
St3gal6,2,2
Tia1,1,1
Arglu1,1,1
Ap2b1,2,2
Chmp2a,0,0
Carhsp1,0,0
Phf20l1,1,2
Atp11c,2,2
Ndufb10,0,0
Elf2,1,1
Htt,2,2
Scarb2,0,0
Ncoa7,2,2
Zeb1,1,2
Rtkn,0,0
Cbfb,2,2
Cycs,0,0
Map1lc3b,0,0
Cep128,2,2
Tex264,0,0
Tnrc6b,1,1
Xkr6,1,1
Gm28322,2,0
Uqcr11,0,0
Arhgap39,1,1
Zfand3,1,1
Rpl36,0,0
Sdhb,0,0
Chd9,1,1
Xpo7,1,1
Pter,2,2
Nxpe4,2,2
Ctnnal1,2,2
Kit,0,2
Phka1,2,2
Ambra1,1,1
Ccdc85a,1,1
Map3k1,2,2
Uchl1,0,0
Numb,1,1
Rit2,1,2
Ano3,2,2
Atp1b3,1,1
Ilvbl,0,0
Cyth1,1,1
Tyro3,0,0
Rnf130,1,1
Cadm4,0,0
Rpl36a,0,0
Gucy1a2,1,0
Tnrc6c,1,1
Pten,1,1
Scn1a,2,2
Rfx7,1,1
Arid5b,1,1
Sash1,1,2
Bcas1,1,1
Rnpc3,1,1
Bicd1,1,1
Gm4258,1,1
Erp29,0,0
Arhgap32,1,1
Tppp,1,1
Nrf1,2,2
Ccdc88a,1,1
Asah2,2,2
Cdkl5,1,2
Rpl36al,0,0
Gli2,2,2
Ift43,1,2
Rps20,0,0
Cdr2l,0,0
Thra,1,1
Rpl31,0,0
Tex2,1,2
Mef2c,1,2
Trank1,2,2
Rpl12,0,0
Snrpn,0,0
Bri3,0,1
Fbn2,2,2
Clint1,2,2
Hs3st4,1,2
Arhgap21,1,2
Svil,2,2
Gltp,0,0
Zmat1,1,1
Kmt2a,1,1
Hcfc1r1,0,0
Rif1,1,1
Plekhm3,2,2
Thsd1,2,2
Ubr3,1,1
Trpc1,1,1
Stxbp6,1,2
Hivep3,1,1
Surf1,0,0
Acsl3,0,1
Eya3,2,2
Sema6a,1,1
Micu1,2,2
Cnot1,1,1
Etnk1,1,1
Bmp1,0,0
Ttc17,2,2
Gca,2,2
Rmdn1,1,1
Fam135b,1,1
Grin1,2,2
Btaf1,1,1
Tmeff1,1,1
Olfm3,2,2
Dis3l2,1,1
Tmem151a,1,1
Scand1,0,0
Zc2hc1a,2,2
Ubash3b,1,1
Zfp672,2,1
Xpo1,2,2
Wdr70,2,2
Pag1,2,2
Nup98,1,1
Gpc6,2,2
Kif5c,2,2
Dmxl2,1,2
Pdss2,2,2
Naa15,2,2
Sccpdh,0,0
Dgat2,0,0
Nrxn2,0,0
Tmed7,0,2
Tusc3,0,0
4632427E13Rik,1,0
Elovl7,1,1
Gpr37,1,1
Rpl39,0,0
Rlf,1,1
Pkm,0,0
Gm16759,2,2
Ubl5,0,0
Slc6a1,1,1
St6galnac5,1,1
Car10,1,1
Fkbp2,0,0
Wdr7,1,1
Coa3,0,0
Itgav,1,2
Atg10,2,2
Puf60,0,0
Runx1t1,2,2
Tcf25,0,0
Ndufa8,0,0
Prdx2,0,0
Mrpl20,0,0
9330182L06Rik,1,2
Snx17,0,0
Psmb3,0,0
Sv2a,0,0
Arhgdia,0,0
Usp15,1,1
Trmt1l,2,2
Antxr1,2,2
Epn2,1,1
Eif4a1,0,0
Mt3,0,0
Mgll,0,0
Gm12353,1,1
Fam189a1,2,2
Kcnj10,0,0
Ttll5,1,1
Zbtb44,2,2
Bace1,0,0
Cpd,1,1
Eif3c,0,0
Gm10701,2,2
Pea15a,0,0
Calm3,0,0
Mid1ip1,0,0
Mlf2,0,0
Pmm1,0,0
Las1l,1,1
Mir99ahg,1,2
Rbms3,2,2
Pias1,1,1
Nhlrc2,1,1
Vps13b,1,1
Tmem189,0,2
Ptpn4,2,2
Kctd13,1,0
Ech1,0,0
Npc1,0,0
Dpy19l1,1,2
Idi1,0,0
Gatm,1,0
Sema4d,0,0
Zbtb38,1,1
Nisch,1,1
Sytl2,1,1
Uqcr10,0,0
Chrm3,2,2
Trmt112,0,0
Ttll7,1,1
Dnm2,1,1
Mms19,2,2
Txndc15,0,0
Col27a1,0,2
Mien1,0,0
Lrba,1,1
Ap2m1,0,0
Scarb1,2,2
Uqcrc1,0,0
Tpk1,2,2
Akap13,2,2
Fbxo11,1,1
Neto1,1,1
Zfp740,1,0
Ptpro,0,0
Psmd14,1,1
Eif3f,0,0
Ccdc47,0,0
Timm8b,0,0
Foxp2,2,2
Ppdpf,0,0
Ddx39b,0,0
Creb1,1,1
Chchd3,1,1
Gm11659,0,0
Rrp1,0,0
Raph1,2,2
Gab1,1,0
Atp9b,1,1
Arl2,0,0
Gdap1,2,2
Phf3,1,2
1500004A13Rik,1,1
Tuba1b,0,0
Hnrnph2,1,0
Acss2,0,0
Asxl1,1,1
B830012L14Rik,2,1
Ndfip1,1,1
Ralgds,0,0
Fem1c,2,2
Irak3,2,2
Ado,0,0
Tbl1xr1,1,1
Myo18a,1,1
Praf2,0,0
Klf3,2,2
Osbpl7,2,1
Gdi1,0,0
Car14,0,0
Itsn2,1,1
Xpo4,2,2
Malt1,2,2
Tprgl,0,0
Ermn,1,1
Dusp11,1,1
9930021J03Rik,1,1
Wipf1,1,1
Cerk,1,1
Lta4h,2,2
6720427I07Rik,1,1
Acat1,2,2
Ppp3cb,2,2
4930445B16Rik,2,2
Asb3,1,1
Ppp6r3,1,1
Pola1,2,2
Slmap,2,2
Piezo2,0,0
Rnf169,2,2
Dach1,2,2
Unc5b,0,1
Dnajc1,1,2
Tle1,2,2
Mllt10,1,1
Ppm1l,2,2
Plag1,2,2
Zfp536,1,1
Tmem108,2,2
BC005537,1,1
Gpc5,2,2
Ascc3,1,2
Tom1l2,1,1
Dzip1,2,2
D3Ertd751e,2,2
Aup1,0,0
Ncald,1,1
Amd1,2,2
Arf1,0,0
Ctdspl2,2,2
Gna11,0,0
Wscd1,1,1
Trim44,1,1
Cyb5r4,2,2
Psmb5,0,0
Dnajc13,1,1
Sqle,0,0
Hps4,0,0
Osbpl8,1,1
Rnf216,1,1
Ranbp2,1,1
Tmbim4,0,1
Epha7,1,1
Slc3a2,0,0
Abca6,2,2
Dusp23,2,2
Sec14l5,1,1
Grina,0,0
Rb1,1,1
Cog5,1,1
D430041D05Rik,2,2
Uqcrh,0,0
Gm10863,1,1
Jkamp,0,1
Ndufaf4,0,0
Fam171a1,2,2
Camk2a,1,1
Nr3c1,1,1
Fam120b,1,1
Psma7,0,0
Mtch1,0,0
Slc2a13,1,0
Cdkal1,1,1
Atp5g2,0,0
Sh3d19,1,1
Zcwpw2,2,2
Ypel2,1,1
Cdc27,2,2
Dcaf10,2,2
Nme2,0,0
Cpm,1,1
Ndufs5,0,0
Crlf3,2,2
Dhx15,1,1
Abhd17a,0,0
Cnot4,1,1
Nol4,1,0
Arid4b,1,2
Pnkd,0,0
Adamts2,0,1
Tbcb,0,0
Rgs7bp,1,0
Adcy2,2,2
Sulf2,1,1
Fam189a2,2,2
Bnip3l,1,0
Ptov1,0,0
Sar1b,0,0
Rps18,0,0
Ankrd13a,1,0
Atp6v1g1,0,0
Ociad1,0,0
Mrpl43,0,0
