,DEG
Ei24,2
Nol9,1
Slc50a1,1
Arnt2,2
Ddx42,2
Cd38,0
Rogdi,2
Ogdh,1
Reep2,2
Nit1,2
Slc12a5,2
Rab1b,1
Srsf10,1
Cnot3,2
Dus3l,2
Sidt2,2
Idh3g,1
Pcm1,2
Atp6v1c1,1
Prpf3,1
Magi3,0
Gm12296,0
Stard13,1
Ptrh2,1
Kcnd3,2
Gm14330,0
Smu1,2
Panx2,1
Cdh23,1
Anxa7,1
Rapgef4os1,0
Fam189b,1
Sord,1
Dgkd,1
Prkcz,2
Rpl36al,1
Neurod6,0
Gm20319,0
Cfl1,1
Stradb,1
Ube2r2,2
Gm5089,1
Zrsr2,1
Fth1,0
Ncstn,1
Efhc2,1
Hook2,2
Ywhaq,2
Glb1,2
Ric3,1
Mrpl28,1
Suz12,2
Fktn,2
Fut11,1
Pak3,2
Phf12,2
Smarcd2,2
Gripap1,2
Dennd5b,2
Arrdc3,1
Rasa3,1
Cdc16,2
Mipol1,1
Sike1,2
Aifm3,2
Cetn3,1
Gm15243,1
Khsrp,2
Rnf130,2
Ppih,1
Rps28,1
Slc24a5,0
Xist,2
Cgrrf1,1
Lias,1
Capns1,2
Clip3,2
Extl3,2
Ambra1,2
Rapgef5,2
Cacna1i,2
Stmn3,2
G6pdx,1
Nelfe,1
Zfp3,1
Setdb1,2
Ormdl3,1
Pafah1b1,1
Psmd13,2
Ppia,1
Tspan9,2
Acadsb,2
B130024G19Rik,2
Uba2,2
Mpc1,1
Car12,1
6230400D17Rik,1
Sema5a,0
Smc3,2
Slc26a2,1
Prrc2a,2
Eif4ebp2,1
Senp1,2
Sorbs2,1
Smg5,2
Slc27a1,2
Gm17066,2
Arhgap31,1
Map7d1,2
Htr1f,1
Tsen54,1
Ppig,1
Zdhhc8,2
AW209491,1
4933411O13Rik,1
Glud1,1
Mier2,2
Plagl2,1
Zfp273,1
Nrg4,1
Numb,2
Arcn1,2
Tbc1d2b,1
Sbf2,2
Iyd,0
Anxa6,2
Fam185a,1
Dusp12,1
Acat2,1
Anapc16,1
Agrp,1
Cntn6,1
Tmem68,1
Far2os2,1
Pou2f2,2
Abca2,2
Lrrc45,2
Il6ra,1
Sorbs2os,0
Atp2c1,0
Gpr137,1
Nup88,2
Slc9a2,0
Asah1,1
Fancm,1
Pdgfa,1
Cit,2
Cys1,2
Dcaf15,2
Cox5b,1
Serp2,1
Camk1g,1
Asic1,1
Mrpl57,1
Lgals8,1
Kdm4b,1
Gm13269,0
Hecw1,1
Sin3b,1
Rgl2,2
Pex3,1
Slc11a2,1
D11Wsu47e,1
Tbkbp1,1
Sap130,2
Zfp438,1
Pcgf3,1
Celf5,2
Nfs1,1
Nfatc2ip,1
8430429K09Rik,1
Cnot1,2
Mrpl19,1
Mtfr1,1
Wnk2,1
Gm17494,1
Sema3c,0
Kdm5c,2
Enc1,1
Ptpre,2
Ttll7,1
Exosc10,2
Uba52,1
Ncoa4,1
Srrd,1
R3hcc1l,1
Acvr2a,2
Pou6f2,0
Zkscan16,2
Zfp598,2
Tmem205,1
Ptgis,1
Zfp287,2
Golm1,0
Bud31,1
Smg9,2
Nin,1
Aplp1,1
5330438D12Rik,0
Chd5,2
Sgsm2,2
Nckipsd,2
Trp53bp1,2
B3glct,2
Emx2os,1
Mtus2,2
Rps6kl1,2
Srsf7,2
Ccbe1,0
Cog4,2
Pvr,1
Arf3,2
Cct3,1
Klc2,2
Gm12258,1
Camk1,1
Rpl6,1
Kcnj6,1
Fbxo44,2
Edc4,2
Bckdk,1
Kdm6b,2
Rpl28,1
Hspa8,1
Fam120a,1
Trim41,2
2310033P09Rik,1
Tiprl,1
Actn2,1
Myrip,0
Rbm25,2
Irak1,2
Syt5,1
Arhgdig,1
Copz1,2
Calm1,0
Cables2,2
Sh2d3c,1
Cpsf7,2
4933434E20Rik,1
Casd1,1
Vrk3,1
Tmed10,1
Golga1,2
Hgf,1
Nek10,1
9430015G10Rik,1
Tti1,2
Tctn2,2
Ccs,2
Cox6a1,1
Srsf1,2
Agfg2,2
Txnrd1,1
Elmo2,1
Nbr1,2
Aox1,1
Spryd3,2
Cpsf6,1
Dab2ip,1
Clk2,2
5730522E02Rik,2
Hnrnph3,2
Mecr,2
Gpd1,1
Dctn1,2
Mgll,0
Ammecr1,1
Tshz3,2
Sp1,2
Grid2,2
Sfxn5,1
Phlpp1,2
Npr2,1
Eif5a2,1
1110019D14Rik,1
Sash1,0
Epha5,0
Ctsa,2
Dock10,2
Sh3bp5l,1
Zfp800,1
Coq10a,1
Cmtr1,2
Enpp2,2
Ecm2,1
Nfkbid,1
Sf1,1
Ercc8,1
Coro2b,1
Plekha6,2
Cox4i1,1
Pcyt2,2
Cerkl,1
Fam104a,1
Rmdn1,1
Kirrel3,2
Ildr2,2
Pan2,2
Cacna1c,1
Csgalnact2,1
Nadsyn1,1
Ids,1
Cdk10,2
Fxyd7,1
Man2a2,2
Tbc1d17,2
Kctd3,1
Tsc22d4,1
Ndrg4,2
Ppp1r16a,2
Grasp,1
Gls,0
Ephb1,0
Ndufv2,1
Kctd2,1
Dapk1,2
Gemin7,1
Sox12,1
Mapk8ip2,1
Dnaja2,1
Fut8,0
Zfp384,1
Chid1,1
Fbxl15,1
Pcbp3,1
Ankhd1,2
Nsmaf,1
Sema3e,0
Thra,1
Pdap1,1
Akap8l,2
9630028H03Rik,0
Txndc16,2
Asic2,1
Tdrd7,1
Anapc2,2
Clasrp,2
Rsrc2,2
Eya3,2
Rhno1,1
Pik3r2,1
Gdi2,2
Mitf,1
Fam171a1,1
Ubxn7,1
Lsm7,1
Nup155,1
Yars,2
Rtl1,1
Lrtm2,1
Ankrd45,1
Gprasp2,2
Recql5,2
Banf2,2
Pigk,0
Cog7,1
Gfra4,1
Camkv,2
Med10,1
Gm13944,0
Tead1,2
Phf2os1,2
Xndc1,2
Ndufaf6,1
Dhdds,2
Stx5a,2
Mau2,2
Pdgfb,1
Asb6,1
Tmem19,2
Rad51c,1
Gm13963,1
Rnpepl1,2
Txlna,2
Taf8,2
Pde4d,0
Ywhah,0
Wipf2,2
Chrd,2
Brd8,2
Tmem216,1
Grik4,0
Arhgap32,2
Mtf1,2
Gm14399,1
Ilf2,2
Dcaf6,1
Tbccd1,1
Gbf1,2
Ate1,1
Usp24,2
Cers1,1
Fstl4,0
Nsmf,2
Kndc1,2
Agap1,2
Kansl1l,0
Ccnl1,2
Trpc4,2
Vps13c,0
Scrib,2
Arl3,2
Slc25a39,1
Wdr13,2
Cdh8,0
Gfm2,1
Csnk2b,1
Ppp2r2c,0
Wdr25,1
Hebp1,1
Pard6g,1
E130114P18Rik,1
Prkab1,1
Ubqln2,1
Fus,2
Ubr2,2
Pitpnm1,2
Tbcb,1
Poli,1
Alkbh8,1
Pitpnc1,1
Pex5l,2
4930473A02Rik,1
Pabpc4,2
Trps1,0
B4galt7,1
9330182L06Rik,1
Hsp90b1,1
Foxo1,2
Fahd1,1
Ogfrl1,1
Snapc4,2
Tmem120b,2
Rnf214,2
Gm29237,0
Ctbs,1
Tbck,1
Haus6,1
Cap2,1
Acaca,2
Gatm,2
Dcaf4,1
Got2,2
Tcte2,1
Far1os,0
Gmppa,2
Cdh18,2
Uqcrc2,2
Kdm1b,1
Zbtb26,1
Recql,1
Cep83os,1
Atp6v1g1,1
Orc2,1
Clk1,2
Gps1,2
Arrb2,2
Sntb2,2
Gria4,2
Robo1,0
Actr10,2
Clk3,2
Tmem106c,1
Irf2bp2,2
Pnpla6,1
Smarcal1,2
Sema6d,0
Ap3d1,2
Dennd2a,2
Psmc3,2
Smoc1,2
2310002F09Rik,0
Cops8,1
Mms19,2
Mecp2,2
Cr1l,1
Cpne7,2
Ddx46,2
Cebpd,1
4930473D10Rik,0
Gm4258,0
Hdgf,2
Naa30,1
Fbn1,2
Dlg4,2
Gm21887,1
Bod1l,2
Hgs,1
Palm,2
Ston1,1
Fads2,1
Mapkap1,1
Mark2,2
Arrdc1,1
Uri1,1
Papss1,1
Rundc3a,2
1110017D15Rik,1
Cadm2,0
Rhbdl3,1
Dync1h1,2
Actl6b,2
Asph,0
Bcan,2
Gm14061,1
Gpatch1,2
Denr,1
Gpr176,1
Dnajc7,2
Jtb,1
Arhgef1,2
Nap1l5,1
Bcl2l2,2
2610507B11Rik,2
Rnf6,1
Zswim8,2
Chst1,2
Rreb1,2
Taf12,1
Pisd,2
Apobec4,1
Stt3b,1
Mef2c,1
Chn1,0
Tsc2,1
Ep400,2
Rgs6,0
Med20,1
Gm15738,0
Rapgefl1,2
Kif17,2
Zdhhc23,0
Zfp169,2
Pcbp1,1
Iqcb1,1
Nfia,1
Ric1,1
Synpo,1
Ppp2r5d,2
Fsd1,2
Cryl1,1
Ccdc130,1
Cntrl,1
Acox1,1
Syne1,2
Ivd,2
Tomm40,2
Ccnk,1
Usp20,2
C2cd2l,2
Luc7l3,2
Cul9,2
Trak2,1
Pgls,1
Asna1,1
Trim28,1
Kdm2a,2
Rnf220,1
Gm16070,1
Dhx57,2
Scaf4,1
Sarm1,1
Cox7c,1
Ank,2
Cwc22,1
Slu7,1
9130401M01Rik,1
Hap1,1
Lin52,1
Chuk,2
Nckap5l,1
Lrrc49,1
Lipe,1
Csnk1g2,2
Smc5,2
Syt14,0
Chd8,2
Ttll1,1
Psap,2
Smim19,1
Atrip,1
Syp,1
Gm28791,2
Clstn2,0
Mapk9,1
Cdc25b,1
Pianp,1
Tsc22d1,0
Gnaq,1
Arhgef25,2
Zfp595,1
Slc38a1,1
Dpagt1,1
Glcci1,1
Jph1,1
Setd2,2
Casc3,2
Matk,2
Plat,1
Ttc17,2
Gm10785,1
Cuedc1,1
Mrpl20,1
Kcnab1,1
Gtf2a1,1
Pigu,1
Hyls1,1
Usp21,2
Ccnt1,1
Dsel,1
Aldh2,1
Iffo1,1
Supt6,1
Ddx23,1
Tusc3,1
Traf7,2
Lasp1,1
Mrpl27,1
Resp18,1
Atg2a,1
Clip2,1
Dnmt3a,2
Megf8,2
Tacc1,2
Prex2,1
Iars2,1
Tsc1,2
Sars,2
Klhl5,1
Gpr22,0
Kat7,2
Pmepa1,1
Nrd1,1
Gm12743,1
Ttbk1,2
Zfp444,2
Nploc4,1
Dbn1,2
Zfp335os,1
Pde2a,2
Zc3h7b,2
Nop56,2
Atm,1
Ift172,2
A630072M18Rik,1
Nyap1,2
Pgap2,2
Arhgap26,2
Atp1b1,0
Aco2,2
1700066M21Rik,1
H6pd,1
Baz2a,1
Nufip1,1
Ccdc181,1
Cherp,2
Dip2a,1
Hs3st4,0
Nol10,2
Lrfn1,2
Hs6st1,1
Pccb,2
Thumpd1,1
Pld2,1
Farsa,1
Nek9,2
Dock11,2
Kcnip2,2
Lmtk3,2
Timm21,1
Rnf216,1
Hnrnpm,2
Mapt,2
B4galnt1,2
Ubr4,2
Wipi2,2
1700109K24Rik,0
Rab31,2
Fance,2
Gtf2f2,1
Ywhaz,0
Actr3b,0
St3gal2,1
Cnot10,2
Dynlt3,1
Nr3c1,1
Insr,2
Cpm,1
Zdhhc1,2
Fn3k,1
Ccdc57,1
P2ry12,1
Phactr2,1
R3hdm4,2
Zmym3,2
Trim71,1
Caskin1,2
Dock7,2
Rbbp8,1
Bsdc1,2
Ppp1r12c,1
Map4k2,2
Tdrd5,0
Numa1,2
Snx21,2
Nob1,2
Nup160,2
Cst3,1
Ap3b2,2
Tbc1d13,2
Ankrd13a,1
Jade3,1
Unc45a,2
Rab40b,1
Abhd4,2
Ncald,1
Nefm,1
Dpf3,0
Nme6,1
Ppm1l,0
Dag1,2
Lrpap1,1
Lrp1,2
Gm15246,1
Gpn1,2
Tmem260,1
Ube2m,1
Gga1,2
Pkp2,0
Gaa,2
Cnppd1,1
Gm28376,0
L1cam,2
Dazap2,1
Sumf2,2
Psmg4,1
Zfp874b,1
Ap1s1,2
Kctd8,1
Med17,1
Gm5577,1
Gtf3c2,2
Zfp512,1
Fundc2,1
Neto2,0
Cyc1,1
Phb,1
Dnajc11,2
Ranbp3,1
Jph4,2
Intu,1
Mfsd8,1
Cnnm1,2
Ccdc71l,1
Kif1a,2
Celf3,2
Tbl3,1
Aatf,1
Larp4,1
Zfp146,1
Lrp11,1
Zdhhc20,2
Syt17,2
Nova2,2
Mcc,1
Tpgs2,1
Dctn6,1
Pacsin1,2
Galnt13,2
Gpcpd1,0
Pik3cb,1
Adam15,2
Phka1,1
Dffb,2
Sppl2b,2
Suco,1
Usp49,1
Pomt2,1
Ccdc173,1
Samd12,2
Galnt11,0
Ugdh,2
E130309D02Rik,1
Hmgn1,2
Cacna1e,0
Swt1,2
Ube2h,1
Rpl37,1
L3mbtl3,1
AI413582,1
Trim17,1
Efcab5,1
Tfcp2,2
Cacna2d3,0
Kmt2e,1
Coq5,1
Usp2,2
Sart3,1
Ehmt2,2
Zkscan14,1
Cyp26b1,0
Cbll1,1
Myrf,2
Pkd1,2
Adcy8,1
Prrc2c,1
Myo18a,2
Rnps1,2
Dact3,2
Eml2,2
Abcd4,2
Hnrnpl,2
Pbx3,2
Bicc1,0
Ctns,2
Gm29088,1
Slc39a7,1
Cfap70,1
Mageb16,1
A830082K12Rik,1
Mfn2,1
Kars,1
Ypel4,2
Srrm3,2
Sgta,1
Tnrc6a,2
Dkk3,0
Tmem259,2
Agap2,2
Setx,2
Gigyf1,2
Mmp17,1
Pnkd,1
Rnf13,1
Rela,1
Msmo1,2
Vma21,1
Ap4m1,1
Disc1,1
Bivm,1
Prdx3,1
Tnk2,2
Lin28b,2
Trpc7,1
Cd3eap,1
Ywhag,0
Lingo1,0
Cacng2,1
Car11,2
Dnajc17,2
Cnot7,1
Npepps,2
Dnm3,1
Brwd3,1
Pdzd2,2
Mccc2,2
Vps37d,1
Egr3,1
Cxadr,1
Gcc2,2
Ckb,2
B3gat1,1
Xylt2,1
Itga8,2
Ppip5k1,2
Tnip2,2
Tns3,2
Shc1,1
Nell2,1
Slc25a14,1
Asb7,2
Ift140,1
Polg,1
Cdh7,1
Trank1,2
Klhdc2,1
Hsp90ab1,0
Dmtn,2
Fbxo21,2
Abcd2,1
Me2,2
Amd1,2
Odf2,2
Tmem67,1
Ak1,1
Atxn2l,2
Tmem117,1
Ttc38,1
Cpne8,1
Clec18a,1
Idi1,1
Gle1,2
Nme7,1
Fam53b,1
Vstm2l,1
Klhl9,1
Nrg3os,0
Osbpl1a,1
Znfx1,1
Frrs1l,0
Bub3,2
AI597479,1
Rsrp1,2
Sh3gl2,1
Gabra5,1
Smarcc2,2
Arpc3,1
Drg2,2
Vgll3,2
Capn15,2
Pid1,0
Klhl7,0
Stard3,2
Cables1,1
Ankrd39,1
Bcr,2
Snrnp40,2
Tspan5,0
Stx1a,2
Gm26954,0
Pcbp4,2
Calcrl,1
Trhde,0
Ebna1bp2,1
Rps6ka5,2
Tmem147,1
Fstl5,0
A430010J10Rik,1
Ckap5,2
Mrps34,1
Dzank1,2
Slitrk4,1
Zfp932,1
Cyp7b1,0
Srcap,2
Mast1,2
Bend4,1
Ift46,1
Usp4,2
Adhfe1,1
Unc5a,2
A830031A19Rik,1
Zmynd12,1
Prpf38a,1
Phkg2,2
Fmo1,0
Ephx2,1
Psmd3,1
Top1mt,1
Kctd17,2
Sri,1
4933413L06Rik,0
Daam1,1
A730020E08Rik,1
Carm1,2
Phtf2,1
Golga2,2
Rasal2,1
Ube3b,2
Nxf1,2
Fam161a,1
Rnf4,2
Tha1,1
Lmo4,2
Gabbr1,2
Rnpep,2
Rspo3,1
Rab12,2
Pot1b,1
P4htm,1
Rbck1,1
Rab28,1
Gas2l1,2
Pias4,2
Galnt3,0
Prkdc,2
Haghl,1
Spg7,2
Ppt2,2
Xrn1,2
Sbno1,2
Csmd2,1
Cep89,2
Ppt1,2
Hexdc,2
Prkd2,1
Cdk17,2
Dzip1,1
Ncoa2,2
Psmd1,1
Car10,2
Sgpl1,2
Fkbp4,1
Nap1l1,2
Nemf,2
Fezf2,1
Brsk1,2
Kif5a,2
Ubb,0
Ezh1,1
Naa40,2
Kif5b,2
Rhoa,1
Socs5,1
Usp40,2
Fam135a,1
Slc26a4,2
Kifc2,2
Atad2,1
Mccc1,2
Rabep2,1
Mink1,2
Cib2,1
4930517O19Rik,0
Nat10,1
Spock2,2
Slirp,1
Gm15723,1
Fibp,2
Nab2,2
Bend7,1
Gramd1a,2
Cpne4,0
Myo9b,2
Med24,2
Hs1bp3,1
Plekha1,0
Gm5441,1
Gm15577,0
Zfand4,1
Kbtbd11,1
Vcp,2
Cachd1,0
Mdc1,1
Rfwd3,2
Zgpat,2
AU022252,1
Ppp2r3d,1
Nudt5,1
Chrm1,2
Capn1,2
Hpca,0
St8sia6,0
Habp4,2
Cnot6,1
Palmd,1
Rabep1,1
Izumo4,2
Zfp827,1
Ptprb,1
Sec61a1,2
Clvs2,1
Kif21b,2
Adcy3,1
Elf2,1
Ccdc50,1
Cfp,1
Map2k2,2
Celsr3,2
Usp10,1
Mast3,2
Idh2,1
Dok6,0
Ccnl2,2
Fam160b2,2
Cd320,1
Cul5,2
Mrps15,2
Tenm2,2
Pigb,1
Plcl1,0
Nol11,2
Ric8b,2
Crat,2
H2-Ke6,1
Cdk6,2
Cntn3,0
Sp4,1
Fam98b,1
Gm17276,2
Fam49b,1
Epha4,0
Map1a,1
Snrpn,2
Dapk3,2
Git2,2
Chmp2b,1
Gnl3l,1
Skil,1
Hip1,1
Fez1,1
Fxr2,2
Pcid2,1
Dnm2,2
Atp9a,1
6030442K20Rik,1
A530017D24Rik,1
Itch,2
Epha10,2
Ssb,2
Zpr1,2
Dmwd,1
Gpr75,1
Rnf34,1
Kcnk1,1
Ash1l,1
Trim8,2
Stard4,1
Hnrnpu,0
Cwf19l1,1
Cbx7,2
Tbrg4,1
Bet1,1
Schip1,1
Ptms,2
Phf21a,1
2810013P06Rik,1
Gm15414,0
Pck2,2
Gart,1
Slc25a47,1
Kank3,1
Fbf1,1
Itsn1,1
Kansl3,1
Ythdc2,1
Taf1b,1
Zfp536,1
Junos,1
Ube2e1,1
Prtg,2
Gas8,1
Man1b1,2
Abcb8,2
Fggy,1
Ldb1,1
Gosr2,1
Blm,1
Sfxn1,2
Slc6a7,1
Slc35f5,1
Ddx6,1
Slc16a11,1
Usp7,2
Gm14372,1
Coprs,1
Gm15594,1
Ssna1,1
Tenm4,2
Cwc25,1
Rusc1,2
Smoc2,0
D7Ertd443e,2
Mlx,1
Zfp160,1
Eif4enif1,2
Tmem231,1
Slc4a4,1
Raver2,0
Atraid,2
Rtn1,0
Tmem243,1
Zzef1,2
Stk33,1
Abhd8,1
Cdc14b,2
Kansl2,1
Ptprn,2
Mknk2,1
Gm4924,2
Eif5b,1
Ldb2,2
Glt1d1,2
Ttn,0
Rhbdl1,1
Enox2,0
Rnf112,2
Dpyd,1
Cd109,0
Klhl29,1
Fam76a,2
Dazap1,2
Mbip,1
Hdac3,2
Sez6l2,2
Lzts3,2
Dgkz,2
Gtdc1,1
Ncam1,2
Pus7,2
Dtx3,2
2810402E24Rik,1
Suclg1,1
Cacna1a,1
Gm28750,0
Lrrn2,0
Atp5g2,1
Cadm1,2
Lats2,0
