,DEG
Sumf2,0
Rapgef4os1,2
Chfr,1
Mtbp,1
Gmip,0
Mlycd,1
Gng12,1
Lrrc1,1
Fbrsl1,1
Ggnbp2,0
Dnajc16,1
Pdlim7,1
Plec,0
Ndufb5,1
Haus1,1
Hnrnpc,1
Ovol2,1
Ndufb7,1
Akr7a5,1
Atg16l1,0
Pnpla3,1
Tmem80,1
Mapre1,1
Cyb5d2,1
Cebpzos,1
Camk2a,0
Smim13,1
Socs4,1
Eri3,1
Adarb1,1
Ppt1,0
Tmem123,1
Wdr66,0
Tubgcp6,0
Zc3h7b,0
Sez6,0
Cdk5,0
Gabrd,0
Cdc42ep3,1
Syt13,1
Cdk19,1
Mtrr,1
Dlgap3,0
Cend1,1
Phf7,1
Cacnb1,0
Dbndd2,0
Zfand6,1
Baiap2,0
Tmem14c,1
Vstm2a,1
Tspyl5,1
Wars2,1
Gtf3c1,1
Stim2,1
Gnptg,1
Grk5,1
Psd,0
Pdcd4,0
Cers1,0
Nqo2,1
Ganab,1
Abi3bp,1
Itpka,0
Zfp689,1
Palld,1
Ccdc88c,0
Anapc4,1
Rnps1,1
Ltbp4,0
Wdr53,1
1600020E01Rik,0
Rpl17,0
Tpr,1
Lin28b,2
Sec11c,1
Cenpt,1
Tmem150a,0
Tceanc2,1
Nxph1,1
Tysnd1,1
Ei24,1
Fkrp,1
4930419G24Rik,2
Cpsf7,0
Syt7,0
Arhgef2,0
Wnk2,0
9630028H03Rik,2
Stpg1,1
Catsperd,1
Ppp2r3a,2
Ube2d2a,1
Atp6v0d1,0
Slc24a4,0
Hmgcr,1
Gm12068,2
Sirpa,0
Usf2,0
Smarcc2,0
Nkap,1
Agbl4,2
Rras2,0
Zfp740,0
Rnf168,1
Trim37,1
Pik3c2a,1
Usp24,1
Ctbp1,1
Dohh,1
Slc1a6,0
Msi1,1
Efr3b,0
Tnfrsf8,1
Ddx10,1
Chd2,1
Erf,0
Tmem86b,1
Zfp652,1
Katnal2,1
Nudt1,1
Tmem132e,1
Polr1a,1
Gna13,1
Col6a1,1
Srd5a3,1
Tars2,0
Ablim2,0
Mdc1,1
Myo18a,0
Eny2,1
Polr3gl,1
Kpna4,1
Psma5,1
Galnt14,1
Sox6,1
Nedd9,1
Nup153,1
Flot2,1
Sag,1
2610020C07Rik,2
Gpr107,0
Kcnv1,0
Cox8a,0
Tmeff1,1
Ralgps2,1
Sema6a,0
Aatf,1
Gm20319,1
Rpl37a,0
Brpf3,0
Wipf2,0
Pycrl,1
Camk1g,0
Chchd4,1
Prdm8,1
Pde4a,0
Nbeal1,2
Ryr1,0
Hexdc,0
Gm15886,1
Dpf2,1
Zfp142,1
Ipmk,1
Dut,1
Gtf3c2,0
Smad9,1
Paxip1,1
Ift20,0
Elmod2,1
Rplp2,0
Mgat5b,0
Fam20c,1
Pdha1,1
Gpr27,1
Cdh12,2
Cst3,1
Ttyh1,0
Slc25a51,0
Polr3b,1
Spint2,1
Mapk8ip1,0
Klhl18,1
Mrps12,1
Dazap1,1
Ift52,1
Zdhhc8,0
Pde1a,2
Jag2,0
Skiv2l,0
Asphd2,0
Stk25,0
Rfx1,0
Col23a1,1
Cyth3,1
Anxa11,1
Ccdc57,0
Col25a1,0
Rorb,0
Lamtor3,1
Zfhx3,1
Ncam1,1
Zyg11b,0
Yae1d1,1
Rsad1,1
Ccnd2,0
Gm20629,1
Zfp956,0
Ccbe1,0
Etv1,1
Plxnd1,1
Hpcal4,0
Ubiad1,1
Fam122a,1
Spag9,1
Armc9,0
Gm16068,1
Kcnk10,1
Acaa1a,0
Lmo3,1
Zfp14,1
Ctnna3,2
Dmwd,0
Pawr,1
Atp1a1,0
Kpna6,0
Kdm5c,0
Szt2,0
Tmem127,1
Ywhaq,0
Pdzrn4,0
Hlf,0
C130060C02Rik,1
Usp7,0
Lmo7,0
Rgl1,1
Manbal,1
Tmem243,2
Pfkp,0
Sgpp2,1
Tmem107,1
Uhrf1bp1,1
Strip1,0
Slc16a4,2
Zfp428,1
Rrn3,1
Gtf2f2,1
Psmc3,0
Arxes1,1
Trpm4,1
Unc5a,0
Fam192a,1
Fam76b,1
Klhl1,0
Epha3,0
Kcnd2,2
Rpn1,1
Narf,0
Dph1,1
Snrpd1,1
Ndor1,0
Rpl35a,0
Xrn1,1
Adcy1,0
Notch2,1
Lrif1,1
Drc1,0
L1cam,0
Zdhhc14,0
Ankrd10,1
Gm26749,2
2310058D17Rik,1
Pusl1,1
Atp2b2,1
Camkk1,0
Brap,1
Cnot6l,2
Pde7b,2
Gm15083,1
Tbkbp1,1
Foxg1,1
Chrm1,0
Pepd,1
Zfyve26,0
Ncapd2,0
Rabgef1,0
Mxd4,0
Atp6v0e2,0
Zfp146,1
Mrpl55,1
Arhgap32,1
Cul5,1
Stam,2
Abcb8,1
Ptbp1,1
Filip1l,2
Gm15328,1
Sdk1,0
Odf2,0
Nfs1,0
Ahctf1,1
Gm16351,2
Dmpk,0
Tspan15,1
Adnp,1
Adpgk,1
Wbp2,0
Tbc1d14,1
Dyrk1b,1
Gm29666,1
Tmtc3,1
Lzts3,0
Tfrc,0
Pip4k2c,0
Phf8,1
Rgp1,0
Tada2a,0
Bod1l,1
1700021F05Rik,1
Alkbh7,1
Rps6ka2,0
Mapre3,0
Zfp407,2
Pspc1,2
Far1os,2
Nrn1,0
Nrgn,0
Lrfn1,0
Pknox1,1
Ddx6,1
Crym,0
Gm10754,2
Ppp1r12c,0
Iffo2,1
Tyro3,0
Per1,0
Plcxd3,1
Nit1,0
Glrx2,1
Rcor3,1
Slc9a8,1
Ppard,1
Crtc1,0
Rer1,1
Gm17066,0
Elmod1,0
Senp2,0
Chd3,0
Napa,0
Socs7,0
Kcns2,1
Fsd1,0
Usp46,1
Ankrd52,1
Tbc1d30,0
Ugcg,1
Dgkd,0
Sorbs2os,2
Mmel1,0
Ercc3,1
Copa,1
Pdgfc,0
Cerkl,1
Ttll3,1
Eif2ak3,1
Pex5l,1
Lingo3,1
Rfc1,1
Pdcd2,1
Gm15283,1
Celsr2,0
Srfbp1,1
Limk2,0
Lpcat4,0
Bop1,1
Sptan1,0
Kcnb1,0
9530059O14Rik,0
Tsen34,1
Abcc5,0
Cabp1,0
Cntfr,0
Onecut2,1
Tom1l1,0
Gm15155,0
Abcb9,0
Mthfsl,1
Grin3a,0
Nit2,1
Tmem181a,0
Msl1,0
Klf12,2
Traip,0
Ppp1r16a,0
Nek4,1
Hnrnpl,0
Pik3r2,0
Supt5,0
Slc4a1ap,1
Fubp1,0
Spred1,2
Zswim8,0
Gm17167,0
Atp6ap1,0
Ryr3,0
Thumpd1,1
Prkar1b,0
4930445B16Rik,2
Col4a2,0
Gpr162,0
Mplkip,1
Pde2a,0
Gdpd3,1
Zbtb20,2
Pcgf6,0
1700024B18Rik,2
Kcnip2,0
Cyp46a1,0
Gnb1,0
Pdcd7,1
Taok1,0
Sfr1,1
Rps3a1,1
Stard7,0
Actn1,0
Zkscan17,1
Fras1,0
Arhgef10,1
Ampd2,0
Nrbf2,1
Fscn1,0
Eml2,0
Cyp7b1,1
Hectd2,1
Nlgn1,2
Ephx4,1
Cep131,1
Pacrg,2
Gm10563,1
Pstpip2,1
Dpm1,1
Ccser1,1
Trerf1,0
Zfr2,0
Syvn1,1
Abca5,1
Faim2,0
Gfod2,1
Twist2,1
Egln2,1
Rims4,1
Sorcs1,2
Ints7,0
Amz1,0
Shc2,1
Tmem198,1
Tanc2,1
Smoc2,0
Synpo,0
Nrg3os,2
Atp9a,0
Rps9,0
Cdh13,0
Setd1a,0
Rab4a,1
Pea15a,0
Pip4k2b,0
Slc35f1,1
Rasal2,1
Ell,0
Nubpl,1
St6gal2,0
Rab11fip4,0
Fam81a,0
Csmd3,1
Zscan12,1
Wac,2
Zzz3,1
Sema4d,0
Ift172,0
Becn1,0
Hsph1,0
Zfp346,1
Hnrnpr,0
Carm1,0
Slc6a17,0
Chd6,2
Atxn2l,0
Cers4,0
Slc7a6os,1
Nckipsd,0
Vcp,0
4930412C18Rik,1
Atp6v0c,0
Entpd6,1
Bbs9,1
Ltk,0
Hey1,1
Gas7,0
Dhrs1,1
Terf2,0
3110039M20Rik,1
Ptgs2,1
Rap1gds1,2
Xrcc1,1
Ide,2
Cyp4f13,1
Champ1,1
Tor1b,0
Ehmt2,0
Gla,1
Pcyox1,1
Hrk,0
Ankrd33b,0
Itga6,1
Sbno2,1
Lrfn5,1
Thsd1,1
Bax,1
Asic1,0
Atp1a3,0
Stxbp1,0
Dnajb9,1
Rps21,0
Dnal1,0
Gm26954,2
Traf7,0
Fnip1,2
Rnf126,1
Ptgfrn,1
Gm13832,1
Plch2,0
1700034H15Rik,1
Usp21,0
Ric1,2
Phka2,1
Cstf2,0
Rasgrf2,1
Man1b1,0
Tipin,0
Izumo4,0
Gpr19,1
Tbrg1,1
Ptprz1,0
Aplp1,0
Gtf2b,1
Pkp4,1
Klhdc9,1
Timm44,0
Neurl1a,1
5330438D12Rik,2
Uchl1,0
Ammecr1,2
Capn1,1
Csf2ra,0
Nat8l,0
Cers2,1
Rassf1,1
Zcchc4,1
Tceal8,1
Ddx49,1
Pianp,0
Spns2,0
Ctsd,1
Xpr1,2
Fus,0
Lzts2,1
Akap11,1
G630016G05Rik,0
Nr6a1os,2
U2af1l4,1
Dcaf15,0
Rps19,0
Lrfn3,1
Mturn,1
Nrbp2,0
Khsrp,0
Ttc8,1
Tmem214,0
Adam15,0
Tubb4b,1
Abcb10,1
Ngef,0
Ctxn1,0
Wdr76,1
Mapt,0
Arpc2,0
Lztfl1,1
Phkg2,0
Mospd1,1
1700010K24Rik,1
Ranbp3,0
Slc16a14,1
Cacybp,1
Tmem138,1
Syngr3,0
Elof1,1
Map3k15,1
Pcmt1,0
Dagla,0
Rtl1,1
Wdr27,1
Agap3,0
Grsf1,1
Zc3h7a,0
Ddr1,0
Dnajc1,2
Foxred2,1
Slc8a2,0
Fbrs,0
Gm11906,1
Drap1,0
Ankrd46,1
Med16,0
Slc22a14,1
Tuba1b,0
Jph4,0
Apc2,0
Stmn3,0
Snrk,1
Bag2,1
Zmat2,1
Atic,1
Gm10767,1
Ttll5,1
Fbxw7,0
Arhgap20os,2
Hdac5,1
Fcho1,0
Celf5,0
5530401A14Rik,2
Ctc1,0
Tmem164,1
Smad7,1
Cul9,0
Ssu72,1
Ubr3,1
Bbx,2
Elk3,1
Atat1,0
Elmsan1,0
Uqcr11,1
Kcnab2,0
Prim1,1
Vwa5b2,0
Pxylp1,1
Exd2,0
Gm10827,0
Gm12064,2
Ncbp2,1
Igsf11,1
Gng4,1
Celf3,0
Rbm3,0
Amotl1,1
Ano10,1
Nlgn2,0
Gpatch1,0
Pak1ip1,1
A230072E10Rik,1
Sh3pxd2b,0
Fat4,0
Wbp1l,1
Itfg1,1
Xpnpep3,1
A230083G16Rik,1
Nebl,1
Gpt2,1
Arl16,1
Tbc1d9b,1
Lmtk2,0
Rab6b,1
Sox9,1
Gpsm1,0
Yipf4,1
Usp11,0
Slc12a9,0
Adcy10,1
Tet1,1
Ppfibp1,0
Rc3h2,0
Rabggtb,1
Adk,2
4930473A02Rik,1
Gabrb2,2
Cdc42bpa,1
Abcb1b,1
Nat9,1
Aacs,0
Gm17484,1
Polr2h,1
Hpca,1
Pdia6,0
Ntng2,0
Ttc14,0
Wdr6,0
Lcor,1
Chd8,0
Cacng2,1
Hprt,1
Rab40c,0
Etl4,2
Ergic3,0
Parp8,1
Psen1,1
Mast4,2
Brinp2,0
Edem2,1
Sparcl1,0
Akap13,2
Wdfy3,1
Endod1,1
Slc24a2,2
Mapk8ip3,0
Galns,0
Nop56,0
Rap2b,1
Azin2,1
Cckbr,0
Tob2,1
Zbtb44,1
Gnb2,0
Pfdn1,1
Furin,0
Cald1,1
Gm11655,2
Noxred1,1
Rexo4,0
Efhd2,1
5330439A09Rik,1
Kri1,0
Phc2,0
Zdhhc1,0
Eaf2,2
Tmem259,0
Gsg1l,1
Polrmt,1
Dbndd1,1
Dnaic1,1
Foxred1,1
Rmnd5b,0
Sgcz,2
Tmem17,1
Mark3,0
Zfp516,1
Sec24d,1
Tm2d3,1
Cnih2,0
Rbfox2,0
Csnk1e,0
Leprot,1
Kcnmb4os2,1
Minpp1,1
Fbxl16,0
Gm13269,2
1600010M07Rik,2
Rnasek,1
Ovgp1,1
G3bp2,0
Tnk2,0
Marcks,0
Htr1b,1
Yeats2,0
Grid1,2
Eif4enif1,0
Begain,0
Cox7a2,1
Tbc1d7,1
Eef2,0
Cept1,2
Trmt1,0
Mbd4,0
Cyhr1,1
Fam98b,1
Plxna2,0
Spag5,0
Rnf113a2,1
Tmem87a,1
Ttc9b,1
Calm2,0
Ppil2,1
Cyth2,1
Celf2,1
Agap2,0
AY036118,2
Bcl10,1
Zfp523,0
Nprl2,1
Slc17a7,0
Gm14827,0
Rilpl1,0
Ugdh,1
Cpne6,0
Pi4k2b,1
Sept8,0
Npdc1,0
Naa10,1
Tmem145,1
Chn2,1
Tmeff2,2
Mdh2,1
B4galt2,0
Mthfd1,1
Serpinb6a,1
Supt6,0
Pdhb,0
Arrdc1,1
Thoc1,0
Tle3,0
Clip1,0
Akap1,0
Rps2,0
Pmpca,0
Zfp330,1
Strn3,1
Syt5,0
Gm13187,1
Zfp668,1
Rrp1,1
Ddb2,0
Fancd2,1
Dok5,0
Gramd1b,0
Wrap53,1
5031415H12Rik,2
Gm21887,1
Smarcc1,0
Nova1,2
Plch1,0
Pdhx,1
Zfp462,0
Zfp37,1
Hnrnpul1,0
Zbtb5,1
Kctd6,1
Pex5,1
Brsk1,0
9530077C05Rik,1
Dpysl2,1
Foxk2,1
Atp7a,1
Klhdc3,0
Chka,0
Taok3,0
Pip5k1c,0
Nelfb,0
Gm28376,2
Abr,0
Trp53,1
Cutc,1
Bsn,0
Aco2,0
Exoc4,2
Xpa,1
Smarca4,1
Enc1,0
Psmd2,0
Calm1,0
5730522E02Rik,2
Ndufs7,0
Ppp1r37,0
Ube4bos1,1
Dlk2,0
B830012L14Rik,0
Tpp1,0
A230004M16Rik,2
Rnf6,1
Unc13a,0
Rimklb,0
Zcchc18,0
Dedd,1
Sertm1,1
Serinc3,1
Kptn,0
Mtmr9,0
Gas6,1
Map3k11,1
Wee1,1
Firre,0
Wdr34,0
Tsen2,1
Gng3,0
Rpl37,0
Kidins220,1
Higd1a,1
Gpaa1,1
Prpf31,1
Pcdh9,2
Cog4,0
Ltbp1,1
Dnajb1,1
Pnpo,1
Ptgs1,1
Tmem39a,1
Colgalt1,0
Map2k2,0
Atg2a,0
Blnk,1
Wrn,1
Bmp1,0
Akr1a1,0
Crocc,0
Elp5,1
Mbp,1
Gan,1
Pisd,0
Jarid2,2
Xndc1,0
Col16a1,1
Smoc1,1
Tjp2,1
Mat2a,0
Tiam2,0
Ccdc14,1
2900093K20Rik,0
Uck1,1
Lbr,1
Slitrk1,0
Taf1,0
Kif3c,0
Med1,0
Iqgap1,0
Zmym5,0
Sdhaf1,1
Ttc23,1
Camkk2,0
Rcc1,1
Zc3hc1,1
Pitpnc1,1
Exosc10,0
Camk2b,0
Ints9,1
Vmn2r87,1
Lss,1
Prpf8,1
Ubald1,0
Slc22a5,1
Ckap5,0
Sec22c,1
Vwa3a,0
Snhg11,1
Chst8,1
Nim1k,1
Pdzd4,0
9430038I01Rik,1
Daglb,0
Bola1,1
Hspbp1,1
Rev3l,2
2310039H08Rik,1
Dmtn,0
Psmd13,0
Gripap1,0
Clstn3,0
Gm765,2
Tnfrsf25,0
Arf5,0
Ppp4r4,2
Mgst3,1
Marf1,0
Kcnn3,1
Eef2k,0
Cltb,0
Mrps17,1
Camta2,0
Coro1a,0
Twf2,0
Pi4ka,0
Gm20642,2
Ak4,1
Cramp1l,0
Pphln1,1
Arhgef28,0
Mllt6,0
Lsm1,1
Camkmt,1
Vbp1,1
Aebp2,1
Kcnq2,0
Kat7,1
Syngap1,0
Caskin1,0
Gmeb1,1
Phax,1
Slc38a7,0
F730043M19Rik,0
Clint1,1
Sgsm1,0
Dcaf11,0
Rsf1os1,2
1810013L24Rik,1
Vps16,0
Lingo1,0
Actr1b,0
Prrt3,1
Palm,0
Runx2os1,1
Tardbp,0
Acly,1
Lpin1,1
Rbm28,0
Mrpl44,1
Podxl,1
Ube3a,2
Nkain3,0
H2-DMa,1
Scn3a,0
Poc1a,1
Madd,0
Ttyh3,1
Grin1,0
Ogt,0
Ccdc30,0
Bzw2,0
D630045J12Rik,0
Rpl7,1
Ptms,0
Lrrn2,1
Nr4a1,0
Slc30a10,1
Dnm2,0
Sgk3,0
Asxl3,0
Adamts17,0
Rabac1,0
1110002L01Rik,1
Hsp90b1,0
Prmt1,1
Atxn7l1,1
Gm16701,1
Wnk3,1
Mov10,1
Ttc5,0
Phyhip,0
Atp6v0e,1
Sult4a1,0
Eif3j1,1
Gm14286,1
Brsk2,0
Mtx1,1
Grik4,0
Rcor1,0
Pafah1b1,0
H3f3b,1
Prpf38b,0
Rpl13a,0
Srsf7,0
Lypla2,0
Nab2,0
4931423N10Rik,1
Setd1b,0
Cadps2,1
Trpm3,2
Lactb,1
Spock2,0
Prepl,2
Gkap1,0
Aph1a,1
Tsr3,1
Rab15,1
Pitpna,0
Wwc1,0
Prkrip1,1
Sema3e,1
Gm13619,1
Arrdc4,1
Celf4,0
Radil,0
Rabgap1l,2
Dnaja4,1
Rps14,0
Zfp933,1
Akt2,0
Efcab12,0
Mreg,1
Nptxr,0
Slc19a1,1
Traf5,1
Itm2c,0
Mast1,0
Sec11a,1
Fhl2,1
Slc7a4,0
Galnt3,1
Tbc1d2b,1
Icam5,0
Ints3,0
Pcdh8,0
Man2b1,0
Rab6a,1
Lekr1,1
Nbn,1
Fez1,1
Nav3,1
Faf1,1
Phrf1,0
Msi2,1
Esrra,0
Sorbs1,0
Sirt6,1
Rasal1,0
Stt3a,0
Ap1s1,0
Olfm1,0
Txnrd2,1
Lars2,0
Gpm6b,1
2210406O10Rik,1
Cfdp1,1
Sgms1,0
Ranbp2,1
Ly6h,0
Lamp5,0
Focad,1
Zc3h12b,1
Ggct,1
Adamts2,0
Golga2,0
Map6,0
Dnm1,0
6530409C15Rik,2
Soga1,1
Tenm2,2
Pcdh10,1
Ythdf2,1
Rprd2,1
Ankrd6,0
Psmg4,1
Ubtd1,1
Dyrk3,1
Trpm2,1
Stmn4,0
Nme6,1
Gng13,0
Mcfd2,1
Ccnd1,1
Abhd16a,0
Polr2a,1
Sema4a,0
Irak1,0
Ccnl2,0
Crat,0
Tiparp,1
Rab5a,1
Apbb1,0
Specc1,2
Scn8a,0
Brd9,0
Ppp2r5b,0
Tstd2,1
Eif4a1,0
Gmppa,0
Ranbp10,0
Pfkm,0
Tmem50a,1
Swi5,1
Capzb,0
Hars,1
Mta2,1
Aarsd1,1
C920021L13Rik,1
Jtb,1
Arl6ip1,0
Ddx54,1
Gpr75,1
Nomo1,0
Avl9,1
Dysf,0
Cyfip2,0
Ppp4r2,0
Ciapin1,1
Rsf1os2,2
Lrp1,0
Zscan26,1
Clptm1,0
Cables1,1
Ecd,0
Mef2d,0
Dus2,0
Rps8,0
Commd3,1
Cuedc1,0
Notch3,1
Plekha7,0
Gpx4,0
Rsrc1,1
Bcl7c,1
Trrap,0
Abca2,0
Usp22,1
Zfp707,1
Zmym3,0
1500035N22Rik,1
Ptchd1,1
Fuom,1
Vwc2,1
Fam160a2,1
Chd7,1
Syt17,0
Ahsa2,1
Slc39a11,1
Gm15810,2
Bdh1,1
Bend6,1
Kmt2b,0
Cit,0
Scn1b,1
Hdac3,0
Srcap,0
Snapc4,0
Rpap1,0
Otof,0
Kitl,0
Etf1,0
Ptma,1
Atraid,0
Rpl14,0
Src,0
Ncan,0
Rasgef1a,0
Glb1l,1
Palmd,0
Lmo4,0
Plcl2,2
Tuba4a,0
St8sia2,0
Mapkap1,2
Leng9,2
Nol9,1
D430019H16Rik,1
Ppp2r2d,1
Malsu1,1
Mrps5,1
Ldhd,1
Ube2v2,1
Unc80,1
1110051M20Rik,1
Mkx,0
Dhcr24,1
Naga,1
Dyrk2,0
Crlf3,1
5031425E22Rik,1
Calm3,0
Oprm1,2
Tsc22d2,2
Spata1,1
Aatk,0
Chchd3,2
Rassf8,2
Ipo9,0
Ptk2b,0
Pnpla7,1
Fance,0
Cap2,0
Ncor2,0
Cdk5r2,1
Zeb1,2
Pdzd2,0
Eef1a2,0
Taok2,0
C2cd2l,0
Cdh2,2
Atf6,1
Ccdc6,1
Sptbn2,0
Sfmbt2,0
Col4a3bp,2
Rpl32,0
Gpc5,0
Gm17171,2
Bri3bp,0
Pitpnm2,0
Btg1,1
Rbms1,1
Gdi1,0
Blzf1,1
Unk,0
Cblb,1
Ptpn4,2
Nsun5,1
Cep89,0
Syngr1,0
Cuedc2,1
Rab11fip3,0
Ano6,0
Snx3,1
Shisa5,1
Fxr2,0
Sugp1,1
Dlst,0
Brwd1,1
Lrp3,1
Anp32a,1
Clpp,0
Golim4,1
Arfgef2,0
Zfp644,2
Nav1,0
Vwa8,2
Slc25a44,0
Mpp2,0
Map4k2,0
Plcl1,2
Rfx3,0
Vmn2r29,1
Zfp74,1
Ypel1,0
Map1a,1
Ddx17,0
Stx8,1
Pcdh7,2
Kcnj9,0
Atp2b3,0
Gm15787,1
Csnk1g1,0
Gm14066,1
Rai1,0
Zdhhc16,1
Rpl13,0
Atxn7l3b,1
Nrxn2,0
Jagn1,1
Tmem163,1
Uqcrc1,1
Clasrp,0
Hs3st2,0
Nmt1,0
Map2k1,1
Car11,0
Atf7ip,2
Mical3,0
Taco1,0
Gm12296,1
Esyt3,1
Snta1,0
Xpo1,0
B3gat2,1
Ebf4,0
Sccpdh,1
Zbtb7a,0
Sorcs2,0
Mark2,0
Cyb561a3,1
Sv2a,0
L3mbtl2,1
Rbbp8,1
Casp7,1
Prlr,1
Stoml2,1
Klhl36,1
St3gal5,1
Exoc7,1
Atcay,0
Psmf1,1
Gramd4,0
Srsf6,0
Lrrfip1,0
D6Wsu163e,1
Sox5,0
4930402H24Rik,0
Gm26936,1
Fbxl17,2
Afg3l1,1
Extl3,1
Cacna1i,1
Gramd1a,0
Arr3,1
Gpr176,1
Adar,0
Txndc17,1
Ier5,1
Chrd,0
Sh3rf1,1
Sncb,0
Dld,1
Pnn,0
Slc25a11,1
Slc3a2,1
Pafah1b2,1
Gm21954,2
Fgf5,1
Rundc3a,0
Sbk1,1
Fbxl7,0
Rabif,1
Sergef,1
4930593A02Rik,1
Hp1bp3,1
Diablo,0
Cdh22,0
Mrpl1,1
Gm29170,1
2510002D24Rik,0
Nek10,0
Ddit3,1
Kansl1l,2
1700016P03Rik,0
Rnf40,1
Ube2b,0
Egln1,0
Usp4,0
Fasn,1
Thra,0
Psmg1,1
Med24,0
Shisa6,1
Pwp2,1
Gnaz,0
Zdhhc9,1
Alg11,1
Iqcc,1
Gm20721,2
Plekhn1,0
Cdh23,1
Pank3,1
Slc16a6,1
Pnmal1,1
Arfgap2,1
Clec2l,1
Atp6v1b2,0
Ncoa1,1
Plekha2,1
Miat,0
Chga,0
Lrrc28,1
Psmb1,1
Pde3b,1
Insr,1
Eda,1
Pabpc4,0
Snx19,1
Nme1,1
A730017L22Rik,1
Dnajb6,1
Dgkz,0
Hip1,0
Rsbn1l,1
Chst1,0
Farsa,0
Vgll4,1
Abca3,0
Stk40,1
Tpt1,1
Kif1b,0
Gpam,1
Gstm5,1
Lrtm1,2
Rhbdl3,0
Gm28494,1
Mapk3,0
Sun1,0
Zfp212,1
Prkx,1
March2,1
Pigt,0
Ppme1,1
Ankrd16,1
Cib2,1
Tvp23a,1
Ptpmt1,1
Ccdc32,1
Nek9,1
Oprd1,1
Clk2,0
Vsnl1,1
Actr1a,0
Hnrnpk,2
Pnma2,1
Nin,1
Cgrrf1,1
C130036L24Rik,1
Cacna1a,0
Trnp1,1
Zrsr2,1
Gm14329,1
Txn2,1
Calr,0
Banf2,0
Neurod2,0
Gm29488,1
Gpi1,0
Bag6,0
Commd9,1
Trafd1,0
Chpf2,0
Atg4a,1
Cebpz,0
Rab5c,1
Ccdc120,1
Arhgap42,1
Arhgap10,0
Hyou1,0
Igsf21,0
Plcb1,2
Thap7,1
Mtmr1,1
Ruvbl2,1
Dpf1,0
Hmgxb4,1
1700110K17Rik,1
Gstm1,1
Mapk1ip1,1
Ptpro,0
Gm17545,1
2210408I21Rik,1
Stxbp5l,2
Tdrd7,1
Lix1,0
Rps29,0
Snrnp70,0
Mccc2,1
Zfp867,1
Ipcef1,1
Atxn7l3,0
Bag5,1
Ift140,0
Patz1,1
Ubash3b,1
Neurl4,0
Fmnl1,0
Matn2,0
Pank1,1
Ndufs4,1
Ttll12,1
Zfp839,1
Zfp511,1
Senp5,0
Vars2,0
Pde9a,1
Ndufaf3,1
Slc26a10,1
Picalm,2
Chd4,0
1110008P14Rik,1
Rad54l2,1
Pfdn4,1
Mlf2,1
4930545L23Rik,2
Rb1cc1,0
Farsb,1
Tmem33,1
Mycbp2,1
Gm28379,2
Tmem132b,0
Eya1,1
Hap1,0
Otud6b,1
Pak7,1
Kalrn,0
C130026L21Rik,0
Coq7,1
Cdh11,1
Ube2d3,1
Prkd1,0
Sptbn4,0
Gabbr1,0
Enpp2,0
Ercc2,0
Tmem50b,1
Arf3,0
Fkbp8,0
Cab39l,2
Bmi1,1
Pex7,1
Cspg5,1
Gm26917,0
Ring1,0
