2mo,9mo,18mo,gene_name,distance
0.84,0.67,0.59,Ptprj,56496
0.67,0.71,0.43,Ptprj,54011
0.81,0.72,0.61,Ptprj,34976
0.83,0.89,0.68,Ptprj,24036
0.6,0.8,0.59,Ptprj,22534
0.76,0.71,0.54,Ptprj,19233
0.35,0.16,0.15,Ptprj,16655
0.69,0.62,0.47,Ptprj,12394
0.37,0.07,0.06,Ptprj,11127
0.39,0.21,0.13,Ptprj,8701
0.22,0.0,0.03,Ptprj,8096
0.29,0.16,0.07,Ptprj,7935
0.66,0.55,0.38,Ptprj,5960
0.66,0.49,0.31,Ptprj,4747
0.76,0.89,0.69,Nup160,629
0.6,0.74,0.86,Nup160,1845
0.47,0.69,0.68,Nup160,20433
0.93,0.92,0.7,Nup160,13150
0.53,0.35,0.26,Fnbp4,15137
0.42,0.21,0.18,Fnbp4,14880
0.52,0.65,0.75,Agbl2,2973
0.42,0.66,0.48,Agbl2,23924
0.68,0.93,0.81,Mtch2,6391
0.69,0.56,0.4,Mtch2,2899
0.52,0.58,0.72,C1qtnf4,1212
0.37,0.31,0.11,C1qtnf4,3464
0.56,0.58,0.36,Kbtbd4,3863
0.56,0.58,0.36,Ptpmt1,3047
0.36,0.11,0.18,Gm17661,1354
0.36,0.11,0.18,Ptpmt1,1698
0.49,0.34,0.24,Celf1,27775
0.25,0.16,0.38,Gm13777,418
0.51,0.71,0.68,Spi1,4054
0.22,0.32,0.42,Spi1,6063
0.81,0.68,0.55,Madd,14951
0.44,0.33,0.24,Madd,23629
0.43,0.4,0.18,Madd,15669
0.53,0.42,0.3,Madd,4788
0.53,0.36,0.33,Gm13783,2334
0.53,0.36,0.33,Nr1h3,8594
0.82,0.69,0.56,Gm13783,5256
0.82,0.69,0.56,Gm23390,1000
0.82,0.69,0.56,Nr1h3,5672
0.82,0.78,0.6,Acp2,5822
0.82,0.78,0.6,Ddb2,704
0.34,0.55,0.55,Ddb2,7713
0.69,0.48,0.36,Ddb2,9365
0.69,0.59,0.44,Ddb2,9646
0.85,0.95,0.73,Ddb2,8653
0.65,0.8,0.87,Gm17281,3192
0.65,0.8,0.87,Pacsin3,849
0.55,0.65,0.76,Gm17281,2680
0.55,0.65,0.76,Pacsin3,1361
0.58,0.49,0.32,Pacsin3,5081
0.86,0.73,0.62,Pacsin3,6007
0.65,0.41,0.47,Pacsin3,6329
0.46,0.26,0.15,Pacsin3,2724
0.46,0.26,0.15,Arfgap2,981
0.31,0.16,0.08,Pacsin3,2421
0.31,0.16,0.08,Arfgap2,1284
0.81,0.69,0.58,Arfgap2,6517
0.7,0.47,0.5,Arfgap2,7171
0.45,0.32,0.18,Arfgap2,3971
0.45,0.32,0.18,1110051M20Rik,1892
0.41,0.19,0.17,Arfgap2,3844
0.41,0.19,0.17,1110051M20Rik,2019
0.4,0.19,0.16,Arfgap2,874
0.4,0.19,0.16,1110051M20Rik,4989
0.42,0.14,0.23,1110051M20Rik,12553
0.44,0.29,0.21,1110051M20Rik,39981
0.69,0.71,0.9,1110051M20Rik,73976
0.61,0.46,0.3,1110051M20Rik,41017
0.73,0.82,0.59,Lrp4,7986
0.57,0.45,0.3,Lrp4,18068
0.76,0.6,0.52,Lrp4,24255
0.77,0.52,0.74,Lrp4,29955
0.71,0.65,0.46,Lrp4,28738
0.71,0.6,0.39,Lrp4,20406
0.67,0.55,0.45,Lrp4,18481
0.58,0.71,0.49,Lrp4,7077
0.84,0.71,0.6,Ckap5,1468
0.65,0.56,0.45,F2,5664
0.81,0.84,0.61,Arhgap1,6248
0.78,0.58,0.42,Arhgap1,7099
0.73,0.5,0.48,Arhgap1,1877
0.73,0.5,0.48,Atg13,169
0.43,0.24,0.15,Arhgap1,780
0.43,0.24,0.15,Atg13,928
0.79,0.62,0.57,Atg13,3554
0.67,0.33,0.16,Atg13,13244
0.52,0.38,0.28,Atg13,16564
0.74,0.62,0.43,Atg13,17023
0.61,0.56,0.33,Atg13,6798
0.8,0.88,0.61,Harbi1,5694
0.8,0.88,0.61,Gm13776,1568
0.71,0.6,0.45,Harbi1,5108
0.71,0.6,0.45,Gm13776,982
0.53,0.3,0.36,Ambra1,2962
0.79,0.59,0.58,Ambra1,3995
0.7,0.9,0.89,Chrm4,387
0.47,0.58,0.74,Chrm4,2476
0.47,0.58,0.74,Mdk,407
0.25,0.48,0.35,Chrm4,718
0.25,0.48,0.35,Mdk,2165
0.58,0.76,0.8,Dgkz,6058
0.74,0.61,0.53,Dgkz,16715
0.74,0.61,0.53,Gm9821,2116
0.34,0.18,0.12,Dgkz,17271
0.34,0.18,0.12,Gm9821,1560
0.32,0.1,0.13,Dgkz,19655
0.5,0.73,0.61,Dgkz,12411
0.35,0.53,0.59,Dgkz,12300
0.6,0.84,0.82,Dgkz,4088
0.25,0.42,0.19,Creb3l1,38
0.27,0.47,0.55,Creb3l1,4028
0.7,0.88,0.93,Creb3l1,4140
0.47,0.77,0.7,Creb3l1,4267
0.72,0.55,0.52,Creb3l1,14590
0.9,0.72,0.63,Creb3l1,13649
0.6,0.47,0.31,Creb3l1,13317
0.53,0.3,0.24,Creb3l1,4217
0.32,0.54,0.36,Gm13780,6327
0.53,0.71,0.51,Gm13780,11115
0.42,0.51,0.65,2900072N19Rik,3253
0.42,0.51,0.65,Gm13780,14869
0.5,0.56,0.35,2900072N19Rik,4106
0.5,0.56,0.35,Gm13780,15722
0.27,0.44,0.16,2900072N19Rik,431
0.27,0.44,0.16,Gm13780,19565
0.65,0.82,0.86,Gm13780,28191
0.63,0.76,0.86,Gm13780,27729
0.59,0.94,0.77,Gm13780,26543
0.63,0.54,0.8,Gm13780,25945
0.61,0.82,0.78,Gm13780,130
0.61,0.82,0.78,Phf21a,6795
0.6,0.59,0.4,Phf21a,25580
0.59,0.64,0.43,Phf21a,80160
0.46,0.28,0.1,Phf21a,80404
0.31,0.15,0.06,Phf21a,95490
0.66,0.86,0.87,Phf21a,95962
0.82,0.6,0.78,Mir1955,289
0.82,0.6,0.78,Phf21a,99149
0.47,0.44,0.25,Mir1955,1134
0.47,0.44,0.25,Phf21a,99994
0.62,0.45,0.36,Mir1955,1851
0.62,0.45,0.36,Phf21a,100711
0.7,0.67,0.36,Phf21a,109830
0.67,0.58,0.45,Phf21a,114578
0.56,0.4,0.31,Phf21a,100957
0.98,0.75,0.91,Phf21a,95183
0.52,0.28,0.25,Gm13785,2213
0.52,0.28,0.25,Phf21a,54299
0.5,0.26,0.29,Phf21a,34028
0.63,0.85,0.72,Phf21a,6627
0.25,0.32,0.49,Phf21a,5933
0.45,0.62,0.69,Gyltl1b,4801
0.56,0.72,0.77,Gyltl1b,4283
0.56,0.72,0.77,Pex16,90
0.56,0.37,0.27,1700029I15Rik,2305
0.56,0.37,0.27,Mapk8ip1,3727
0.56,0.37,0.27,Mir7000,19
0.48,0.66,0.28,Mapk8ip1,3120
0.68,0.5,0.45,D930015M05Rik,5081
0.68,0.5,0.45,Cry2,10327
0.45,0.29,0.25,D930015M05Rik,10854
0.45,0.29,0.25,Cry2,12589
0.74,0.47,0.59,D930015M05Rik,4024
0.74,0.47,0.59,Cry2,5759
0.47,0.39,0.24,D930015M05Rik,3264
0.47,0.39,0.24,Cry2,4999
0.53,0.33,0.5,Slc35c1,3770
0.24,0.27,0.44,Slc35c1,1846
0.3,0.43,0.21,Gm13814,2940
0.62,0.42,0.34,Gm13814,3452
0.76,0.96,0.97,Gm13814,11821
0.55,0.76,0.77,Gm13814,11971
0.39,0.61,0.47,Gm13814,13766
0.51,0.61,0.73,Gm13814,18915
0.45,0.5,0.65,Gm13814,9523
0.51,0.73,0.74,Gm13815,1361
0.35,0.53,0.63,Mir7222,1665
0.71,0.86,0.92,Chst1,3262
0.66,0.9,0.93,Chst1,4690
0.5,0.6,0.79,Chst1,4736
0.59,0.79,0.77,Chst1,8404
0.56,0.63,0.77,Gm13816,10382
0.54,0.76,0.73,Gm13816,6465
0.49,0.76,0.52,Gm13791,1729
0.13,0.34,0.27,Gm13791,16317
0.63,0.69,0.88,Gm13791,25920
0.53,0.47,0.33,Syt13,16249
0.69,0.8,0.9,Syt13,8908
0.3,0.42,0.56,Prdm11,4264
0.44,0.59,0.68,Prdm11,12202
0.73,0.87,0.94,Prdm11,37913
0.67,0.41,0.41,Prdm11,33987
0.62,0.78,0.9,Prdm11,3424
0.62,0.78,0.9,4631405J19Rik,1989
0.5,0.72,0.64,Gm13802,4173
0.53,0.71,0.73,Trp53i11,1434
0.64,0.84,0.78,Tspan18,5812
0.25,0.24,0.04,Tspan18,16158
0.46,0.31,0.17,Tspan18,23946
0.26,0.54,0.65,Tspan18,26825
0.53,0.66,0.75,Tspan18,33821
0.72,0.88,0.93,Tspan18,48673
0.45,0.49,0.28,Tspan18,57689
0.66,0.81,0.91,Tspan18,66689
0.46,0.59,0.74,Tspan18,66996
0.27,0.5,0.36,Tspan18,57632
0.73,0.55,0.48,Tspan18,53752
0.64,0.65,0.9,Tspan18,53157
0.59,0.79,0.8,Tspan18,50210
0.36,0.51,0.6,Tspan18,44619
0.1,0.31,0.22,Tspan18,33018
0.31,0.52,0.62,Tspan18,32666
0.41,0.64,0.68,Tspan18,32412
0.48,0.68,0.78,Tspan18,23622
0.58,0.76,0.78,Tspan18,17055
0.44,0.65,0.71,Tspan18,16613
0.52,0.53,0.76,Tspan18,14429
0.72,0.73,0.93,Tspan18,14154
0.37,0.19,0.12,Tspan18,8410
0.7,0.9,0.79,Tspan18,5313
0.1,0.24,0.34,Tspan18,1625
0.28,0.54,0.58,Gm23380,1695
0.3,0.12,0.39,Gm13807,3942
0.62,0.45,0.36,Gm13807,2814
0.62,0.45,0.36,Cd82,95
0.69,0.85,0.89,Cd82,13284
0.66,0.56,0.34,Cd82,15753
0.49,0.66,0.78,Cd82,23045
0.6,0.8,0.82,Cd82,23801
0.52,0.41,0.29,Cd82,7579
0.52,0.41,0.29,Gm10804,6742
0.33,0.59,0.49,Cd82,3145
0.33,0.59,0.49,Gm10804,9876
0.29,0.36,0.56,Cd82,2057
0.29,0.36,0.56,Gm10804,8788
0.41,0.68,0.64,Cd82,2022
0.41,0.68,0.64,Gm10804,8753
0.31,0.47,0.55,Gm10803,771
0.59,0.8,0.77,Alx4,859
0.32,0.57,0.43,Alx4,1355
0.41,0.62,0.5,Alx4,1684
0.24,0.46,0.31,Alx4,1755
0.21,0.35,0.47,Alx4,3153
0.47,0.64,0.69,Alx4,3233
0.57,0.78,0.75,Alx4,5537
0.38,0.48,0.61,Alx4,5632
0.21,0.32,0.41,Alx4,5886
0.45,0.52,0.65,Alx4,6117
0.38,0.27,0.6,Alx4,8352
0.36,0.58,0.55,Alx4,8549
0.38,0.56,0.6,Alx4,8705
0.87,0.81,0.59,Alx4,19264
0.87,0.81,0.59,Ext2,620
0.23,0.26,0.45,Alx4,20572
0.23,0.26,0.45,Ext2,3739
0.36,0.57,0.51,Alx4,11730
0.36,0.57,0.51,Ext2,12581
0.65,0.73,0.49,Alx4,6035
0.65,0.73,0.49,Ext2,18276
0.6,0.75,0.5,Alx4,5866
0.6,0.75,0.5,Ext2,18445
0.7,0.91,0.83,Alx4,1871
0.7,0.91,0.83,Ext2,22440
0.54,0.43,0.78,Ext2,25061
0.37,0.47,0.66,Ext2,37023
0.72,0.85,0.93,Ext2,37924
0.48,0.39,0.25,Ext2,56161
0.38,0.31,0.17,Ext2,51845
0.53,0.65,0.74,Ext2,45293
0.53,0.34,0.31,Ext2,22853
0.48,0.65,0.74,Accs,8912
0.48,0.68,0.44,Accs,3096
0.49,0.33,0.26,Gm1335,1965
0.32,0.15,0.09,Gm1335,419
0.37,0.51,0.69,Gm27027,9740
0.53,0.71,0.73,Gm27027,21216
0.18,0.38,0.28,Alkbh3,1607
0.75,0.6,0.47,Hsd17b12,4856
0.58,0.69,0.8,Hsd17b12,14896
0.45,0.71,0.63,Hsd17b12,21437
0.79,0.95,0.73,Hsd17b12,34872
0.7,0.86,0.65,Hsd17b12,62699
0.37,0.6,0.43,Hsd17b12,29116
0.56,0.79,0.77,Hsd17b12,17489
0.4,0.6,0.53,Ttc17,35261
0.61,0.75,0.82,Ttc17,35415
0.48,0.34,0.22,Itpa-ps1,2057
0.48,0.34,0.22,Ttc17,24130
0.66,0.91,0.81,Itpa-ps1,700
0.66,0.91,0.81,Ttc17,22291
0.63,0.39,0.35,2810002D19Rik,3763
0.63,0.39,0.35,Ttc17,775
0.41,0.34,0.18,Api5,12206
0.62,0.73,0.5,Gm13797,1980
0.78,0.62,0.84,Gm13799,912
0.61,0.7,0.41,Lrrc4c,40
0.46,0.25,0.27,Lrrc4c,6959
0.64,0.78,0.56,Lrrc4c,10135
0.49,0.3,0.19,Lrrc4c,143922
0.57,0.44,0.21,Lrrc4c,177328
0.9,0.9,0.68,Lrrc4c,230024
0.85,0.93,0.67,Lrrc4c,235185
0.49,0.28,0.14,Lrrc4c,269206
0.65,0.84,0.62,Lrrc4c,313549
0.47,0.35,0.2,Lrrc4c,349419
0.7,0.8,0.91,Lrrc4c,373165
0.38,0.72,0.68,Lrrc4c,406225
0.68,0.89,0.86,Lrrc4c,417977
0.63,0.74,0.83,Lrrc4c,470374
0.68,0.67,0.41,Lrrc4c,571200
0.7,0.91,0.72,Gm17076,2211
0.7,0.91,0.72,4930445B16Rik,45438
0.7,0.91,0.72,Lrrc4c,593543
0.57,0.67,0.88,Lrrc4c,535377
0.51,0.65,0.73,Lrrc4c,425800
0.86,0.61,0.73,Gm23317,1721
0.86,0.61,0.73,Lrrc4c,361048
0.35,0.56,0.52,Lrrc4c,334040
0.76,0.7,0.9,Lrrc4c,250268
0.65,0.88,0.88,Lrrc4c,169506
0.32,0.15,0.06,Lrrc4c,161234
0.59,0.3,0.41,Lrrc4c,159925
0.82,0.58,0.55,Lrrc4c,158760
0.62,0.67,0.42,Lrrc4c,146988
0.77,0.95,0.74,Lrrc4c,135415
0.32,0.54,0.53,Lrrc4c,89424
0.78,0.68,0.5,Lrrc4c,78900
0.49,0.67,0.73,Lrrc4c,40097
0.84,0.61,0.56,Lrrc4c,32165
0.59,0.68,0.42,Lrrc4c,31442
0.63,0.85,0.66,Gm13813,504
0.5,0.68,0.8,B230118H07Rik,42948
0.28,0.48,0.5,B230118H07Rik,35955
0.42,0.3,0.55,B230118H07Rik,35402
0.57,0.38,0.62,B230118H07Rik,30094
0.56,0.76,0.76,B230118H07Rik,29688
0.73,0.93,0.94,B230118H07Rik,29598
0.33,0.56,0.47,Rag1,1737
0.33,0.56,0.47,B230118H07Rik,1768
0.72,0.68,0.47,Traf6,3383
0.65,0.79,0.85,Prr5l,11239
0.52,0.35,0.21,Prr5l,21402
0.58,0.37,0.22,Prr5l,29890
0.43,0.23,0.18,Prr5l,34313
0.53,0.8,0.79,Prr5l,39258
0.62,0.6,0.37,Prr5l,40316
0.15,0.35,0.52,Prr5l,43357
0.71,0.73,0.95,Prr5l,61519
0.54,0.29,0.56,Gm13905,4824
0.54,0.29,0.56,Prr5l,10028
0.73,0.81,0.51,Gm13905,5328
0.73,0.81,0.51,Prr5l,5099
0.68,0.82,0.89,Ldlrad3,8231
0.67,0.87,0.82,Ldlrad3,25848
0.39,0.24,0.1,Ldlrad3,35468
0.67,0.84,0.89,Ldlrad3,76626
0.38,0.32,0.13,Ldlrad3,82201
0.58,0.51,0.36,Ldlrad3,84837
0.68,0.48,0.5,Gm13919,10854
0.68,0.48,0.5,Ldlrad3,100280
0.42,0.17,0.1,Gm13919,11106
0.42,0.17,0.1,Ldlrad3,100532
0.49,0.34,0.25,Gm13919,12360
0.49,0.34,0.25,Ldlrad3,101786
0.63,0.29,0.32,Gm13919,12768
0.63,0.29,0.32,Ldlrad3,102194
0.57,0.44,0.28,Gm13919,12477
0.57,0.44,0.28,Gm13920,661
0.57,0.44,0.28,Ldlrad3,108045
0.62,0.42,0.39,Gm13919,12313
0.62,0.42,0.39,Gm13920,825
0.62,0.42,0.39,Ldlrad3,108209
0.57,0.8,0.68,Gm13919,6705
0.57,0.8,0.68,Gm13920,1410
0.57,0.8,0.68,Ldlrad3,113817
0.95,0.9,0.73,Ldlrad3,118429
0.48,0.22,0.06,Ldlrad3,83275
0.57,0.37,0.31,Ldlrad3,61726
0.56,0.7,0.46,Ldlrad3,59831
0.77,0.59,0.41,Ldlrad3,59718
0.29,0.1,0.06,Ldlrad3,21345
0.62,0.89,0.74,Gm13921,707
0.62,0.89,0.74,Ldlrad3,15388
0.74,0.46,0.57,Gm13921,1443
0.74,0.46,0.57,Ldlrad3,13076
0.3,0.09,0.09,Trim44,8179
0.66,0.76,0.54,Trim44,7614
0.39,0.49,0.61,Trim44,2896
0.25,0.48,0.43,Trim44,2012
0.34,0.49,0.68,Pamr1,1387
0.58,0.79,0.78,Pamr1,9320
0.33,0.18,0.11,Pamr1,10995
0.31,0.14,0.06,Pamr1,11116
0.86,0.83,0.63,Pamr1,28406
0.54,0.78,0.7,Pamr1,17444
0.44,0.33,0.22,Pamr1,8856
0.62,0.42,0.31,Slc1a2,12041
0.48,0.33,0.16,Slc1a2,18510
0.24,0.12,0.04,Slc1a2,19153
0.59,0.29,0.31,Slc1a2,19932
0.61,0.46,0.4,Slc1a2,24833
0.41,0.28,0.2,Slc1a2,29693
0.58,0.42,0.28,Slc1a2,30039
0.58,0.29,0.4,Slc1a2,30978
0.47,0.23,0.18,Slc1a2,31537
0.48,0.23,0.25,Slc1a2,38235
0.5,0.49,0.28,Slc1a2,58980
0.65,0.5,0.32,Slc1a2,43238
0.67,0.81,0.88,Slc1a2,25607
0.42,0.29,0.21,Slc1a2,9995
0.6,0.57,0.78,Cd44,21253
0.42,0.63,0.75,Cd44,20661
0.38,0.44,0.62,Cd44,14195
0.85,0.96,0.69,Pdhx,14446
0.65,0.86,0.75,Pdhx,13426
0.58,0.55,0.83,Apip,5006
0.55,0.77,0.83,Apip,4900
0.44,0.7,0.71,Gm13874,4943
0.52,0.52,0.75,Elf5,14423
0.8,0.54,0.53,Elf5,2314
0.26,0.11,0.03,Cat,5103
0.45,0.19,0.11,Cat,4043
0.33,0.1,0.07,Abtb2,5992
0.56,0.41,0.28,Abtb2,7157
0.41,0.18,0.18,Abtb2,9875
0.38,0.23,0.17,Abtb2,16803
0.4,0.33,0.14,Abtb2,17699
0.59,0.4,0.38,Abtb2,20598
0.46,0.3,0.24,Abtb2,24333
0.45,0.32,0.22,Abtb2,24995
0.66,0.57,0.38,Abtb2,28668
0.86,0.77,0.64,Abtb2,38961
0.6,0.51,0.34,Abtb2,43407
0.64,0.46,0.4,Abtb2,44068
0.76,0.65,0.53,Abtb2,68453
0.62,0.26,0.31,Abtb2,74449
0.32,0.08,0.05,Abtb2,64773
0.64,0.35,0.25,Abtb2,64651
0.4,0.23,0.17,Abtb2,60136
0.84,0.71,0.64,Abtb2,54233
0.6,0.37,0.54,Abtb2,48835
0.45,0.27,0.15,Abtb2,47663
0.8,0.7,0.48,Abtb2,44900
0.42,0.25,0.21,Abtb2,43335
0.43,0.33,0.17,Abtb2,42588
0.56,0.41,0.21,Abtb2,39529
0.48,0.23,0.34,Abtb2,35061
0.71,0.58,0.45,Abtb2,22408
0.43,0.2,0.13,Abtb2,17777
0.52,0.51,0.3,Abtb2,12782
0.54,0.32,0.3,Abtb2,10874
0.64,0.39,0.39,Abtb2,9268
0.52,0.73,0.58,Abtb2,5783
0.75,0.57,0.49,Abtb2,2569
0.65,0.37,0.49,Nat10,1271
0.89,0.82,0.67,Nat10,2068
0.54,0.42,0.32,Nat10,3753
0.86,0.82,0.65,Nat10,10760
0.83,0.63,0.94,Nat10,21608
0.79,0.67,0.53,Caprin1,10672
0.61,0.82,0.61,Caprin1,18016
0.52,0.76,0.61,4930547E08Rik,4808
0.65,0.85,0.85,Gm13881,1321
0.23,0.39,0.53,Lmo2,12485
0.23,0.39,0.53,4931422A03Rik,6450
0.43,0.59,0.65,4931422A03Rik,23476
0.31,0.11,0.15,Gm24644,1352
0.31,0.11,0.15,Fbxo3,14300
0.56,0.7,0.78,Fbxo3,16756
0.22,0.52,0.41,Fbxo3,16368
0.6,0.71,0.87,Cd59b,7688
0.7,0.6,0.82,Cd59b,2612
0.42,0.48,0.2,Cd59a,2258
0.4,0.62,0.77,Cd59a,4924
0.6,0.85,0.83,Cd59a,7442
0.62,0.61,0.88,Cd59a,2292
0.39,0.58,0.66,D430041D05Rik,23909
0.45,0.63,0.72,D430041D05Rik,27286
0.54,0.81,0.8,D430041D05Rik,34979
0.29,0.51,0.45,D430041D05Rik,35363
0.39,0.58,0.6,D430041D05Rik,35755
0.49,0.8,0.76,D430041D05Rik,36032
0.72,0.83,0.93,D430041D05Rik,59371
0.54,0.66,0.75,D430041D05Rik,67070
0.68,0.85,0.9,D430041D05Rik,105919
0.48,0.7,0.73,Gm13883,10778
0.48,0.7,0.73,D430041D05Rik,125906
0.32,0.42,0.58,D430041D05Rik,113084
0.73,0.84,0.94,D430041D05Rik,79869
0.48,0.67,0.69,D430041D05Rik,33075
0.64,0.88,0.83,D430041D05Rik,32669
0.47,0.23,0.29,D430041D05Rik,8173
0.47,0.48,0.74,4930500J02Rik,722
0.56,0.7,0.79,Gm22439,130
0.68,0.78,0.54,Cstf3,8827
0.56,0.38,0.3,Tcp11l1,8182
0.56,0.38,0.3,Cstf3,3959
0.8,0.57,0.75,Tcp11l1,29424
0.3,0.15,0.09,Tcp11l1,25296
0.41,0.58,0.71,Tcp11l1,8836
0.28,0.43,0.53,Pin1rt1,2457
0.43,0.59,0.66,Pin1rt1,2704
0.42,0.61,0.65,Depdc7,8602
0.61,0.87,0.9,Depdc7,5580
0.54,0.73,0.74,Depdc7,3953
0.47,0.26,0.26,Depdc7,2837
0.55,0.77,0.61,Depdc7,856
0.8,0.72,0.57,Qser1,22677
0.69,0.91,0.85,Prrg4,8248
0.57,0.68,0.82,Prrg4,2853
0.27,0.07,0.02,Ccdc73,22392
0.51,0.7,0.4,Ccdc73,59638
0.7,0.66,0.88,Wt1os,5141
0.47,0.71,0.59,Wt1os,7754
0.13,0.28,0.35,Wt1os,13990
0.58,0.69,0.79,Wt1os,11794
0.24,0.41,0.48,Wt1,3516
0.24,0.41,0.48,Wt1os,465
0.29,0.42,0.52,Wt1,17061
0.27,0.09,0.05,Them7,9648
0.49,0.57,0.71,Them7,13344
0.43,0.58,0.65,Them7,13658
0.33,0.2,0.1,Them7,15308
0.78,0.62,0.84,Them7,21129
0.16,0.44,0.45,Them7,49751
0.43,0.49,0.69,Them7,49891
0.44,0.67,0.67,Them7,48259
0.34,0.6,0.63,Them7,48070
0.46,0.68,0.79,Them7,45319
0.54,0.76,0.72,Them7,44271
0.43,0.56,0.64,Them7,44143
0.48,0.31,0.27,Them7,41490
0.41,0.68,0.61,Them7,32934
0.61,0.85,0.88,Them7,25939
0.52,0.76,0.81,Them7,11452
0.13,0.22,0.36,Them7,11312
0.26,0.4,0.5,Them7,10924
0.71,0.92,0.85,Them7,661
0.71,0.56,0.46,Rcn1,432
0.79,0.72,0.57,Rcn1,6179
0.42,0.61,0.75,Pax6os1,51260
0.68,0.74,0.91,Pax6os1,21289
0.04,0.07,0.25,RP23-431C3.3,1762
0.04,0.07,0.25,Pax6os1,11400
0.61,0.68,0.85,RP23-431C3.3,233
0.61,0.68,0.85,Pax6os1,9871
0.61,0.71,0.83,Pax6os1,7652
0.57,0.66,0.79,Pax6,275
0.57,0.66,0.79,Pax6os1,5155
0.28,0.32,0.51,Pax6,850
0.28,0.32,0.51,Pax6os1,4580
0.35,0.51,0.63,Pax6,1085
0.35,0.51,0.63,Pax6os1,4345
0.49,0.69,0.78,Pax6,2947
0.49,0.69,0.78,Pax6os1,2483
0.5,0.68,0.75,Pax6,3163
0.5,0.68,0.75,Pax6os1,2267
0.47,0.63,0.72,Pax6,5630
0.49,0.66,0.71,Pax6,5781
0.6,0.73,0.82,Pax6,6509
0.56,0.53,0.83,Pax6,7507
0.34,0.21,0.52,Pax6,7651
0.65,0.82,0.88,Pax6,13573
0.3,0.47,0.15,Pax6,15275
0.34,0.64,0.47,Pax6,15899
0.13,0.09,0.3,Pax6,11176
0.58,0.68,0.83,Elp4,3683
0.42,0.15,0.07,Elp4,20264
0.62,0.38,0.24,Elp4,20840
0.38,0.62,0.6,Elp4,54419
0.6,0.8,0.66,Elp4,102631
0.32,0.57,0.46,Elp4,101867
0.59,0.79,0.83,Elp4,91321
0.74,0.87,0.56,Immp1l,10781
0.74,0.84,0.94,Immp1l,18063
0.48,0.78,0.61,Dnajc24,7861
0.66,0.86,0.92,Dnajc24,9094
0.27,0.25,0.06,Dcdc5,27086
0.45,0.67,0.71,Dcdc5,29790
0.47,0.61,0.67,Dcdc5,41343
0.67,0.81,0.87,Dcdc5,56224
0.31,0.42,0.54,Dcdc5,73408
0.58,0.8,0.8,Dcdc5,77568
0.59,0.5,0.31,Dcdc5,80002
0.51,0.7,0.81,Dcdc5,82062
0.33,0.58,0.32,Dcdc5,82964
0.47,0.69,0.45,Dcdc5,111678
0.65,0.72,0.86,Dcdc5,181098
0.3,0.36,0.55,Dcdc5,189279
0.73,0.75,0.94,Dcdc5,190882
0.45,0.59,0.79,Dcdc5,201247
0.56,0.66,0.42,Dcdc5,190660
0.69,0.57,0.88,Dcdc5,173474
0.74,0.87,0.64,Dcdc5,167757
0.88,0.76,0.65,Dcdc5,148134
0.55,0.45,0.72,Dcdc5,147473
0.75,0.6,0.83,Gm14013,992
0.75,0.6,0.83,Dcdc5,141567
0.83,0.86,0.6,Dcdc5,110140
0.6,0.31,0.3,Dcdc5,76432
0.91,0.69,0.9,Dcdc5,46277
0.41,0.53,0.62,Gm14015,26595
0.51,0.54,0.72,Gm14014,3463
0.43,0.24,0.14,Mpped2,971
0.84,0.88,0.58,Mpped2,9369
0.59,0.55,0.32,Mpped2,9986
0.63,0.85,0.72,Mpped2,31831
0.71,0.79,0.95,Mpped2,44980
0.61,0.74,0.86,Mpped2,51616
0.71,0.85,0.92,Mpped2,53634
0.38,0.59,0.43,Mpped2,88489
0.34,0.13,0.17,Mpped2,72951
0.5,0.32,0.3,Mpped2,71900
0.64,0.85,0.77,Mpped2,48106
0.32,0.56,0.56,Mpped2,47520
0.72,0.67,0.52,Mpped2,30307
0.42,0.55,0.65,Mpped2,8891
0.25,0.39,0.18,Arl14ep,6259
0.77,0.68,0.49,Arl14ep,3279
0.37,0.43,0.6,Arl14ep,2710
0.43,0.53,0.28,Arl14ep,1622
0.63,0.81,0.83,Gm13912,3949
0.62,0.67,0.85,Gm13912,17921
0.81,0.89,0.6,Gm13912,2803
0.68,0.87,0.91,Gm13910,1250
0.3,0.44,0.56,Mettl15,15829
0.55,0.37,0.3,Mettl15,92944
0.8,0.69,0.91,Mettl15,47282
0.85,0.75,0.62,Gm13925,12622
0.04,0.1,0.25,Bdnf,3757
0.64,0.79,0.85,Bdnf,15981
0.55,0.76,0.54,Bdnf,18731
0.24,0.45,0.33,Bdnf,23004
0.27,0.42,0.52,Lgr4,1578
0.45,0.67,0.58,Lgr4,3158
0.54,0.81,0.86,Lgr4,37345
0.2,0.33,0.42,Lgr4,44222
0.7,0.89,0.92,Lgr4,46230
0.61,0.79,0.84,Lgr4,30461
0.56,0.63,0.77,Lgr4,26538
0.7,0.89,0.9,Lgr4,19729
0.46,0.59,0.72,Ccdc34,42719
0.6,0.76,0.81,Ccdc34,70465
0.37,0.61,0.66,Ccdc34,40381
0.49,0.76,0.64,Gm13936,9404
0.6,0.66,0.84,Gm13936,31470
0.67,0.45,0.45,Gm13936,26171
0.64,0.78,0.85,Bbox1,10566
0.22,0.47,0.36,Fibin,2654
0.68,0.81,0.9,Slc5a12,20530
0.64,0.76,0.53,Ano3,9089
0.46,0.66,0.72,Ano3,106914
0.96,0.76,0.9,Ano3,116801
