2mo,9mo,18mo,gene_name,distance
0.63,0.45,0.34,Hs6st2,21911
0.62,0.47,0.35,Hs6st2,22234
0.43,0.72,0.71,Hs6st2,84081
0.51,0.61,0.83,Hs6st2,84406
0.53,0.65,0.84,Hs6st2,119609
0.5,0.8,0.65,Hs6st2,143699
0.34,0.59,0.49,Hs6st2,69145
0.41,0.35,0.66,Hs6st2,47893
0.25,0.23,0.46,Hs6st2,2737
0.61,0.81,0.74,Usp26,23068
0.28,0.6,0.52,Usp26,10743
0.74,0.63,0.84,Usp26,7152
0.52,0.8,0.76,Gpc4,2240
0.5,0.72,0.75,Gpc4,45688
0.36,0.26,0.51,Gpc4,4281
0.15,0.37,0.17,Gpc4,3107
0.77,0.55,0.62,Gpc3,18789
0.66,0.84,0.9,Gpc3,97418
0.52,0.22,0.49,Gpc3,142930
0.58,0.82,0.64,Gpc3,117359
0.4,0.62,0.68,Gpc3,109715
0.48,0.51,0.71,Gpc3,89589
0.22,0.32,0.48,A630012P03Rik,5738
0.22,0.32,0.48,Gpc3,36369
0.22,0.16,0.38,A630012P03Rik,7282
0.22,0.16,0.38,Gpc3,2185
0.69,0.59,0.46,Gm7851,1038
0.45,0.64,0.7,Ccdc160,5571
0.58,0.72,0.46,Phf6,18837
0.78,0.92,0.66,Phf6,20176
0.66,0.49,0.75,Hprt,2627
0.37,0.43,0.68,C430049B03Rik,1045
0.43,0.57,0.29,C430049B03Rik,103
0.64,0.52,0.3,Plac1,86254
0.6,0.84,0.75,Fam122b,9274
0.64,0.79,0.86,Fam122c,9137
0.67,0.81,0.88,Mospd1,12516
0.3,0.25,0.5,Gm14597,2758
0.3,0.25,0.5,Cxx1c,2189
0.66,0.47,0.33,Gm14597,1001
0.66,0.47,0.33,Cxx1c,454
0.73,0.82,0.97,Gm14600,411
0.16,0.56,0.12,Cxx1a,2059
0.47,0.69,0.78,4930502E18Rik,459
0.25,0.49,0.31,4930502E18Rik,4617
0.79,0.86,0.65,Gm1862,2379
0.18,0.43,0.28,Gm14601,815
0.18,0.43,0.28,Gm15482,1026
0.7,0.97,0.86,Gm14644,2078
0.18,0.41,0.47,Gm16428,3124
0.75,0.71,0.93,Gm16428,6873
0.58,0.83,0.62,Gm14598,7800
0.46,0.69,0.63,Slxl1,4414
0.77,0.87,0.62,Gm14622,8744
0.65,0.73,0.36,Gm14638,3867
0.86,0.96,0.71,Gm14639,1816
0.86,0.96,0.71,3830403N18Rik,154
0.82,0.62,0.79,Gm773,11404
0.56,0.71,0.88,Gm773,6
0.49,0.44,0.74,Gm2155,2702
0.49,0.44,0.74,6330419J24Rik,1478
0.44,0.67,0.45,Gm2155,1490
0.44,0.67,0.45,6330419J24Rik,2690
0.29,0.45,0.15,Ddx26b,9887
0.51,0.42,0.29,Mmgt1,1174
0.62,0.4,0.39,Slc9a6,3684
0.71,0.96,0.89,Slc9a6,18280
0.8,0.83,0.62,Slc9a6,15186
0.43,0.56,0.66,Slc9a6,4380
0.7,0.83,0.95,Slc9a6,1418
0.41,0.17,0.53,Fhl1,2287
0.86,0.91,0.66,Fhl1,22521
0.19,0.49,0.2,Fhl1,26094
0.41,0.63,0.65,Fhl1,9170
0.58,0.57,0.36,Fhl1,3687
0.61,0.83,0.76,Mtap7d3,7019
0.33,0.2,0.46,Mtap7d3,2616
0.89,0.94,0.74,Gpr112,32676
0.93,0.91,0.71,Gpr112,62885
0.13,0.34,0.23,Htatsf1,1898
0.47,0.36,0.26,Arhgef6,31428
0.68,0.3,0.43,Arhgef6,35648
0.75,0.48,0.62,Arhgef6,17248
0.57,0.29,0.29,Arhgef6,15569
0.39,0.33,0.16,Arhgef6,14201
0.58,0.76,0.5,Gm364,13797
0.71,0.92,0.89,Gm364,38377
0.34,0.4,0.17,Gpr101,2195
0.27,0.4,0.16,Gpr101,2156
0.69,0.62,0.46,Gpr101,434
0.35,0.19,0.14,Zic3,10075
0.4,0.2,0.17,Zic3,10127
0.2,0.32,0.41,Zic3,10425
0.23,0.42,0.21,Zic3,10671
0.19,0.32,0.48,Zic3,10141
0.11,0.18,0.33,Zic3,5164
0.21,0.41,0.51,Zic3,5144
0.61,0.72,0.86,Gm16436,2773
0.61,0.72,0.86,Gm14650,1323
0.36,0.58,0.4,Gm16436,926
0.89,0.92,0.71,Gm14889,1538
0.48,0.56,0.73,Fgf13,11734
0.11,0.33,0.23,Fgf13,72948
0.61,0.57,0.83,Fgf13,75728
0.4,0.61,0.53,Fgf13,85879
0.55,0.78,0.68,Gm26487,1687
0.55,0.78,0.68,Fgf13,130315
0.62,0.77,0.57,Fgf13,132798
0.4,0.59,0.35,Fgf13,99076
0.64,0.73,0.84,Fgf13,69328
0.77,0.57,0.79,Fgf13,234
0.76,0.86,0.6,F9,6035
0.51,0.79,0.57,F9,13637
0.48,0.72,0.67,Gm5637,1603
0.67,0.88,0.87,Gm5637,1340
0.74,0.86,0.64,Mcf2,38697
0.8,0.73,0.94,Mcf2,35424
0.66,0.93,0.88,Atp11c,101444
0.73,0.93,0.84,Atp11c,176847
0.29,0.2,0.58,Atp11c,182025
0.28,0.03,0.13,Atp11c,182829
0.72,0.9,0.69,Gm7073,33184
0.72,0.9,0.69,Atp11c,127462
0.45,0.13,0.3,Gm715,1975
0.45,0.13,0.3,Atp11c,46704
0.54,0.62,0.78,Gm14651,2060
0.54,0.62,0.78,Gm14661,59142
0.76,0.97,0.87,Gm14661,62301
0.79,0.56,0.86,Gm14661,100322
0.44,0.45,0.16,Gm14661,123927
0.8,0.67,0.95,Gm14661,94517
0.79,0.62,0.5,Gm14661,80139
0.57,0.71,0.49,Gm14661,79825
0.45,0.66,0.77,Sox3,557
0.2,0.35,0.43,Sox3,848
0.5,0.66,0.8,Sox3,970
0.32,0.1,0.31,Sox3,1955
0.38,0.29,0.18,Sox3,2180
0.28,0.47,0.23,Sox3,2586
0.28,0.47,0.23,Gm14662,1191
0.34,0.27,0.06,Sox3,315
0.34,0.27,0.06,Gm14662,3462
0.46,0.22,0.29,Sox3,258
0.46,0.22,0.29,Gm14662,3519
0.52,0.27,0.36,Sox3,78
0.52,0.27,0.36,Gm14662,3699
0.32,0.54,0.46,Gm14662,1307
0.41,0.64,0.55,Gm14662,1231
0.43,0.62,0.42,Gm14662,1112
0.5,0.57,0.73,Gm14664,6457
0.34,0.13,0.28,C230004F18Rik,1963
0.93,0.89,0.67,C230004F18Rik,7250
0.55,0.67,0.78,C230004F18Rik,23465
0.44,0.61,0.66,C230004F18Rik,3707
0.67,0.51,0.77,Ldoc1,1314
0.55,0.76,0.71,Gm14677,170
0.57,0.4,0.29,Slitrk4,3962
0.37,0.12,0.23,Slitrk4,2350
0.4,0.22,0.12,Slitrk4,2288
0.23,0.08,0.03,Slitrk2,5872
0.7,0.64,0.85,Mir741,2010
0.7,0.64,0.85,Mir463,358
0.75,0.7,0.91,Gm14683,2424
0.58,0.74,0.84,Gm5391,2063
0.46,0.39,0.2,Fmr1,13433
0.56,0.88,0.74,Fmr1nb,1940
0.12,0.11,0.39,AC055766.1,2123
0.12,0.11,0.39,Gm14698,2123
0.66,0.86,0.91,Gm14700,2008
0.47,0.39,0.21,Gm14705,3463
0.47,0.39,0.21,Aff2,1512
0.2,0.31,0.06,Gm14705,3049
0.2,0.31,0.06,Aff2,1926
0.24,0.36,0.14,Gm14705,2766
0.24,0.36,0.14,Aff2,2209
0.69,0.46,0.65,Aff2,8620
0.61,0.84,0.78,Aff2,62674
0.35,0.17,0.13,Aff2,102699
0.64,0.79,0.9,Aff2,125844
0.81,0.75,0.95,Aff2,134560
0.53,0.71,0.79,Aff2,221697
0.31,0.4,0.2,Aff2,128930
0.61,0.65,0.84,1700111N16Rik,68058
0.49,0.75,0.57,1700111N16Rik,36278
0.2,0.27,0.4,BC023829,2247
0.69,0.83,0.91,Gm14732,874
0.31,0.11,0.29,Mamld1,3717
0.44,0.21,0.2,Mamld1,51439
0.68,0.61,0.84,Mamld1,17858
0.77,0.85,0.64,Gm14730,2440
0.71,0.8,0.91,Mtm1,12119
0.63,0.42,0.52,Mtm1,29351
0.66,0.88,0.59,Mtm1,23632
0.6,0.54,0.81,Mtm1,10458
0.2,0.19,0.42,Hmgb3,1899
0.38,0.51,0.65,Gpr50,2031
0.14,0.35,0.38,Gpr50,2264
0.37,0.15,0.23,Gpr50,2759
0.68,0.44,0.67,Gpr50,3942
0.39,0.24,0.16,Vma21,2622
0.83,0.63,0.63,Vma21,8398
0.24,0.42,0.21,Prrg3,2029
0.68,0.91,0.91,Prrg3,2645
0.68,0.91,0.91,Fate1,1091
0.4,0.41,0.6,Mir224,379
0.4,0.41,0.6,Gabre,4653
0.49,0.88,0.83,Gabre,3352
0.73,0.76,0.97,Gabra3,61434
0.52,0.63,0.72,Gabra3,6998
0.3,0.53,0.31,Gabrq,2286
0.44,0.58,0.68,Gabrq,3341
0.77,0.68,0.91,Cetn2,4377
0.24,0.28,0.46,Zfp185,2058
0.69,0.83,0.91,Mir2137,338
0.69,0.83,0.91,Zfp185,8467
0.85,0.85,0.64,Xlr4a,4021
0.68,0.9,0.97,Xlr3a,6645
0.47,0.45,0.7,Gm5639,104
0.48,0.32,0.26,Zfp275,1520
0.39,0.17,0.24,Zfp275,2214
0.52,0.46,0.79,Gm18336,2561
0.72,0.52,0.8,Zfp92,7691
0.82,0.66,0.86,Haus7,2980
0.17,0.35,0.45,Haus7,2471
0.49,0.73,0.68,Bgn,2198
0.25,0.38,0.16,Slc6a8,1791
0.2,0.37,0.16,Slc6a8,2366
0.3,0.39,0.11,Slc6a8,2459
0.19,0.43,0.17,Bcap31,1577
0.19,0.43,0.17,Abcd1,2001
0.15,0.51,0.3,Bcap31,1556
0.15,0.51,0.3,Abcd1,2022
0.64,0.54,0.37,Plxnb3,4199
0.86,0.73,0.65,Plxnb3,7984
0.58,0.35,0.38,Plxnb3,50
0.58,0.35,0.38,Srpk3,2059
0.75,0.64,0.54,Srpk3,3710
0.75,0.64,0.54,Idh3g,252
0.4,0.2,0.36,Ssr4,1266
0.4,0.2,0.36,Idh3g,2603
0.36,0.15,0.24,Ssr4,1469
0.36,0.15,0.24,Idh3g,2400
0.24,0.42,0.2,Ssr4,2386
0.24,0.42,0.2,Idh3g,1483
0.66,0.57,0.43,Ssr4,3569
0.37,0.53,0.59,L1cam,16565
0.57,0.51,0.31,Naa10,625
0.57,0.51,0.31,Arhgap4,8372
0.65,0.75,0.54,Hcfc1,10660
0.5,0.33,0.23,Hcfc1,6977
0.24,0.45,0.29,Hcfc1,1791
0.33,0.42,0.57,Gm8545,1293
0.39,0.16,0.2,Irak1,2195
0.39,0.16,0.2,Mir5132,1875
0.39,0.16,0.2,Mir718,1874
0.51,0.31,0.26,Mecp2,13385
0.57,0.72,0.45,Mecp2,17020
0.51,0.25,0.29,Mecp2,43359
0.59,0.49,0.34,Mecp2,54914
0.62,0.83,0.64,Mecp2,34169
0.57,0.87,0.75,Mecp2,26867
0.39,0.33,0.16,Tktl1,3344
0.28,0.38,0.17,Flna,2043
0.46,0.23,0.23,Rpl10,1823
0.46,0.23,0.23,Snora70,151
0.23,0.44,0.24,Rpl10,2073
0.23,0.44,0.24,Snora70,401
0.66,0.87,0.62,Rpl10,2310
0.66,0.87,0.62,Snora70,1795
0.66,0.87,0.62,Dnase1l1,1608
0.66,0.87,0.62,Mir7091,798
0.27,0.54,0.25,Atp6ap1,1857
0.2,0.49,0.23,Atp6ap1,1894
0.19,0.32,0.42,Atp6ap1,2222
0.67,0.56,0.4,Atp6ap1,4711
0.17,0.41,0.15,Gdi1,2210
0.17,0.41,0.15,Atp6ap1,1513
0.7,0.52,0.45,Gdi1,3855
0.93,0.62,0.68,Gdi1,4696
0.27,0.37,0.54,Gdi1,141
0.27,0.37,0.54,Fam50a,2688
0.39,0.22,0.16,Plxna3,1740
0.7,0.62,0.43,Plxna3,5473
0.19,0.25,0.44,Slc10a3,1299
0.19,0.25,0.44,Ubl4,4798
0.36,0.38,0.16,Slc10a3,2064
0.36,0.38,0.16,Ubl4,1933
0.25,0.15,0.39,Fam3a,2003
0.25,0.15,0.39,Ikbkg,1979
0.18,0.4,0.17,G6pdx,2859
0.18,0.4,0.17,Ikbkg,27519
0.24,0.47,0.21,G6pdx,2851
0.24,0.47,0.21,Ikbkg,27511
0.2,0.43,0.16,G6pdx,2845
0.2,0.43,0.16,Ikbkg,27505
0.27,0.37,0.12,G6pdx,1508
0.27,0.37,0.12,Ikbkg,26168
0.76,0.46,0.61,Gm15362,1674
0.83,0.84,0.59,Gm26125,969
0.94,0.84,0.72,Gm5640,5153
0.69,0.75,0.91,Xlr3d-ps,5601
0.72,0.61,0.85,Olfr1327-ps1,1116
0.74,0.96,0.91,Xlr3e-ps,3929
0.7,0.65,0.87,Gab3,40834
0.6,0.82,0.98,Gab3,55801
0.5,0.35,0.16,Dkc1,1322
0.76,0.56,0.82,Gm8503,1928
0.76,0.56,0.82,Smim9,9425
0.37,0.37,0.05,F8,62318
0.37,0.37,0.05,Gm6039,1970
0.55,0.32,0.38,F8,62653
0.55,0.32,0.38,Gm6039,2305
0.82,0.98,0.7,F8,71543
0.66,0.38,0.46,Gm8666,1624
0.66,0.38,0.46,Gm15385,12897
0.76,0.65,0.51,4933407K13Rik,3804
0.4,0.63,0.66,Pls3,46149
0.5,0.61,0.72,Gm14748,2667
0.39,0.61,0.32,Prkx,1473
0.51,0.72,0.64,Gm16458,1799
0.5,0.47,0.68,Obp1b,517
0.71,0.84,0.91,Prrg1,67671
0.88,0.76,0.97,Fam47c,2658
0.82,0.66,0.88,Chdc2,6366
0.3,0.49,0.28,Gm7173,1969
0.75,0.64,0.54,Mageb16,13919
0.61,0.55,0.79,Gm4772,2097
0.55,0.51,0.3,Gm26775,1336
0.55,0.51,0.3,Tmem47,1332
0.1,0.31,0.16,Gm26775,3134
0.1,0.31,0.16,Tmem47,3270
0.65,0.73,0.88,Tmem47,8673
0.69,0.5,0.71,4930595M18Rik,2216
0.56,0.72,0.82,Dmd,2159
0.6,0.82,0.73,Dmd,96262
0.67,0.8,0.87,Dmd,114732
0.76,0.98,0.7,Dmd,134185
0.79,0.73,0.94,Dmd,292756
0.78,0.73,0.57,Dmd,305042
0.69,0.67,0.88,Dmd,581567
0.74,0.95,0.79,Dmd,601101
0.89,0.71,0.69,Dmd,657423
0.5,0.74,0.69,Dmd,680116
0.51,0.85,0.75,Dmd,718612
0.63,0.82,0.83,Dmd,759616
0.48,0.64,0.74,Dmd,960334
0.67,0.54,0.81,Dmd,969972
0.51,0.68,0.79,Dmd,979007
0.68,0.88,0.62,Dmd,1094160
0.55,0.65,0.8,Dmd,1032715
0.22,0.4,0.52,Dmd,885682
0.68,0.88,0.8,Dmd,790145
0.58,0.84,0.86,Dmd,782555
0.82,0.68,0.91,Dmd,574415
0.63,0.54,0.8,Dmd,556141
0.82,0.64,0.38,Dmd,527105
0.74,0.89,0.62,Dmd,359113
0.85,0.76,0.97,Dmd,351618
0.7,0.53,0.81,Dmd,308229
0.61,0.84,0.63,Dmd,205423
0.14,0.18,0.35,Dmd,159374
0.12,0.22,0.34,Dmd,159254
0.91,0.7,0.91,Dmd,112632
0.94,0.88,0.72,Dmd,108604
0.85,0.64,0.63,Dmd,103172
0.49,0.57,0.75,Dmd,100543
0.4,0.48,0.67,Dmd,20509
0.21,0.48,0.38,Dmd,18620
0.33,0.34,0.14,Tab3,2349
0.65,0.32,0.49,Tab3,3181
0.66,0.9,0.84,Tab3,23927
0.7,0.61,0.86,Gyk,19922
0.78,0.67,0.92,Gyk,7925
0.09,0.31,0.22,Gyk,1946
0.68,0.55,0.86,Gm14766,1095
0.72,0.83,0.53,Gm6964,2012
0.36,0.24,0.1,Gm14762,2762
0.57,0.72,0.79,Gm14762,5889
0.51,0.79,0.51,Gm14762,60
0.55,0.82,0.65,Gm14772,389
0.67,0.76,0.92,Mageb4,8609
0.6,0.88,0.78,Mageb4,16902
0.72,0.85,0.95,Il1rapl1,25777
0.28,0.56,0.62,Il1rapl1,29947
0.11,0.31,0.19,Il1rapl1,91003
0.57,0.72,0.83,Il1rapl1,108893
0.88,0.62,0.87,Il1rapl1,345629
0.79,0.89,0.69,Il1rapl1,633984
0.74,0.9,0.97,Il1rapl1,609042
0.86,0.92,0.7,Il1rapl1,473467
0.7,0.74,0.93,Il1rapl1,433961
0.88,0.71,0.93,Gm14776,263
0.88,0.71,0.93,Il1rapl1,343556
0.61,0.81,0.84,Il1rapl1,294974
0.61,0.74,0.82,Il1rapl1,255115
0.7,0.85,0.65,Il1rapl1,46324
0.19,0.28,0.51,Il1rapl1,3770
0.65,0.79,0.88,Pet2,3468
0.5,0.72,0.72,Pet2,863
0.42,0.57,0.34,4930415L06Rik,3148
0.59,0.8,0.65,Gm4746,2003
0.67,0.84,0.62,Gm6977,1835
0.72,0.45,0.48,Gm44,35
0.8,0.88,0.64,Gm14786,286
0.46,0.64,0.22,Gm7113,726
0.83,0.68,0.88,Mageb18,65160
0.62,0.53,0.8,Mageb18,54608
0.7,0.8,0.92,Pola1,16371
0.64,0.79,0.86,Pola1,66366
0.7,0.96,0.91,Pola1,106803
0.59,0.79,0.82,Pola1,94551
0.78,0.62,0.88,Pola1,70973
0.71,0.82,0.92,Pola1,31099
0.16,0.31,0.4,Pola1,1759
0.52,0.4,0.24,Pcyt1b,23528
0.84,0.55,0.88,Pcyt1b,48685
0.87,0.65,0.7,Pcyt1b,49352
0.51,0.3,0.37,Pcyt1b,6452
0.77,0.87,0.6,Pdk3,29762
0.78,0.59,0.56,Pdk3,25319
0.52,0.56,0.75,Pdk3,21325
0.25,0.39,0.13,Pdk3,2165
0.4,0.35,0.16,Pdk3,2101
0.71,0.85,0.94,Gm14798,3515
0.57,0.5,0.74,Gm14798,7946
0.48,0.64,0.73,Gm14798,32162
0.71,0.65,0.5,Gm14798,13515
0.71,0.65,0.5,Zfx,15158
0.89,0.88,0.63,Zfx,11702
0.71,0.7,0.42,Zfx,8535
0.31,0.09,0.18,Klhl15,2533
0.31,0.12,0.11,Klhl15,2641
0.38,0.17,0.24,Klhl15,2691
0.52,0.79,0.72,4932442L08Rik,4507
0.7,0.59,0.82,4932442L08Rik,3973
0.28,0.39,0.12,4932442L08Rik,1828
0.28,0.39,0.12,Apoo,1832
0.79,0.88,0.65,Apoo,13974
0.34,0.57,0.23,Maged1,2176
0.28,0.24,0.56,Maged1,1886
0.49,0.63,0.43,Maged1,1449
0.53,0.29,0.46,Maged1,37
0.56,0.82,0.78,Gm9005,640
0.27,0.16,0.36,Gspt2,2912
0.58,0.4,0.31,Zxdb,4186
0.18,0.3,0.09,Spin4,2919
0.66,0.8,0.88,Arhgef9,2163
0.43,0.24,0.46,Arhgef9,65307
0.61,0.67,0.84,Arhgef9,58415
0.23,0.48,0.3,Amer1,3398
0.71,0.49,0.48,Zc4h2,6065
0.79,0.69,0.91,Zc3h12b,14986
0.81,0.8,0.51,Zc3h12b,3000
0.45,0.61,0.68,Las1l,12009
0.62,0.85,0.81,Msn,31733
0.67,0.88,0.87,Msn,3975
0.67,0.95,0.68,Vsig4,15501
0.67,0.79,0.88,Vsig4,17670
0.4,0.68,0.49,Hsf3,74535
0.44,0.63,0.66,Hsf3,17654
0.83,0.58,0.87,Heph,24935
0.6,0.39,0.69,Gm14935,532
0.6,0.39,0.69,Heph,30388
0.52,0.49,0.7,Heph,991
0.61,0.48,0.37,Gpr165,3234
0.22,0.49,0.35,Ar,3190
0.36,0.62,0.4,Ar,3693
0.5,0.83,0.77,Ar,3828
0.43,0.54,0.75,Ar,3989
0.63,0.83,0.77,Ar,50026
0.66,0.68,0.88,Ar,70515
0.79,0.62,0.89,Ar,54801
0.67,0.82,0.93,Gm14810,1305
0.46,0.63,0.73,Ophn1,75952
0.75,0.51,0.51,Ophn1,144765
0.84,0.73,0.94,Ophn1,128816
0.82,0.74,0.94,Ophn1,106569
0.61,0.79,0.84,Ophn1,92110
0.55,0.45,0.32,Ophn1,50870
0.73,0.52,0.34,Ophn1,4006
0.22,0.48,0.46,Yipf6,2855
0.88,0.73,0.66,Yipf6,7470
0.2,0.37,0.48,Stard8,8947
0.54,0.47,0.69,Stard8,31010
0.71,0.88,0.91,Stard8,22266
0.68,0.88,0.79,Stard8,15998
0.39,0.14,0.25,Efnb1,2717
0.64,0.72,0.45,Gm14812,3647
0.43,0.45,0.22,Gm14812,20065
0.34,0.13,0.18,Gm14812,2865
0.64,0.57,0.84,Gm14808,1441
0.87,0.75,0.61,Pja1,3189
0.5,0.28,0.33,Pja1,3627
0.36,0.27,0.15,Tmem28,2240
0.4,0.22,0.16,Tmem28,2302
0.52,0.7,0.77,Tmem28,6203
0.31,0.52,0.18,Eda,1696
0.3,0.57,0.47,Eda,171813
0.78,0.67,0.93,Awat2,16703
0.58,0.84,0.68,Kif4,20655
0.46,0.68,0.69,Kif4,49679
0.47,0.59,0.68,Gdpd2,1613
0.48,0.33,0.14,Dlg3,2300
0.59,0.35,0.34,Dlg3,12719
0.68,0.86,0.92,Dlg3,13877
0.52,0.25,0.52,Dlg3,16740
0.43,0.6,0.4,Dlg3,20467
0.68,0.48,0.72,Dlg3,26756
0.62,0.75,0.83,Dlg3,27172
0.46,0.63,0.77,Tex11,41890
0.35,0.48,0.2,Slc7a3,2026
0.65,0.58,0.39,Snx12,31007
0.7,0.87,0.55,Snx12,34464
0.6,0.81,0.74,Snx12,51961
0.81,0.77,0.61,Snx12,10076
0.68,0.37,0.47,Foxo4,3506
0.85,0.64,0.67,Foxo4,3885
0.85,0.81,0.57,Med12,8490
0.66,0.8,0.45,Med12,12965
0.86,0.65,0.76,Med12,11513
0.29,0.2,0.49,Med12,292
0.29,0.2,0.49,Gm21986,5334
0.29,0.2,0.49,Nlgn3,2005
0.71,0.48,0.5,Gm21986,13316
0.71,0.48,0.5,Nlgn3,9987
0.76,0.59,0.56,Gm21986,14735
0.76,0.59,0.56,Nlgn3,11406
0.62,0.49,0.25,Gm21986,12541
0.62,0.49,0.25,Nlgn3,13639
0.65,0.51,0.41,Gm21986,4822
0.65,0.51,0.41,Nlgn3,9437
0.66,0.5,0.43,Gm21986,2780
0.66,0.5,0.43,Nlgn3,7395
0.5,0.34,0.21,Gm21986,1765
0.5,0.34,0.21,Nlgn3,6380
0.28,0.6,0.33,Gjb1,3791
0.78,0.7,0.91,Zmym3,9140
0.82,0.57,0.59,Zmym3,7492
0.17,0.45,0.34,Nono,1986
0.27,0.15,0.44,Nono,2635
0.4,0.58,0.24,Nono,2996
0.8,0.59,0.69,Nono,3265
0.8,0.59,0.69,Itgb1bp2,238
0.71,0.49,0.65,Itgb1bp2,3720
0.18,0.13,0.46,Taf1,1848
0.19,0.44,0.28,Taf1,2734
0.23,0.22,0.47,Ogt,2398
0.67,0.47,0.4,Ogt,14345
0.67,0.93,0.78,Gm14845,2127
0.74,0.92,0.97,Gm9097,583
0.74,0.92,0.97,8030474K03Rik,1648
0.34,0.41,0.19,Nhsl2,2856
0.59,0.8,0.7,Nhsl2,11381
0.55,0.78,0.7,Nhsl2,17475
0.45,0.73,0.43,Nhsl2,34705
0.37,0.68,0.7,Nhsl2,88501
0.62,0.48,0.37,Nhsl2,33787
0.51,0.18,0.25,Nhsl2,32690
0.91,0.69,0.83,Rgag4,3414
0.91,0.69,0.83,Nhsl2,24165
0.49,0.66,0.76,Nhsl2,12628
0.65,0.88,0.82,Gm5125,1355
0.4,0.32,0.18,Pin4,2047
0.28,0.41,0.17,Rps4x,2051
0.11,0.46,0.36,Cited1,3827
0.44,0.2,0.21,Cited1,2494
0.44,0.2,0.21,Gm14858,1165
0.77,0.94,0.98,Gm14858,20400
0.76,0.79,0.98,Gm14858,24649
0.76,0.79,0.98,Hdac8,60210
0.16,0.44,0.35,Hdac8,111088
0.67,0.79,0.51,Hdac8,105989
0.69,0.91,0.75,Hdac8,32166
0.72,0.83,0.56,Hdac8,31152
0.09,0.33,0.28,Hdac8,2485
0.83,0.55,0.55,Phka1,4107
0.44,0.65,0.37,Phka1,62448
0.59,0.68,0.96,Phka1,63416
0.59,0.6,0.38,Phka1,36061
0.67,0.44,0.28,Phka1,3252
0.72,0.44,0.47,Phka1,3049
0.54,0.5,0.25,Phka1,1067
0.49,0.59,0.76,Gm9115,1992
0.48,0.7,0.47,Gm9115,1718
0.65,0.9,0.85,1700031F05Rik,4170
0.82,0.62,0.89,4930519F16Rik,40774
0.77,0.78,0.56,4930519F16Rik,65588
0.6,0.72,0.8,4930519F16Rik,50577
0.45,0.57,0.69,Gm19200,1727
0.45,0.57,0.69,4930519F16Rik,26888
0.2,0.43,0.15,Cdx4,2635
0.41,0.71,0.41,Chic1,3531
0.76,0.8,0.6,Chic1,10005
0.14,0.38,0.18,Gm26992,18274
0.14,0.38,0.18,Tsix,8767
0.35,0.51,0.57,Gm26992,18439
0.35,0.51,0.57,Tsix,8932
0.27,0.5,0.42,Gm26992,18892
0.27,0.5,0.42,Tsix,9385
0.52,0.34,0.29,Gm26992,25092
0.52,0.34,0.29,Tsix,15585
0.76,0.62,0.87,Gm26992,29560
0.76,0.62,0.87,Tsix,24628
0.78,0.86,0.65,Gm26992,8016
0.78,0.86,0.65,Tsix,11268
0.78,0.86,0.65,Xist,9528
0.76,0.6,0.33,Jpx,4162
0.74,0.61,0.87,Jpx,8295
0.86,0.65,0.77,Ftx,30043
0.86,0.65,0.77,Gm27798,1773
0.86,0.65,0.77,Gm9159,60
0.5,0.74,0.78,Slc16a2,1541
0.59,0.68,0.83,Slc16a2,2188
0.28,0.49,0.49,Slc16a2,17823
0.61,0.79,0.58,Slc16a2,49904
0.6,0.83,0.64,Slc16a2,40938
0.83,0.67,0.54,Slc16a2,31394
0.37,0.57,0.64,Slc16a2,21169
0.61,0.4,0.37,Slc16a2,8031
0.8,0.69,0.93,Gm9164,2139
0.29,0.49,0.21,Rlim,2495
0.3,0.18,0.51,C77370,2831
0.61,0.64,0.4,Abcb7,48818
0.62,0.66,0.45,Abcb7,26314
0.73,0.56,0.38,Uprt,3610
0.25,0.37,0.53,Zdhhc15,9600
0.78,0.47,0.53,Gm9673,2304
0.87,0.62,0.64,Gm9673,2097
0.84,0.86,0.64,5530601H04Rik,8890
0.61,0.8,0.45,Pbdc1,11793
0.64,0.83,0.56,5330434G04Rik,11310
0.57,0.78,0.82,Fgf16,3615
0.54,0.41,0.64,Fgf16,5468
0.94,0.69,0.87,Atrx,6325
0.57,0.31,0.38,Gm23656,970
0.57,0.31,0.38,Atrx,56432
0.54,0.67,0.38,Atrx,26108
0.6,0.8,0.55,Atrx,21492
0.46,0.42,0.25,Atrx,5094
0.24,0.37,0.15,Atrx,3101
0.15,0.36,0.23,Atrx,2026
0.76,0.96,0.87,Magt1,5931
0.77,0.91,0.65,Magt1,1206
0.45,0.33,0.16,Atp7a,1967
0.53,0.71,0.78,Atp7a,45787
0.8,0.91,0.66,Tlr13,3032
0.36,0.54,0.32,Taf9b,3520
0.79,0.65,0.9,Gm14852,455
0.42,0.68,0.61,Fndc3c1,1329
0.5,0.41,0.71,P2ry10,9291
0.69,0.9,0.8,P2ry10,1010
0.64,0.72,0.43,A630033H20Rik,4277
0.58,0.73,0.82,Gm5392,1858
0.35,0.31,0.13,Itm2a,2249
0.17,0.41,0.31,Tbx22,10921
0.7,0.91,0.87,Tbx22,9805
0.6,0.53,0.34,2610002M06Rik,10928
0.6,0.53,0.34,Fam46d,1089
0.57,0.79,0.72,Fam46d,26902
0.87,0.71,0.59,Fam46d,21851
0.65,0.5,0.32,Fam46d,16145
0.71,0.49,0.5,Gm379,2256
0.26,0.53,0.29,Brwd3,2460
0.26,0.53,0.29,2810403D21Rik,1434
0.17,0.24,0.5,Brwd3,2252
0.17,0.24,0.5,2810403D21Rik,1642
