gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.log_ratio.DMR,9mo.2mo.log_ratio.DMR,18mo.9mo.Q.median.loops,18mo.9mo.Q.mean.loops,18mo.2mo.T.mean.loops,18mo.9mo.Q.std.loops,18mo.2mo.T.median.loops,loop_size.log.mean.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.mean.atac,DEG,pred
Ndufb3,-0.10741805010242388,-0.019011498647741973,0.007845570752397179,-0.000990374623797834,-0.023127691755071282,-0.03493527347571217,-0.10940678156213834,0.0,-0.005721083767712116,0.0028254333743825554,-0.016286024935543538,0.0010379031579941511,-0.008310165191069245,-0.15979773757979274,-0.005486792530864477,-0.004063732961658389,0.03198224904946983,-0.005791994468308985,-0.0018025882309302688,0.16619472684338688,-0.15588681684806943,-0.002610744694247842,-0.006339957206510007,-0.011568015236407518,-0.04726716350065544,-0.004654244419944007,-0.18556341368705034,0.004513226468116045,-0.13368051866069436,1.0,1.0
Nipa1,0.030388677356531845,-0.01159603646490723,0.0342859931755811,-0.0007427809573709965,0.030378600023686884,0.19904121333151126,-0.0960908147925511,0.0,0.0010798602364957333,0.0028922490030527117,0.02385791721753776,0.0017706745117902756,0.0011157961934804917,-0.04780089418811258,-0.004986528092995286,0.004185588089749217,0.10193034507799893,-0.005851257001049817,0.03742760166642256,0.11593115793773905,0.019326573665020986,0.1111506798118353,0.03165114362258464,0.012299523334950208,-0.017202252577990292,0.12418191246688366,-0.018244961029849946,0.03265505831688643,0.11889480805024505,1.0,2.0
Cnrip1,0.012771484312834218,-0.022669039308093487,-0.024877473576925695,-0.0010522730369120837,-0.027163173854351044,0.08327734136488289,0.17247707672417165,0.0,-0.0008092335355468094,0.002829994419589639,0.0040768120437860485,0.017508486134465782,-0.005454554418101907,-0.043175990717718375,-0.005442764488980174,0.023030531611293554,-0.0025407860544510185,0.014004943938925863,-0.0047764609474688765,0.10029506886086892,0.024131139210658147,-0.22306837301235646,-0.03783111969940364,-0.03657740577589721,-0.010670131342485546,-0.22545830481787563,-0.09600046979263425,-0.010950888935476542,-0.09225547235459089,1.0,1.0
Tomm6,-0.314781565417652,-0.04940343136317096,0.017460275678895413,-0.0015887260111048817,0.0008408784866333008,-0.06069662287831307,0.11880911135929637,0.0,-0.0004671861790120602,0.006606921665370464,0.01136535482481122,0.000462115032132715,-0.0071506916452199224,0.059542194781824945,-0.005376722430810332,0.008020171914249658,0.06963689529729891,0.006001707952091238,-0.0031847911048680545,0.05718691096873954,-0.035712025198154154,0.06751748880371451,0.030277039855718613,-0.03837416131980717,-0.039639181629754605,0.053316651000641285,-0.04615426809294149,0.03899247344583273,-0.0344619708112441,1.0,1.0
Hmgb1,0.05420549500151537,-0.017747267613885925,-0.013866575206629933,0.00024759367341175675,-0.009993599009467289,-0.11834151225164533,0.013570593143813313,0.0,-0.00890230804681778,0.005087970793247223,0.009747268836945296,-0.003268650630488992,-0.0071506916452199224,-0.013927666491363198,-0.005398736447095871,-0.06389256251044571,-0.058393800207413735,-0.016106289441377156,0.005171799035742879,0.07132066901773214,0.06413550664205105,-0.037803373916540296,0.011024160422384738,-0.0017750182002782822,-0.08416130643337966,0.006995108192786575,-0.09836600110400467,0.005763228894211352,-0.11267712926492095,1.0,1.0
Rhoq,-0.035182534587802364,-0.011560159819200635,-0.1291320937499404,0.0008253122121095657,-0.034272937821224335,-0.005430846847593785,-0.21718903874279932,0.0,-0.006970315407961607,0.007503342963755131,0.03925950151868165,0.005031659551896155,-0.004657237874343991,0.04383740975521505,-0.005448822509497404,0.024140560645610095,-0.05019065049942583,0.010771769122220576,-0.0049739791708998385,0.14937005943153053,0.032677643643692134,0.029042325955815615,0.009234652859158815,-0.0009987825062125922,0.036023454980459065,0.03982332936488092,0.12648708850611,0.023274429263547062,0.06014719201251864,1.0,1.0
Ring1,-0.24272413892205805,-0.007050494651193731,0.020068634850904345,0.0,0.014608996193856002,0.026124427085742353,0.05329920258140192,0.0,0.0017423014901578426,0.003434739341028035,-0.0017194579914212227,0.002031650710850954,-0.006227536918595433,0.04563910818425938,-0.0048009813495446,0.06750074289739132,0.04796711887931451,0.004184202089527389,-0.002014362048357725,0.04939402558957227,0.009741180781275035,0.03700718441046774,0.01618759083561599,-0.02454985335469246,-0.05977082071825862,0.014539654173568124,0.06007778381987009,0.03166631642729044,0.12504393356852234,1.0,2.0
Rpl35a,-0.3615113702462986,-0.013507436877116561,0.020487429494969546,-0.0010522730369120837,0.011377383954823017,-0.03753700437489897,-0.020346561109181493,0.0,-0.0011022641509771348,0.0031926476303488016,0.0026329384185373784,0.0010499241622164846,-0.005454554380849004,0.00790663986466825,-0.0049425000511109825,0.029859435497783124,0.03752710415115871,-0.03958281505438208,0.009646961097605527,0.07354897686513141,-0.006275045506772586,0.008412217244040222,0.009913505031727254,-0.002033688500523567,-0.02151029260829091,-0.054440322127193214,-0.016319581284187736,0.03550181390251964,0.05726887845434248,1.0,1.0
Stard13,-0.02745423787389882,-0.022905703387223184,-0.05996317103970796,4.126561339944601e-05,-0.01835124147008173,-0.12093444155529141,-0.1870741783315316,0.0,-0.0030009891465306283,0.0007752192998304963,-0.01936406328342855,0.0010559354559518397,-0.005816711420193315,0.009763816105551087,-0.009119105804711581,0.012658045168500394,-0.0375660840197088,-0.007282000946288463,0.003596871569752693,-0.21732683407142758,-0.001531348131102277,-0.3266594297252595,-0.012840252711903304,0.002321080695837736,0.018973948787897824,-0.061058740377775395,0.0565912180749001,-0.0012804868211969732,0.08698014505207538,1.0,0.0
Ptchd1,-0.03352857179823331,-0.013843849492259324,-0.049001468773931266,0.00035075770691037175,-0.01163324136286974,0.051006015501916406,-0.17658434169366954,0.0,-0.001313117928802967,0.004684230461716652,0.02385791721753776,0.003141459031030536,-0.005454554418101907,-0.10494309235364199,-0.00553082057274878,0.007367599830031395,0.09590086389216594,-0.08799911453388631,-0.016433243928477167,0.10753100639209151,0.02204104370670393,0.07301228974130936,-0.043977314778603616,-0.08080621242523194,-0.017340487549081445,0.04745977724902332,-0.03478032409853768,0.020124754598364235,-0.07242399331182242,1.0,1.0
