geneslop2k,pvalue,corrected_pvalue,18mo,2mo,9mo,gene_length,DMG,gene_name
ENSMUSG00000022790.14,9.948264027556816e-19,4.6933579914828544e-14,1.429781436920166,1.9785583019256592,1.4790589809417725,134488,1,Igsf11
ENSMUSG00000032038.7,3.8074852420314215e-09,2.813454314983008e-05,1.293516755104065,1.7244526147842407,1.492444396018982,72692,1,St3gal4
ENSMUSG00000037242.8,3.8172341581267116e-10,3.658040913801706e-06,1.2890870571136477,1.7660741806030271,1.4469267129898071,58845,1,Clic4
ENSMUSG00000062760.10,2.100317184488637e-06,0.0063455398959009,1.2352502346038818,1.5769988298416138,1.280241847038269,67894,1,Shisal1
ENSMUSG00000057777.4,1.781023492717847e-20,1.3653984083598645e-15,1.0718882083892822,2.202653646469116,1.137732982635498,3048,1,Mab21l2
ENSMUSG00000026421.14,8.413057898349949e-08,0.0004062841574955,1.2433005571365356,1.6193151473999023,1.2608803510665894,32171,1,Csrp1
ENSMUSG00000022801.13,4.925313046686041e-08,0.0002517284629546,1.3868086338043213,1.775062084197998,1.4901593923568726,101547,1,Lrch3
ENSMUSG00000085538.1,7.520583424118306e-14,1.5904985093415347e-09,1.7842241525650024,2.8747150897979736,1.9883520603179927,4716,1,Gm11455
ENSMUSG00000028086.15,3.82301268385032e-07,0.0014746479307397,1.0866658687591553,1.3304795026779177,1.0930949449539185,163930,1,Fbxw7
ENSMUSG00000043004.13,1.3476918018513251e-08,8.349012726971682e-05,1.2820818424224854,1.633560061454773,1.327117085456848,105068,1,Gng2
ENSMUSG00000040363.15,6.1834337129138296e-12,8.244258656628513e-08,1.5146441459655762,2.082993984222412,1.5593361854553225,123615,1,Bcor
ENSMUSG00000000861.15,9.484795771743244e-09,6.059495707247363e-05,1.0087084770202637,1.3023759126663208,1.0155831575393677,96067,1,Bcl11a
ENSMUSG00000030662.10,9.438597051464684e-07,0.0031806493199768,1.0836787223815918,1.4291115999221802,1.1453297138214111,36775,1,Ipo5
ENSMUSG00000031642.9,1.0679059513915189e-07,0.0004821333772491,1.015758395195007,1.2495962381362915,1.0614047050476074,172199,1,Sh3rf1
ENSMUSG00000067835.4,7.499690615121828e-07,0.0026289610691614,1.0200153589248655,1.2380638122558594,1.033458948135376,250265,1,Gm14661
ENSMUSG00000041559.7,1.2559505176003404e-07,0.0005541629163334,0.9991603493690492,1.3652803897857666,1.0612430572509766,11023,1,Fmod
ENSMUSG00000113035.1,6.867152396303517e-07,0.0024486570836389,0.8417673110961914,1.1636366844177246,0.9164016842842102,10763,1,5830428M24Rik
ENSMUSG00000039115.13,1.101580729243478e-06,0.0036054073264773,1.106230854988098,1.3468409776687622,1.1064907312393188,294313,1,Itga9
ENSMUSG00000066705.7,9.17647630022104e-07,0.0031266781116223,1.244395732879639,1.6410053968429563,1.3551665544509888,25974,1,Fxyd6
ENSMUSG00000016179.11,1.7760821214259e-09,1.470304180494921e-05,1.0992939472198486,1.535495400428772,1.2451318502426147,23952,1,Camk1g
ENSMUSG00000024219.16,4.012940498644242e-10,3.7864226977664178e-06,1.6352872848510742,2.0068161487579346,1.6788986921310425,153469,1,Anks1
ENSMUSG00000038718.15,1.2419821873308022e-10,1.269532572124196e-06,1.3167731761932373,1.7480887174606323,1.4016156196594238,201685,1,Pbx3
ENSMUSG00000043587.15,1.070812247323033e-12,1.6418484586252954e-08,1.5004884004592896,1.9165945053100584,1.5045961141586304,69333,1,Pxylp1
ENSMUSG00000105289.1,2.2352465786702084e-06,0.0066609862572085,1.4615082740783691,2.026259422302246,1.6275315284729004,2859,1,Gm43483
ENSMUSG00000113441.1,9.209790869559781e-08,0.0004279130867146,1.1905179023742676,1.4830267429351809,1.2623382806777954,143270,1,Gm40438
ENSMUSG00000086175.2,8.315034340035872e-14,1.6998966717378704e-09,1.23075532913208,1.6385434865951538,1.2657986879348757,137164,1,Gm15802
ENSMUSG00000090722.8,3.3509341538416383e-06,0.0092159638406567,1.28843891620636,1.678459644317627,1.3060277700424194,11301,1,Gm8378
ENSMUSG00000020961.15,3.056569391843307e-12,4.359588872383168e-08,1.3437650203704834,1.6753102540969849,1.3695133924484253,155378,1,Ston2
ENSMUSG00000068739.13,3.0407457337155024e-06,0.0085787782730798,0.9216833710670472,1.172204852104187,0.9429705142974854,20344,1,Sars
ENSMUSG00000023026.16,2.4353705286604633e-13,4.393047107226794e-09,1.5680938959121704,1.9864922761917116,1.62350332736969,180809,1,Dip2b
ENSMUSG00000102565.1,3.641039755357936e-06,0.0097514605850917,1.6097164154052734,2.2437491416931152,1.8570654392242432,2505,1,Gm37036
ENSMUSG00000066278.6,2.2816131108939694e-06,0.0067275727062931,1.0728421211242676,1.3466137647628784,1.0810586214065552,27629,1,Vps37b
ENSMUSG00000042757.16,2.91887546599978e-07,0.0011700485063189,1.2402747869491575,1.4921090602874756,1.2495311498641968,278890,1,Tmem108
ENSMUSG00000026147.16,1.1403103243214743e-21,1.748408045408664e-16,1.6938929557800293,2.565669298171997,1.7520471811294556,75074,1,Col9a1
ENSMUSG00000079055.10,7.399817069562641e-11,7.962067575186408e-07,1.1334131956100464,1.6120260953903198,1.2898612022399902,135265,1,Slc8a3
ENSMUSG00000010175.13,3.11720706395035e-13,5.310591330145686e-09,0.98884379863739,1.3557422161102295,1.0149012804031372,52679,1,Prox1
ENSMUSG00000032649.14,1.2776990923631774e-08,7.996174106371856e-05,1.1673182249069214,1.4648122787475586,1.2191402912139893,110865,1,Colgalt2
ENSMUSG00000040451.18,4.037873900565956e-13,6.517017492627257e-09,1.206844687461853,1.5699584484100342,1.2301987409591677,266987,1,Sgms1
ENSMUSG00000103670.1,2.237309294526686e-06,0.0066609862572085,1.0722670555114746,1.4702922105789185,1.1519001722335815,1855,1,Gm37622
ENSMUSG00000042507.15,1.3769225752649938e-09,1.1894081304507236e-05,1.2622129917144775,1.6183700561523438,1.2813515663146973,69705,1,Elmsan1
ENSMUSG00000024979.13,6.895898472027085e-11,7.68967350324346e-07,1.2062145471572876,1.8156778812408447,1.4368793964385986,15580,1,Tectb
ENSMUSG00000001995.9,1.5720836368593902e-06,0.0048695652351571,1.0738391876220703,1.297189712524414,1.1233792304992676,151745,1,Sipa1l2
ENSMUSG00000043969.4,2.7473874101681616e-13,4.814282718197309e-09,1.0852468013763428,1.8174481391906736,1.1205532550811768,6985,1,Emx2
ENSMUSG00000031954.6,6.362243129865223e-07,0.0023088902402853,1.2666078805923462,1.5970358848571775,1.3023695945739746,85800,1,Cfdp1
ENSMUSG00000055320.17,2.169008103867705e-21,2.660546792200938e-16,1.5776711702346802,2.107693672180176,1.587293267250061,227489,1,Tead1
ENSMUSG00000086717.1,1.2147442100173578e-16,4.13896795286205e-12,0.9600743651390076,1.8526570796966555,0.9889227151870728,2155,1,Gm15655
ENSMUSG00000044067.7,3.431496822106243e-07,0.001357786961762,1.0493122339248655,1.539523363113403,1.141838550567627,7080,1,Gpr22
ENSMUSG00000022197.16,8.539995777740767e-08,0.0004091922667641,1.0374730825424194,1.2418769598007202,1.066805362701416,380213,1,Pdzd2
ENSMUSG00000042680.8,7.381099073061535e-11,7.962067575186408e-07,1.1283280849456787,1.3881280422210691,1.1480484008789062,172937,1,Garem1
ENSMUSG00000029236.4,3.682298713605297e-06,0.0098190825536082,0.8457300662994385,1.158333420753479,0.98122239112854,30293,1,Nmu
ENSMUSG00000035473.10,2.1786320622581134e-07,0.0009089631712538,1.100401520729065,1.34779953956604,1.106415629386902,57630,1,Galm
ENSMUSG00000021466.12,3.5982922121777215e-11,4.2439749947665873e-07,1.113103270530701,1.5693442821502686,1.245649337768555,65270,1,Ptch1
ENSMUSG00000018209.15,6.41072777557887e-19,3.276467168828622e-14,1.4715408086776731,2.0829966068267822,1.514840602874756,85202,1,Stk4
ENSMUSG00000114649.1,2.5400523832073778e-15,6.490993325584149e-11,1.496002435684204,2.575460910797119,1.5680508613586426,11343,1,3110006O06Rik
ENSMUSG00000082280.4,1.6650574649460822e-06,0.0051316364509541,1.0728648900985718,1.3885596990585327,1.088488221168518,1594,1,Gm5847
ENSMUSG00000091890.2,5.932558347739269e-07,0.0021657706686566,0.9772550463676452,1.356361985206604,1.0471636056900024,3095,1,A830073O21Rik
ENSMUSG00000085967.1,7.1509795427203e-08,0.0003536906520058,1.3380424976348877,1.847368836402893,1.3719662427902222,4483,1,Gm12530
ENSMUSG00000105495.1,3.740203897807376e-07,0.0014610845796911,2.001344919204712,2.737199306488037,2.0390267372131348,1329,1,Gm42995
ENSMUSG00000037960.11,2.417508867652021e-07,0.0009894711654186,0.9892093539237976,1.3713561296463013,1.0503286123275757,13087,1,Card19
ENSMUSG00000009073.16,7.636056734326823e-07,0.0026609469100277,1.3085373640060425,1.6287243366241455,1.3600382804870603,83691,1,Nf2
ENSMUSG00000026799.15,4.8664034870210795e-08,0.0002508077108908,1.0754104852676392,1.283424973487854,1.1523042917251587,177974,1,Med27
ENSMUSG00000053166.14,1.4345118819748877e-06,0.004535050745984,0.9599910974502563,1.146312594413757,0.984053373336792,123346,1,Cdh22
ENSMUSG00000025931.15,1.4404677388702172e-08,8.643738026643334e-05,1.1643996238708496,1.5211397409439087,1.2128920555114746,49044,1,Paqr8
ENSMUSG00000085319.1,1.6574379032112025e-23,3.3884083457300098e-18,1.166680932044983,2.319915771484375,1.2506911754608154,7100,1,Gm13330
ENSMUSG00000059248.13,8.694138789152156e-09,5.726139893367664e-05,1.4332139492034912,1.7524484395980835,1.433363676071167,162664,1,Sept9
ENSMUSG00000025278.9,4.142022799878223e-09,3.0242168599325825e-05,1.3017103672027588,1.5740207433700562,1.3187508583068848,133631,1,Flnb
ENSMUSG00000000253.13,2.7213775691842514e-06,0.0078359007857093,1.039669632911682,1.3823379278182983,1.1816294193267822,46356,1,Gmpr
ENSMUSG00000044641.7,1.7979960126951176e-09,1.470304180494921e-05,1.1807749271392822,1.6353167295455933,1.2309719324111938,20199,1,Pard6b
ENSMUSG00000024985.19,5.877664066207147e-07,0.002158579362836,1.1644898653030396,1.4281678199768066,1.2200725078582764,191834,1,Tcf7l2
ENSMUSG00000031822.20,3.31211515585824e-09,2.5391898425844436e-05,1.2576470375061035,1.5298737287521362,1.3014299869537354,352934,1,Gse1
ENSMUSG00000028927.6,6.976402742980857e-08,0.000347861338652,1.2265710830688477,1.5082741975784302,1.2410842180252075,46242,1,Padi2
ENSMUSG00000041592.16,2.473878492293377e-08,0.0001391975521575,1.1220107078552246,1.347110629081726,1.166018009185791,290672,1,Sdk2
ENSMUSG00000020287.15,8.336019476184085e-08,0.0004057587618839,1.1004186868667605,1.5519744157791138,1.2281488180160522,6195,1,Mpg
ENSMUSG00000109508.1,4.439910461386095e-12,6.188726162766802e-08,1.174742579460144,1.933654308319092,1.4823336601257324,7857,1,Gm44956
ENSMUSG00000063849.6,2.532115496450691e-10,2.5047913381471714e-06,1.2386958599090576,1.6107048988342283,1.3060054779052734,55029,1,Ppcdc
ENSMUSG00000049265.7,6.739184301987858e-07,0.0024170796074933,0.926095187664032,1.2974591255187988,1.0985926389694214,37101,1,Kcnk3
ENSMUSG00000021464.14,1.117004660628457e-06,0.0036247070472107,1.1740907430648804,1.4463582038879397,1.2490293979644775,176812,1,Ror2
ENSMUSG00000010066.15,1.0323664560816524e-06,0.0034224876341204,1.1376081705093384,1.3975636959075928,1.1613595485687256,129731,1,Cacna2d2
ENSMUSG00000073139.9,2.509130348727725e-09,2.024833709102281e-05,1.439812183380127,2.1115078926086426,1.506633758544922,17427,1,Tmem185a
ENSMUSG00000032035.15,1.8894763909446562e-13,3.621356017169175e-09,1.2761704921722412,1.7761492729187012,1.4297949075698853,121599,1,Ets1
ENSMUSG00000025969.15,1.032139778380426e-06,0.0034224876341204,1.178114891052246,1.4773216247558594,1.2148785591125488,115410,1,Nrp2
ENSMUSG00000096950.2,1.834971522557048e-07,0.000773650593103,0.9909303784370422,1.3249554634094238,1.0313150882720947,19819,1,Gm9530
ENSMUSG00000036158.12,1.6205591842886477e-07,0.0006902114118114,1.1600356101989746,1.4343805313110352,1.1711586713790894,96777,1,Prickle1
ENSMUSG00000021364.16,2.8888010456879692e-08,0.0001596152509291,1.058034062385559,1.480901122093201,1.1656962633132937,38024,1,Elovl2
ENSMUSG00000024754.13,3.207307119107164e-06,0.0089007787494702,1.783010482788086,2.164768695831299,1.835492849349976,80018,1,Cemip2
ENSMUSG00000086946.7,1.9319572145103483e-08,0.0001107371794872,1.592706322669983,2.056091070175171,1.644953370094299,33334,1,Gm15527
ENSMUSG00000061322.15,1.5346307304920657e-08,8.963844678133996e-05,1.049151062965393,1.318897008895874,1.0749709606170654,68383,1,Dnaic1
ENSMUSG00000031930.11,5.34376430524404e-17,2.0483635692800974e-12,1.463223218917847,1.97799289226532,1.4808235168457031,122230,1,Wwp2
ENSMUSG00000020570.15,2.8987196549721917e-09,2.308847354760427e-05,0.9564070105552672,1.4690698385238647,1.1002342700958252,25969,1,Sypl
ENSMUSG00000054057.2,1.0673206619657008e-26,3.272989803932779e-21,1.1345560550689695,2.2904815673828125,1.189517617225647,12544,1,A930004D18Rik
ENSMUSG00000059974.10,1.2766153152598017e-06,0.0040779186019317,1.0141808986663818,1.146245360374451,1.0390408039093018,968391,1,Ntm
ENSMUSG00000026482.13,3.373757705253973e-06,0.0092373117796362,1.11021089553833,1.3297001123428345,1.1759382486343384,249591,1,Rgl1
ENSMUSG00000039865.8,1.0438112102614203e-07,0.0004777458129935,1.0761603116989136,1.3349347114562988,1.0971112251281738,72876,1,Slc44a3
ENSMUSG00000053617.12,2.8499052825703e-06,0.0081676361781531,1.3424253463745115,1.5977712869644165,1.3895477056503296,204227,1,Sh3pxd2a
ENSMUSG00000059439.15,3.263699730130756e-11,4.085016797621147e-07,1.2878581285476685,1.5524795055389404,1.3076603412628174,472891,1,Bcas3
ENSMUSG00000114846.1,3.016571332457282e-09,2.371912850129605e-05,1.3598624467849731,1.8444616794586184,1.493503451347351,27098,1,Gm29927
ENSMUSG00000037736.19,1.6979606769854706e-11,2.215692570406173e-07,1.074497938156128,1.3796921968460083,1.1698075532913208,311331,1,Limch1
ENSMUSG00000028184.12,1.3821043489347872e-08,8.392651524022135e-05,1.0055924654006958,1.287084698677063,1.056962490081787,174972,1,Adgrl2
ENSMUSG00000029673.17,1.408775473275249e-20,1.2343077990581134e-15,1.6458687782287598,2.014371395111084,1.6616774797439575,1106011,1,Auts2
