cell_type,gene,DEG,pred,hic_loop,hic_abc_dmr,hic_abc_peak
Oligo_NN,Ube3c,1,0,0.20686443,0.17074446,0.62239105
Oligo_NN,Bmp1,-1,0,0.1621468,0.5925422,0.24531098
Oligo_NN,Trappc4,-1,-1,0.061873015,0.014317416,0.92380965
Oligo_NN,Rpl41,-1,-1,0.042692598,0.6626241,0.29468328
Oligo_NN,Acsl3,-1,0,0.37167072,0.26882192,0.35950732
Oligo_NN,Ap2b1,1,0,0.52279943,0.18022297,0.29697755
Oligo_NN,S100a16,-1,-1,0.061455864,0.5152506,0.42329353
Oligo_NN,H2afj,-1,-1,0.020407863,0.48659834,0.49299374
Oligo_NN,Ndufa7,-1,-1,0.20639624,0.16405742,0.62954634
Oligo_NN,Slc16a7,1,1,0.33526182,0.20650998,0.45822823
Oligo_NN,Sik2,1,1,0.30941635,0.09405713,0.59652656
Oligo_NN,Smurf2,1,1,0.2241192,0.1124432,0.6634376
Oligo_NN,Enpp4,-1,-1,0.07772211,0.27259505,0.64968276
Oligo_NN,Fgd4,1,1,0.18838757,0.04359288,0.7680195
Oligo_NN,Tmbim6,-1,-1,0.098679565,0.5528908,0.34842965
Oligo_NN,Rps15,-1,-1,0.26057926,0.011284819,0.72813594
Oligo_NN,Cep128,1,1,0.14154346,0.09060645,0.76785004
Oligo_NN,Spidr,1,1,0.15833284,0.086212285,0.7554549
Oligo_NN,Arpc5,-1,-1,0.0727824,0.19326153,0.73395604
Oligo_NN,Mdga2,1,1,0.17150812,0.077389136,0.7511027
Oligo_NN,Tubb4b,-1,-1,0.06995616,0.014194052,0.9158498
Oligo_NN,Rer1,-1,-1,0.15689369,0.38232064,0.4607857
Oligo_NN,Lamtor2,-1,-1,0.044009984,0.5555126,0.40047738
Oligo_NN,Reep5,-1,0,0.2150269,0.41556746,0.3694056
Oligo_NN,Serf2,-1,-1,0.061873015,0.014317416,0.92380965
Oligo_NN,Cuta,-1,-1,0.23715684,0.541166,0.22167712
Oligo_NN,Sparcl1,-1,0,0.24298295,0.15277325,0.6042438
Oligo_NN,Ctsl,-1,0,0.16770506,0.3342035,0.49809137
Oligo_NN,Calm1,-1,-1,0.19351378,0.70490336,0.1015828
Oligo_NN,Ndufb6,-1,-1,0.19089858,0.49539274,0.31370875
Oligo_NN,3222401L13Rik,1,-1,0.056552444,0.42132837,0.5221192
Oligo_NN,Myef2,1,0,0.15069586,0.26646474,0.58283937
Oligo_NN,Wscd2,1,0,0.37948728,0.28471917,0.3357936
Oligo_NN,Map3k12,-1,-1,0.15192524,0.5152744,0.3328004
Oligo_NN,Hsp90ab1,-1,-1,0.037101258,0.52482504,0.43807364
Oligo_NN,Rps20,-1,-1,0.078024134,0.41544035,0.50653553
Oligo_NN,Ndufc2,-1,-1,0.038286664,0.54211205,0.41960138
Oligo_NN,Mob3b,1,1,0.12329811,0.09921341,0.7774885
Oligo_NN,St7,1,1,0.09323905,0.038344588,0.86841637
Oligo_NN,H3f3b,-1,-1,0.2582207,0.54820544,0.19357389
Oligo_NN,Rasa2,1,1,0.20947617,0.2287815,0.56174237
Oligo_NN,Mtmr2,-1,1,0.23508881,0.30126122,0.46364996
Oligo_NN,Stk19,-1,-1,0.11911963,0.17279159,0.7080888
Oligo_NN,Pcgf5,1,0,0.6667123,0.038741745,0.29454595
Oligo_NN,Rpn1,-1,-1,0.2512123,0.52741975,0.221368
Oligo_NN,Sntb2,1,1,0.2521619,0.09182717,0.65601087
Oligo_NN,Atp1b1,-1,0,0.20342001,0.19814906,0.59843093
Oligo_NN,Rpl32,-1,-1,0.12199219,0.4103045,0.46770337
Oligo_NN,Gm16638,1,0,0.45333976,0.24343583,0.30322438
Oligo_NN,Epdr1,1,1,0.26544064,0.32037532,0.41418406
Oligo_NN,Slc4a2,-1,-1,0.17699848,0.6821926,0.14080887
Oligo_NN,Zfp821,1,0,0.16713037,0.40372095,0.42914867
Oligo_NN,Thada,1,1,0.41902867,0.07251728,0.5084541
Oligo_NN,Desi1,-1,-1,0.41331223,0.35555017,0.23113759
Oligo_NN,Clgn,-1,0,0.29223773,0.15284769,0.5549146
Oligo_NN,Tuba1a,-1,-1,0.079511955,0.5493902,0.37109783
Oligo_NN,Lpar6,-1,-1,0.0545507,0.41571647,0.5297328
Oligo_NN,Kif5c,1,1,0.14196609,0.15480265,0.7032313
Oligo_NN,A330008L17Rik,1,1,0.16092186,0.059891604,0.7791865
Oligo_NN,Slc12a8,1,1,0.2002497,0.23189485,0.5678554
Oligo_NN,Spcs2,-1,0,0.3853502,0.27759007,0.33705983
Oligo_NN,Gltp,-1,0,0.17017753,0.64679784,0.1830247
Oligo_NN,Inpp5j,-1,-1,0.059003998,0.8262224,0.11477357
Oligo_NN,Nmral1,-1,-1,0.16533697,0.5602965,0.27436653
Oligo_NN,Cox4i1,-1,-1,0.16892174,0.5684375,0.26264074
Oligo_NN,Arpc1a,-1,0,0.35964337,0.36898538,0.2713713
Oligo_NN,Cobl,1,1,0.15218239,0.080884166,0.7669335
Oligo_NN,Galnt7,1,1,0.2397182,0.09970336,0.6605785
Oligo_NN,Glul,-1,-1,0.25796866,0.33278164,0.40924975
Oligo_NN,Tjap1,-1,0,0.43506125,0.31210166,0.25283715
Oligo_NN,Bach2,1,1,0.22390325,0.11740302,0.65869373
Oligo_NN,Gm816,1,1,0.1435812,0.0909064,0.76551247
Oligo_NN,Arhgef37,1,0,0.60446405,0.21233177,0.1832041
Oligo_NN,Dvl1,-1,-1,0.38172346,0.5038163,0.11446018
Oligo_NN,Rbx1,-1,-1,0.08431744,0.55210465,0.36357793
Oligo_NN,Eya3,1,0,0.62380534,0.103364855,0.27282986
Oligo_NN,Cntfr,-1,0,0.3864943,0.28904712,0.32445854
Oligo_NN,Mrpl20,-1,-1,0.041952886,0.34455007,0.613497
Oligo_NN,Slc22a17,-1,-1,0.07983321,0.80605656,0.11411026
Oligo_NN,Stmn1,-1,-1,0.089573935,0.5012236,0.40920246
Oligo_NN,Acss2,-1,0,0.46593696,0.38802287,0.1460401
Oligo_NN,Golga7,-1,-1,0.31399655,0.3194468,0.3665566
Oligo_NN,Cyp4f17,1,0,0.4493268,0.095576234,0.4550969
Oligo_NN,Eif1b,-1,-1,0.26705256,0.011186025,0.7217614
Oligo_NN,Grik4,1,1,0.22395265,0.02939913,0.74664825
Oligo_NN,Immp2l,1,1,0.37079686,0.048209872,0.58099324
Oligo_NN,Unc5b,-1,0,0.57333755,0.11597147,0.31069103
Oligo_NN,Trmt1l,1,0,0.39521644,0.21873875,0.38604477
Oligo_NN,Ctnnal1,1,0,0.18922378,0.35553768,0.45523855
Oligo_NN,Ndufs8,-1,-1,0.11393246,0.44656727,0.43950024
Oligo_NN,Rhob,-1,-1,0.027107922,0.4469574,0.52593464
Oligo_NN,Efr3b,1,1,0.25624776,0.19537604,0.54837626
Oligo_NN,Hist1h1c,-1,-1,0.1520617,0.529716,0.31822237
Oligo_NN,Pigs,-1,-1,0.20664968,0.6201367,0.17321368
Oligo_NN,Hist1h2be,1,0,0.20280732,0.18346076,0.6137319
Oligo_NN,Ptprm,1,1,0.2166886,0.089771874,0.69353956
Oligo_NN,Zer1,-1,-1,0.26347432,0.31817493,0.41835082
Oligo_NN,Nenf,-1,-1,0.18592922,0.47854492,0.33552587
Oligo_NN,Gpcpd1,1,0,0.45659778,0.12350397,0.41989824
Oligo_NN,Slc50a1,-1,-1,0.21411663,0.40269202,0.38319132
Oligo_NN,Cln8,-1,-1,0.05512303,0.8733189,0.071558006
Oligo_NN,Mtr,1,0,0.31709123,0.1657099,0.51719886
Oligo_NN,Hsp90b1,-1,0,0.20277609,0.37864688,0.41857705
Oligo_NN,Tpk1,1,1,0.12696384,0.08364247,0.78939366
Oligo_NN,Scn1a,1,1,0.18785666,0.10343155,0.70871174
Oligo_NN,Pou6f1,1,-1,0.061873015,0.014317416,0.92380965
Oligo_NN,Col4a3bp,1,1,0.4456744,0.111741416,0.44258416
Oligo_NN,Atp6v0a2,-1,0,0.25400913,0.20268513,0.54330575
Oligo_NN,Gapdh,-1,-1,0.031017572,0.46061668,0.50836575
Oligo_NN,Dennd1b,1,1,0.22789384,0.08075674,0.6913494
Oligo_NN,Bri3,-1,0,0.70428807,0.07301146,0.22270052
Oligo_NN,Clta,-1,0,0.5443672,0.08037311,0.37525976
Oligo_NN,Rpl27,-1,-1,0.20818108,0.0120845055,0.7797345
Oligo_NN,Abca6,1,1,0.2001895,0.12673932,0.6730712
Oligo_NN,Tbc1d4,1,1,0.14954117,0.10073006,0.7497288
Oligo_NN,Cct7,-1,-1,0.13203628,0.6169005,0.2510632
Oligo_NN,Pigyl,-1,-1,0.061873015,0.014317416,0.92380965
Oligo_NN,Itm2c,-1,0,0.18100457,0.46462318,0.3543722
Oligo_NN,Idi1,-1,-1,0.1320956,0.35164282,0.51626164
Oligo_NN,Cobll1,1,1,0.2509652,0.12823975,0.620795
Oligo_NN,Mif,-1,-1,0.03804056,0.5919189,0.37004054
Oligo_NN,Dclk3,1,0,0.5501832,0.20806476,0.2417521
Oligo_NN,Ccdc47,-1,0,0.2116567,0.29443398,0.49390924
Oligo_NN,Rps12,-1,-1,0.06282521,0.014302882,0.92287195
Oligo_NN,Cox6b1,-1,-1,0.08930096,0.5709132,0.33978584
Oligo_NN,Cuedc2,-1,-1,0.3190105,0.20390254,0.47708705
Oligo_NN,Rps18,-1,-1,0.030241258,0.52625304,0.44350567
Oligo_NN,Sh3rf1,-1,1,0.46250635,0.07239191,0.46510178
Oligo_NN,Sorcs3,1,1,0.18878128,0.07518798,0.73603076
Oligo_NN,Sema4d,-1,0,0.60082227,0.061178405,0.33799928
Oligo_NN,Rpl14,-1,-1,0.04570923,0.31453955,0.6397512
Oligo_NN,Marc2,-1,0,0.3751174,0.28977528,0.33510724
Oligo_NN,Agrn,-1,0,0.38935268,0.27768326,0.3329641
Oligo_NN,Gm2115,1,1,0.17572445,0.30434307,0.51993245
Oligo_NN,Prkcsh,-1,-1,0.042070784,0.40821478,0.54971445
Oligo_NN,Olig1,-1,-1,0.017022017,0.6336944,0.3492836
Oligo_NN,Tmem131,1,1,0.13271943,0.1595959,0.70768464
Oligo_NN,Ndufb9,-1,-1,0.087588824,0.5323679,0.3800432
Oligo_NN,Sdf4,-1,-1,0.6796694,0.15611865,0.16421196
Oligo_NN,Dgki,1,1,0.21401188,0.109486304,0.67650187
Oligo_NN,Lsm4,-1,-1,0.09931548,0.63393295,0.26675153
Oligo_NN,Pllp,-1,-1,0.13776998,0.6955036,0.16672644
Oligo_NN,Ythdf2,1,0,0.30613804,0.1105403,0.5833217
Oligo_NN,Nrgn,-1,-1,0.08111267,0.5466439,0.37224346
Oligo_NN,Timm50,-1,-1,0.09811042,0.7547725,0.1471171
Oligo_NN,Asph,1,1,0.23697695,0.09673077,0.6662923
Oligo_NN,Pigq,-1,-1,0.4087057,0.36167258,0.22962166
Oligo_NN,Shisa4,-1,-1,0.1524266,0.50997895,0.33759448
Oligo_NN,Tln2,1,1,0.35344872,0.07341138,0.5731399
Oligo_NN,Stmn4,-1,-1,0.058435235,0.81214756,0.12941721
Oligo_NN,Prdm5,1,1,0.16569264,0.09984577,0.7344616
Oligo_NN,Pcbp3,1,0,0.5309319,0.061605446,0.4074626
Oligo_NN,Rmst,1,0,0.22698818,0.10388309,0.66912866
Oligo_NN,Csnk2b,-1,-1,0.16528714,0.60923153,0.22548121
Oligo_NN,Simc1,1,0,0.40572882,0.38951826,0.2047529
Oligo_NN,Aplp2,-1,0,0.3717765,0.18558437,0.4426391
Oligo_NN,Rps3,-1,-1,0.0783786,0.73034114,0.19128019
Oligo_NN,Pgm1,1,1,0.13065268,0.16480087,0.7045465
Oligo_NN,Zfp68,1,-1,0.10617411,0.10940772,0.78441817
Oligo_NN,Smarcd1,-1,-1,0.24813367,0.33329245,0.4185739
Oligo_NN,Fkbp2,-1,-1,0.039192628,0.6117443,0.34906316
Oligo_NN,Hmgcs1,-1,0,0.2282037,0.25155678,0.5202395
Oligo_NN,Hdac5,-1,-1,0.35436845,0.4859472,0.15968435
Oligo_NN,Tmem189,-1,0,0.54085344,0.18597512,0.27317137
Oligo_NN,Ralgds,-1,-1,0.22889172,0.6454798,0.1256284
Oligo_NN,Wsb1,1,-1,0.20379278,0.54382473,0.25238243
Oligo_NN,Spcs1,-1,-1,0.022158025,0.56624025,0.41160175
Oligo_NN,Gps1,-1,-1,0.16312842,0.4748922,0.36197934
Oligo_NN,Bcar1,-1,-1,0.28805417,0.3281961,0.38374972
Oligo_NN,Usp24,1,1,0.30267397,0.09467766,0.6026484
Oligo_NN,Tmc7,1,1,0.21589814,0.24075995,0.5433419
Oligo_NN,Agap3,-1,0,0.45173964,0.27887517,0.26938522
Oligo_NN,Gm28322,1,-1,0.117438264,0.013469394,0.86909235
Oligo_NN,Ttr,-1,0,0.29860127,0.2591972,0.44220158
